
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	8.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-04-07	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-04-07	15:13:54	0.00		268.53	---	---	---	21.436	---	---	---	1019.83	25.143	21.436	---	---	22.582	---	---	---	264.836	---	---	---	5.531	---	---	---	
2022-04-07	15:13:55	1.00		268.96	---	---	---	21.424	---	---	---	1019.87	25.143	21.424	---	---	22.567	---	---	---	264.861	---	---	---	5.524	---	---	---	
2022-04-07	15:13:56	2.00		269.63	---	---	---	21.355	---	---	---	1019.86	25.143	21.355	---	---	22.560	---	---	---	264.849	---	---	---	5.516	---	---	---	
2022-04-07	15:13:57	3.00		269.41	---	---	---	21.378	---	---	---	1019.89	25.143	21.378	---	---	22.562	---	---	---	264.877	---	---	---	5.500	---	---	---	
2022-04-07	15:13:58	4.00		269.07	---	---	---	21.361	---	---	---	1019.85	25.130	21.361	---	---	22.582	---	---	---	264.864	---	---	---	5.500	---	---	---	
2022-04-07	15:13:59	5.00		268.88	---	---	---	21.373	---	---	---	1019.86	25.118	21.373	---	---	22.587	---	---	---	264.834	---	---	---	5.508	---	---	---	
2022-04-07	15:14:00	6.00		269.42	---	---	---	21.341	---	---	---	1019.88	25.105	21.341	---	---	22.573	---	---	---	264.855	---	---	---	5.519	---	---	---	
2022-04-07	15:14:01	7.00		269.41	---	---	---	21.363	---	---	---	1019.90	25.105	21.363	---	---	22.567	---	---	---	264.892	---	---	---	5.506	---	---	---	
2022-04-07	15:14:02	8.00		269.44	---	---	---	21.390	---	---	---	1019.91	25.105	21.390	---	---	22.557	---	---	---	264.933	---	---	---	5.504	---	---	---	
2022-04-07	15:14:03	9.00		269.45	---	---	---	21.371	---	---	---	1019.88	25.105	21.371	---	---	22.563	---	---	---	264.900	---	---	---	5.495	---	---	---	
2022-04-07	15:14:04	10.00		269.46	---	---	---	21.385	---	---	---	1019.84	25.105	21.385	---	---	22.558	---	---	---	264.909	---	---	---	5.508	---	---	---	
2022-04-07	15:14:05	11.00		269.09	---	---	---	21.390	---	---	---	1019.84	25.105	21.390	---	---	22.572	---	---	---	264.853	---	---	---	5.506	---	---	---	
2022-04-07	15:14:06	12.00		269.19	---	---	---	21.402	---	---	---	1019.81	25.105	21.402	---	---	22.564	---	---	---	264.897	---	---	---	5.513	---	---	---	
2022-04-07	15:14:07	13.00		269.10	---	---	---	21.405	---	---	---	1019.85	25.105	21.405	---	---	22.567	---	---	---	264.845	---	---	---	5.508	---	---	---	
2022-04-07	15:14:08	14.00		268.97	---	---	---	21.431	---	---	---	1019.84	25.105	21.431	---	---	22.564	---	---	---	264.877	---	---	---	5.506	---	---	---	
2022-04-07	15:14:09	15.00		268.52	---	---	---	21.439	---	---	---	1019.87	25.105	21.439	---	---	22.581	---	---	---	264.822	---	---	---	5.513	---	---	---	
2022-04-07	15:14:10	16.00		268.67	---	---	---	21.414	---	---	---	1019.87	25.105	21.414	---	---	22.583	---	---	---	264.850	---	---	---	5.534	---	---	---	
2022-04-07	15:14:11	17.00		268.39	---	---	---	21.449	---	---	---	1019.85	25.105	21.449	---	---	22.583	---	---	---	264.854	---	---	---	5.543	---	---	---	
2022-04-07	15:14:12	18.00		268.59	---	---	---	21.443	---	---	---	1019.86	25.105	21.443	---	---	22.577	---	---	---	264.865	---	---	---	5.554	---	---	---	
2022-04-07	15:14:13	19.00		268.49	---	---	---	21.458	---	---	---	1019.87	25.105	21.458	---	---	22.576	---	---	---	264.850	---	---	---	5.537	---	---	---	
2022-04-07	15:14:14	20.00		268.83	---	---	---	21.403	---	---	---	1019.88	25.105	21.403	---	---	22.579	---	---	---	264.836	---	---	---	5.531	---	---	---	
