----,
DateTime:        , 2021/12/13, 08:53:45, 1639400025160,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -625.24,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,              5,       2, 
Sio:,     73.21,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,   1852.800,
    1,        0.8,     91.210,    1877.067,   1876.210,
    2,        3.3,     90.664,    1900.540,   1895.469,
    3,        5.8,     90.482,    1924.202,   1918.274,
    4,        8.3,     89.392,    1956.404,   1943.379,
    5,       10.8,     88.846,    1982.820,   1970.010,
    6,       13.3,     88.665,    2002.449,   1997.629,
    7,       15.8,     88.119,    2029.140,   2025.775,
    8,       18.3,     88.119,    2042.758,   2054.202,
    9,       20.8,     87.392,    2072.570,   2082.612,
   10,       23.3,     86.847,    2098.710,   2110.841,
   11,       25.8,     85.938,    2133.706,   2138.720,
   12,       28.3,     85.393,    2161.151,   2166.183,
   13,       30.8,     85.756,    2169.947,   2193.270,
   14,       33.3,     84.666,    2217.271,   2219.825,
   15,       35.8,     85.211,    2219.745,   2245.943,
   16,       38.3,     85.211,    2238.053,   2271.596,
   17,       40.8,     85.029,    2260.713,   2296.758,
   18,       43.3,     83.393,    2321.852,   2321.284,
   19,       45.8,     83.938,    2322.017,   2345.279,
   20,       48.3,     82.848,    2366.828,   2368.663,
   21,       50.8,     83.393,    2368.858,   2391.515,
   22,       53.3,     81.757,    2431.672,   2413.733,
   23,       55.8,     82.121,    2438.685,   2435.381,
   24,       58.3,     81.757,    2466.653,   2456.463,
   25,       60.8,     81.757,    2482.799,   2477.001,
   26,       63.3,     81.939,    2491.936,   2497.024,
   27,       65.8,     81.212,    2529.269,   2516.515,
