
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	1.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2021-12-10	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2021-12-10	09:06:31	0.00		182.33	---	---	---	22.349	---	---	---	1027.41	13.350	22.349	---	---	27.405	---	---	---	325.962	---	---	---	5.508	---	---	---	
2021-12-10	09:06:32	1.00		182.36	---	---	---	22.334	---	---	---	1027.41	13.363	22.334	---	---	27.408	---	---	---	325.949	---	---	---	5.523	---	---	---	
2021-12-10	09:06:33	2.00		182.46	---	---	---	22.341	---	---	---	1027.42	13.363	22.341	---	---	27.399	---	---	---	325.956	---	---	---	5.518	---	---	---	
2021-12-10	09:06:34	3.00		182.48	---	---	---	22.347	---	---	---	1027.44	13.363	22.347	---	---	27.396	---	---	---	325.986	---	---	---	5.510	---	---	---	
2021-12-10	09:06:35	4.00		182.48	---	---	---	22.348	---	---	---	1027.44	13.363	22.348	---	---	27.396	---	---	---	325.965	---	---	---	5.496	---	---	---	
2021-12-10	09:06:36	5.00		182.42	---	---	---	22.340	---	---	---	1027.43	13.363	22.340	---	---	27.402	---	---	---	325.920	---	---	---	5.497	---	---	---	
2021-12-10	09:06:37	6.00		182.36	---	---	---	22.341	---	---	---	1027.41	13.363	22.341	---	---	27.406	---	---	---	325.885	---	---	---	5.499	---	---	---	
2021-12-10	09:06:38	7.00		182.31	---	---	---	22.348	---	---	---	1027.40	13.391	22.348	---	---	27.407	---	---	---	325.889	---	---	---	5.516	---	---	---	
2021-12-10	09:06:39	8.00		182.33	---	---	---	22.348	---	---	---	1027.40	13.391	22.348	---	---	27.405	---	---	---	325.849	---	---	---	5.513	---	---	---	
2021-12-10	09:06:40	9.00		182.26	---	---	---	22.355	---	---	---	1027.43	13.419	22.355	---	---	27.408	---	---	---	325.849	---	---	---	5.504	---	---	---	
2021-12-10	09:06:41	10.00		182.30	---	---	---	22.361	---	---	---	1027.49	13.419	22.361	---	---	27.403	---	---	---	325.796	---	---	---	5.499	---	---	---	
2021-12-10	09:06:42	11.00		182.32	---	---	---	22.361	---	---	---	1027.53	13.447	22.361	---	---	27.402	---	---	---	325.848	---	---	---	5.500	---	---	---	
2021-12-10	09:06:43	12.00		182.32	---	---	---	22.369	---	---	---	1027.50	13.447	22.369	---	---	27.399	---	---	---	325.810	---	---	---	5.523	---	---	---	
