----,
DateTime:,      2021/06/10, 14:00:09, 1623344409704,
PIF:,           -616.64,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #00001,
Gain:,           5,    2, 
S/N Ratio:,    45.14,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,     90.365,    4439.743,      0.000,
    2,        3.3,     91.103,    4473.546,      0.000,
    3,        5.8,     89.997,    4507.488,      0.000,
    4,        8.3,     87.969,    4617.295,      0.000,
    5,       10.8,     89.075,    4573.661,      0.000,
    6,       13.3,     88.706,    4610.256,      0.000,
    7,       15.8,     88.338,    4643.306,      0.000,
    8,       18.3,     87.600,    4693.120,      0.000,
    9,       20.8,     87.600,    4698.599,      0.000,
   10,       23.3,     86.863,    4745.160,      0.000,
   11,       25.8,     86.494,    4772.091,      0.000,
   12,       28.3,     86.494,    4778.797,      0.000,
   13,       30.8,     86.310,    4804.992,      0.000,
   14,       33.3,     85.204,    4884.498,      0.000,
   15,       35.8,     83.914,    4976.290,      0.000,
   16,       38.3,     84.835,    4937.787,      0.000,
   17,       40.8,     85.388,    4919.862,      0.000,
   18,       43.3,     84.651,    4973.583,      0.000,
   19,       45.8,     84.282,    5006.729,      0.000,
   20,       48.3,     84.098,    5027.691,      0.000,
   21,       50.8,     83.914,    5050.891,      0.000,
   22,       53.3,     82.992,    5120.479,      0.000,
   23,       55.8,     83.914,    5078.539,      0.000,
   24,       58.3,     82.992,    5147.951,      0.000,
   25,       60.8,     81.886,    5229.694,      0.000,
   26,       63.3,     82.070,    5231.351,      0.000,
   27,       65.8,     81.702,    5265.238,      0.000,
   28,       68.3,     81.702,    5277.968,      0.000,
   29,       70.8,     80.964,    5334.432,      0.000,
   30,       73.3,     81.149,    5334.884,      0.000,
   31,       75.8,     80.596,    5380.670,      0.000,
