----,
DateTime:,      2021/06/10, 13:13:48, 1623341628379,
PIF:,           -632.42,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #00001,
Gain:,           5,    2, 
S/N Ratio:,    42.52,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,     88.476,    2995.477,      0.000,
    2,        3.3,     88.697,    3023.063,      0.000,
    3,        5.8,     88.046,    3050.783,      0.000,
    4,        8.3,     87.586,    3075.022,      0.000,
    5,       10.8,     87.526,    3092.436,      0.000,
    6,       13.3,     87.427,    3112.644,      0.000,
    7,       15.8,     87.258,    3134.466,      0.000,
    8,       18.3,     86.490,    3173.630,      0.000,
    9,       20.8,     86.410,    3184.686,      0.000,
   10,       23.3,     86.088,    3204.487,      0.000,
   11,       25.8,     86.559,    3194.465,      0.000,
   12,       28.3,     85.114,    3258.336,      0.000,
   13,       30.8,     85.676,    3249.778,      0.000,
   14,       33.3,     85.391,    3273.526,      0.000,
   15,       35.8,     85.476,    3284.070,      0.000,
   16,       38.3,     84.322,    3339.907,      0.000,
   17,       40.8,     85.657,    3296.748,      0.000,
   18,       43.3,     83.721,    3382.280,      0.000,
   19,       45.8,     84.663,    3351.497,      0.000,
   20,       48.3,     84.950,    3346.780,      0.000,
   21,       50.8,     83.400,    3416.881,      0.000,
   22,       53.3,     83.700,    3412.760,      0.000,
   23,       55.8,     83.891,    3412.381,      0.000,
   24,       58.3,     83.222,    3447.252,      0.000,
   25,       60.8,     83.309,    3450.150,      0.000,
   26,       63.3,     83.517,    3448.257,      0.000,
   27,       65.8,     82.541,    3492.681,      0.000,
   28,       68.3,     82.400,    3504.249,      0.000,
   29,       70.8,     82.106,    3520.429,      0.000,
   30,       73.3,     82.328,    3517.261,      0.000,
   31,       75.8,     82.171,    3527.849,      0.000,
