----,
DateTime:,      2021/06/10, 12:40:05, 1623339605114,
PIF:,          -1501.34,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           2,    2, 
S/N Ratio:,   158.25,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    176.342,     322.686,      0.000,
    2,        3.3,    182.854,     324.862,      0.000,
    3,        5.8,    184.138,     326.946,      0.000,
    4,        8.3,    184.220,     327.615,      0.000,
    5,       10.8,    184.216,     327.078,      0.000,
    6,       13.3,    184.203,     327.373,      0.000,
    7,       15.8,    184.373,     329.512,      0.000,
    8,       18.3,    184.185,     330.391,      0.000,
    9,       20.8,    184.100,     332.446,      0.000,
   10,       23.3,    183.616,     334.955,      0.000,
   11,       25.8,    184.164,     334.772,      0.000,
   12,       28.3,    184.180,     336.102,      0.000,
   13,       30.8,    184.036,     338.265,      0.000,
   14,       33.3,    184.439,     338.340,      0.000,
   15,       35.8,    183.977,     340.006,      0.000,
   16,       38.3,    183.945,     343.869,      0.000,
   17,       40.8,    184.105,     343.842,      0.000,
   18,       43.3,    183.854,     343.768,      0.000,
   19,       45.8,    184.149,     345.932,      0.000,
   20,       48.3,    184.370,     346.332,      0.000,
   21,       50.8,    184.267,     348.153,      0.000,
   22,       53.3,    184.229,     349.854,      0.000,
   23,       55.8,    183.948,     351.747,      0.000,
   24,       58.3,    184.185,     352.923,      0.000,
   25,       60.8,    183.953,     353.911,      0.000,
   26,       63.3,    183.876,     354.876,      0.000,
   27,       65.8,    184.345,     356.143,      0.000,
   28,       68.3,    184.217,     358.562,      0.000,
   29,       70.8,    183.598,     358.953,      0.000,
   30,       73.3,    183.778,     362.411,      0.000,
   31,       75.8,    183.887,     363.011,      0.000,
   32,       78.3,    183.880,     365.200,      0.000,
