----,
DateTime:,      2021/06/10, 11:33:11, 1623335590906,
PIF:,           -593.11,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           5,    2, 
S/N Ratio:,   130.70,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,
    1,        0.8,    177.226,     163.211,
    2,        3.3,    182.646,     164.813,
    3,        5.8,    184.216,     166.355,
    4,        8.3,    184.200,     166.803,
    5,       10.8,    184.291,     166.939,
    6,       13.3,    184.560,     167.237,
    7,       15.8,    184.347,     168.406,
    8,       18.3,    184.539,     168.231,
    9,       20.8,    184.264,     169.459,
   10,       23.3,    183.880,     169.813,
   11,       25.8,    184.232,     169.923,
   12,       28.3,    183.962,     170.824,
   13,       30.8,    184.198,     172.234,
   14,       33.3,    184.406,     172.366,
   15,       35.8,    184.422,     172.893,
   16,       38.3,    184.013,     173.821,
   17,       40.8,    184.170,     174.324,
   18,       43.3,    184.393,     174.764,
   19,       45.8,    184.307,     175.171,
   20,       48.3,    184.429,     176.573,
   21,       50.8,    184.328,     176.778,
   22,       53.3,    184.478,     177.285,
   23,       55.8,    184.107,     178.512,
   24,       58.3,    184.246,     179.137,
   25,       60.8,    184.582,     179.136,
   26,       63.3,    184.412,     180.602,
   27,       65.8,    184.686,     180.226,
   28,       68.3,    184.559,     181.108,
   29,       70.8,    184.607,     182.361,
   30,       73.3,    184.690,     182.063,
   31,       75.8,    184.233,     183.166,
   32,       78.3,    184.414,     183.528,
   33,       80.8,    184.107,     184.812,
   34,       83.3,    184.403,     184.624,
   35,       85.8,    183.687,     186.432,
   36,       88.3,    184.529,     185.582,
   37,       90.8,    184.600,     185.835,
   38,       93.3,    184.213,     187.528,
   39,       95.8,    184.298,     188.310,
   40,       98.3,    184.081,     189.401,
   41,      100.8,    184.261,     189.217,
   42,      103.3,    184.155,     190.085,
   43,      105.8,    184.227,     190.554,
   44,      108.3,    183.916,     191.202,
   45,      110.8,    183.809,     192.184,
   46,      113.3,    184.003,     192.416,
   47,      115.8,    184.110,     192.630,
   48,      118.3,    183.581,     193.621,
   49,      120.8,    183.801,     193.934,
   50,      123.3,    183.586,     194.379,
   51,      125.8,    183.863,     194.630,
   52,      128.3,    183.451,     195.939,
   53,      130.8,    183.774,     195.921,
   54,      133.3,    183.822,     196.631,
   55,      135.8,    183.844,     196.608,
   56,      138.3,    183.842,     197.698,
   57,      140.8,    183.891,     198.081,
   58,      143.3,    183.620,     199.244,
   59,      145.8,    183.795,     199.054,
   60,      148.3,    183.673,     199.840,
   61,      150.8,    183.975,     199.837,
   62,      153.3,    183.576,     201.144,
   63,      155.8,    183.572,     201.366,
   64,      158.3,    183.750,     201.498,
   65,      160.8,    183.806,     202.089,
   66,      163.3,    183.513,     202.412,
   67,      165.8,    183.123,     203.498,
   68,      168.3,    183.511,     204.267,
   69,      170.8,    183.901,     203.725,
   70,      173.3,    183.600,     204.821,
   71,      175.8,    183.596,     205.915,
   72,      178.3,    183.679,     205.169,
   73,      180.8,    183.863,     205.290,
   74,      183.3,    184.212,     205.661,
   75,      185.8,    184.101,     206.111,
   76,      188.3,    183.281,     207.251,
   77,      190.8,    183.237,     208.065,
   78,      193.3,    183.561,     208.461,
   79,      195.8,    183.613,     208.619,
   80,      198.3,    183.719,     209.261,
   81,      200.8,    183.535,     209.253,
   82,      203.3,    183.644,     209.673,
   83,      205.8,    183.465,     210.422,
   84,      208.3,    183.780,     210.497,
   85,      210.8,    183.458,     211.084,
   86,      213.3,    183.652,     211.080,
   87,      215.8,    183.932,     210.650,
   88,      218.3,    183.722,     212.088,
   89,      220.8,    183.812,     211.875,
   90,      223.3,    183.740,     212.502,
   91,      225.8,    183.547,     213.379,
   92,      228.3,    183.523,     213.953,
   93,      230.8,    183.279,     214.782,
   94,      233.3,    183.799,     214.175,
   95,      235.8,    183.488,     214.974,
   96,      238.3,    183.809,     214.707,
   97,      240.8,    183.317,     215.611,
   98,      243.3,    183.594,     215.722,
   99,      245.8,    183.407,     216.160,
  100,      250.8,    182.708,     216.987,
  101,      273.3,    182.032,     215.156,
  102,      295.8,    182.425,     214.255,
  103,      318.3,    181.665,     213.818,
  104,      343.3,    182.080,     211.446,
  105,      368.3,    182.139,     210.593,
  106,      395.8,    182.066,     209.256,
  107,      423.3,    181.612,     208.136,
  108,      453.3,    181.972,     206.843,
  109,      483.3,    181.922,     205.788,
  110,      515.8,    181.820,     205.683,
  111,      550.8,    181.429,     204.028,
  112,      585.8,    181.794,     203.290,
  113,      623.3,    181.818,     202.280,
  114,      663.3,    181.543,     201.705,
  115,      705.8,    181.540,     200.500,
  116,      748.3,    181.275,     200.567,
  117,      793.3,    181.719,     199.629,
  118,      840.8,    181.509,     199.303,
  119,      890.8,    181.574,     198.242,
  120,      943.3,    181.225,     198.175,
  121,      998.3,    181.075,     198.229,
  122,     1055.8,    181.459,     196.919,
  123,     1115.8,    181.343,     197.261,
  124,     1178.3,    181.176,     195.680,
  125,     1245.8,    180.826,     196.172,
  126,     1315.8,    181.190,     195.334,
  127,     1388.3,    181.446,     195.494,
  128,     1465.8,    181.176,     193.905,
  129,     1545.8,    181.107,     193.639,
  130,     1630.8,    181.439,     193.072,
  131,     1720.8,    181.061,     192.925,
  132,     1815.8,    181.164,     192.479,
  133,     1913.3,    180.658,     192.572,
  134,     2015.8,    180.543,     192.476,
  135,     2123.3,    180.834,     191.938,
  136,     2238.3,    180.411,     191.717,
  137,     2358.3,    180.721,     191.507,
  138,     2483.3,    180.950,     190.041,
  139,     2615.8,    180.204,     190.168,
  140,     2753.3,    180.698,     189.426,
  141,     2898.3,    180.785,     189.552,
  142,     3050.8,    180.503,     189.729,
  143,     3210.8,    180.713,     189.183,
  144,     3378.3,    180.306,     188.839,
  145,     3555.8,    180.518,     188.630,
  146,     3740.8,    180.429,     187.729,
  147,     3935.8,    180.642,     187.836,
  148,     4140.8,    180.232,     187.819,
  149,     4355.8,    180.109,     187.397,
  150,     4580.8,    180.383,     186.885,
  151,     4818.3,    180.560,     187.042,
  152,     5068.3,    180.245,     187.048,
  153,     5330.8,    179.802,     186.394,
  154,     5605.8,    180.157,     186.359,
  155,     5895.8,    179.758,     186.099,
  156,     6200.8,    180.019,     185.735,
  157,     6520.8,    179.664,     185.433,
  158,     6855.8,    179.905,     184.634,
  159,     7208.3,    180.234,     184.721,
  160,     7578.3,    179.896,     185.063,
  161,     7965.8,    179.813,     185.361,
  162,     8373.3,    179.244,     184.743,
  163,     8800.8,    179.359,     184.274,
  164,     9250.8,    179.259,     184.391,
  165,     9723.3,    179.264,     184.269,
  166,    10220.8,    179.523,     183.742,
  167,    10743.3,    179.561,     183.580,
  168,    11290.8,    179.303,     183.065,
  169,    11865.8,    179.497,     182.658,
  170,    12470.8,    179.356,     182.004,
  171,    13105.8,    179.557,     182.849,
  172,    13773.3,    179.088,     182.145,
  173,    14475.8,    179.722,     181.502,
  174,    15213.3,    179.135,     181.890,
  175,    15988.3,    178.953,     181.289,
  176,    16800.8,    179.561,     180.856,
