
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	32.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-10-26	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-10-26	12:59:25	0.00		54.356	---	---	---	22.387	---	---	---	1015.64	58.163	22.387	---	---	39.255	---	---	---	399.592	---	---	---	5.517	---	---	---	
2022-10-26	12:59:26	1.00		54.383	---	---	---	22.370	---	---	---	1015.67	58.163	22.370	---	---	39.255	---	---	---	399.597	---	---	---	5.519	---	---	---	
2022-10-26	12:59:27	2.00		54.367	---	---	---	22.383	---	---	---	1015.61	58.163	22.383	---	---	39.254	---	---	---	399.558	---	---	---	5.523	---	---	---	
2022-10-26	12:59:28	3.00		54.357	---	---	---	22.369	---	---	---	1015.61	58.163	22.369	---	---	39.260	---	---	---	399.525	---	---	---	5.531	---	---	---	
2022-10-26	12:59:29	4.00		54.351	---	---	---	22.377	---	---	---	1015.62	58.163	22.377	---	---	39.259	---	---	---	399.585	---	---	---	5.525	---	---	---	
2022-10-26	12:59:30	5.00		54.366	---	---	---	22.363	---	---	---	1015.63	58.163	22.363	---	---	39.260	---	---	---	399.587	---	---	---	5.514	---	---	---	
2022-10-26	12:59:31	6.00		54.393	---	---	---	22.369	---	---	---	1015.64	58.163	22.369	---	---	39.253	---	---	---	399.640	---	---	---	5.504	---	---	---	
2022-10-26	12:59:32	7.00		54.408	---	---	---	22.370	---	---	---	1015.64	58.163	22.370	---	---	39.250	---	---	---	399.592	---	---	---	5.503	---	---	---	
2022-10-26	12:59:33	8.00		54.401	---	---	---	22.385	---	---	---	1015.63	58.163	22.385	---	---	39.248	---	---	---	399.573	---	---	---	5.509	---	---	---	
2022-10-26	12:59:34	9.00		54.390	---	---	---	22.399	---	---	---	1015.61	58.163	22.399	---	---	39.246	---	---	---	399.535	---	---	---	5.517	---	---	---	
2022-10-26	12:59:35	10.00		54.383	---	---	---	22.406	---	---	---	1015.55	58.163	22.406	---	---	39.245	---	---	---	399.518	---	---	---	5.503	---	---	---	
2022-10-26	12:59:36	11.00		54.392	---	---	---	22.398	---	---	---	1015.55	58.163	22.398	---	---	39.246	---	---	---	399.557	---	---	---	5.505	---	---	---	
2022-10-26	12:59:37	12.00		54.419	---	---	---	22.378	---	---	---	1015.57	58.163	22.378	---	---	39.246	---	---	---	399.582	---	---	---	5.496	---	---	---	
2022-10-26	12:59:38	13.00		54.409	---	---	---	22.372	---	---	---	1015.61	58.163	22.372	---	---	39.250	---	---	---	399.548	---	---	---	5.497	---	---	---	
2022-10-26	12:59:39	14.00		54.408	---	---	---	22.370	---	---	---	1015.62	58.163	22.370	---	---	39.250	---	---	---	399.506	---	---	---	5.486	---	---	---	
2022-10-26	12:59:40	15.00		54.399	---	---	---	22.384	---	---	---	1015.62	58.163	22.384	---	---	39.248	---	---	---	399.427	---	---	---	5.487	---	---	---	
2022-10-26	12:59:41	16.00		54.420	---	---	---	22.363	---	---	---	1015.60	58.163	22.363	---	---	39.250	---	---	---	399.417	---	---	---	5.498	---	---	---	
2022-10-26	12:59:42	17.00		54.397	---	---	---	22.372	---	---	---	1015.60	58.163	22.372	---	---	39.252	---	---	---	399.433	---	---	---	5.504	---	---	---	
2022-10-26	12:59:43	18.00		54.393	---	---	---	22.372	---	---	---	1015.61	58.163	22.372	---	---	39.253	---	---	---	399.462	---	---	---	5.497	---	---	---	
2022-10-26	12:59:44	19.00		54.382	---	---	---	22.393	---	---	---	1015.63	58.163	22.393	---	---	39.249	---	---	---	399.454	---	---	---	5.499	---	---	---	
2022-10-26	12:59:45	20.00		54.409	---	---	---	22.384	---	---	---	1015.62	58.163	22.384	---	---	39.246	---	---	---	399.467	---	---	---	5.518	---	---	---	
2022-10-26	12:59:46	21.00		54.406	---	---	---	22.384	---	---	---	1015.64	58.163	22.384	---	---	39.247	---	---	---	399.496	---	---	---	5.522	---	---	---	
2022-10-26	12:59:47	22.00		54.380	---	---	---	22.383	---	---	---	1015.62	58.163	22.383	---	---	39.252	---	---	---	399.562	---	---	---	5.512	---	---	---	
2022-10-26	12:59:48	23.00		54.373	---	---	---	22.384	---	---	---	1015.66	58.171	22.384	---	---	39.253	---	---	---	399.567	---	---	---	5.524	---	---	---	
2022-10-26	12:59:49	24.00		54.372	---	---	---	22.385	---	---	---	1015.58	58.171	22.385	---	---	39.253	---	---	---	399.553	---	---	---	5.518	---	---	---	
2022-10-26	12:59:50	25.00		54.380	---	---	---	22.378	---	---	---	1015.60	58.178	22.378	---	---	39.253	---	---	---	399.527	---	---	---	5.513	---	---	---	
2022-10-26	12:59:51	26.00		54.388	---	---	---	22.378	---	---	---	1015.57	58.171	22.378	---	---	39.252	---	---	---	399.470	---	---	---	5.491	---	---	---	
2022-10-26	12:59:52	27.00		54.381	---	---	---	22.370	---	---	---	1015.60	58.171	22.370	---	---	39.255	---	---	---	399.499	---	---	---	5.502	---	---	---	
2022-10-26	12:59:53	28.00		54.369	---	---	---	22.377	---	---	---	1015.57	58.163	22.377	---	---	39.256	---	---	---	399.531	---	---	---	5.497	---	---	---	
2022-10-26	12:59:54	29.00		54.346	---	---	---	22.378	---	---	---	1015.58	58.171	22.378	---	---	39.260	---	---	---	399.541	---	---	---	5.503	---	---	---	
2022-10-26	12:59:55	30.00		54.328	---	---	---	22.379	---	---	---	1015.58	58.178	22.379	---	---	39.263	---	---	---	399.512	---	---	---	5.502	---	---	---	
2022-10-26	12:59:56	31.00		54.380	---	---	---	22.372	---	---	---	1015.61	58.186	22.372	---	---	39.255	---	---	---	399.458	---	---	---	5.512	---	---	---	
2022-10-26	12:59:57	32.00		54.407	---	---	---	22.350	---	---	---	1015.62	58.186	22.350	---	---	39.256	---	---	---	399.462	---	---	---	5.504	---	---	---	
2022-10-26	12:59:58	33.00		54.426	---	---	---	22.350	---	---	---	1015.61	58.186	22.350	---	---	39.252	---	---	---	399.485	---	---	---	5.497	---	---	---	
2022-10-26	12:59:59	34.00		54.404	---	---	---	22.351	---	---	---	1015.59	58.186	22.351	---	---	39.256	---	---	---	399.518	---	---	---	5.502	---	---	---	
2022-10-26	13:00:00	35.00		54.377	---	---	---	22.372	---	---	---	1015.61	58.178	22.372	---	---	39.256	---	---	---	399.543	---	---	---	5.505	---	---	---	
2022-10-26	13:00:01	36.00		54.392	---	---	---	22.363	---	---	---	1015.65	58.178	22.363	---	---	39.255	---	---	---	399.526	---	---	---	5.509	---	---	---	
2022-10-26	13:00:02	37.00		54.412	---	---	---	22.355	---	---	---	1015.67	58.178	22.355	---	---	39.254	---	---	---	399.492	---	---	---	5.505	---	---	---	
2022-10-26	13:00:03	38.00		54.447	---	---	---	22.349	---	---	---	1015.63	58.186	22.349	---	---	39.249	---	---	---	399.465	---	---	---	5.510	---	---	---	
2022-10-26	13:00:04	39.00		54.438	---	---	---	22.357	---	---	---	1015.60	58.178	22.357	---	---	39.248	---	---	---	399.434	---	---	---	5.509	---	---	---	
2022-10-26	13:00:05	40.00		54.423	---	---	---	22.365	---	---	---	1015.60	58.171	22.365	---	---	39.249	---	---	---	399.429	---	---	---	5.513	---	---	---	
2022-10-26	13:00:06	41.00		54.393	---	---	---	22.378	---	---	---	1015.63	58.171	22.378	---	---	39.251	---	---	---	399.436	---	---	---	5.502	---	---	---	
2022-10-26	13:00:07	42.00		54.392	---	---	---	22.376	---	---	---	1015.67	58.178	22.376	---	---	39.252	---	---	---	399.477	---	---	---	5.498	---	---	---	
2022-10-26	13:00:08	43.00		54.393	---	---	---	22.376	---	---	---	1015.66	58.178	22.376	---	---	39.251	---	---	---	399.519	---	---	---	5.490	---	---	---	
2022-10-26	13:00:09	44.00		54.436	---	---	---	22.370	---	---	---	1015.62	58.178	22.370	---	---	39.245	---	---	---	399.531	---	---	---	5.485	---	---	---	
2022-10-26	13:00:10	45.00		54.436	---	---	---	22.378	---	---	---	1015.61	58.178	22.378	---	---	39.243	---	---	---	399.495	---	---	---	5.476	---	---	---	
2022-10-26	13:00:11	46.00		54.414	---	---	---	22.385	---	---	---	1015.61	58.186	22.385	---	---	39.245	---	---	---	399.466	---	---	---	5.482	---	---	---	
2022-10-26	13:00:12	47.00		54.378	---	---	---	22.384	---	---	---	1015.60	58.186	22.384	---	---	39.252	---	---	---	399.484	---	---	---	5.487	---	---	---	
2022-10-26	13:00:13	48.00		54.381	---	---	---	22.376	---	---	---	1015.58	58.186	22.376	---	---	39.254	---	---	---	399.482	---	---	---	5.502	---	---	---	
2022-10-26	13:00:14	49.00		54.383	---	---	---	22.376	---	---	---	1015.58	58.186	22.376	---	---	39.253	---	---	---	399.500	---	---	---	5.498	---	---	---	
2022-10-26	13:00:15	50.00		54.373	---	---	---	22.384	---	---	---	1015.60	58.186	22.384	---	---	39.253	---	---	---	399.527	---	---	---	5.487	---	---	---	
2022-10-26	13:00:16	51.00		54.386	---	---	---	22.378	---	---	---	1015.64	58.186	22.378	---	---	39.252	---	---	---	399.532	---	---	---	5.490	---	---	---	
2022-10-26	13:00:17	52.00		54.401	---	---	---	22.371	---	---	---	1015.69	58.186	22.371	---	---	39.251	---	---	---	399.529	---	---	---	5.496	---	---	---	
2022-10-26	13:00:18	53.00		54.411	---	---	---	22.372	---	---	---	1015.71	58.186	22.372	---	---	39.249	---	---	---	399.496	---	---	---	5.495	---	---	---	
2022-10-26	13:00:19	54.00		54.384	---	---	---	22.391	---	---	---	1015.71	58.186	22.391	---	---	39.249	---	---	---	399.484	---	---	---	5.484	---	---	---	
2022-10-26	13:00:20	55.00		54.346	---	---	---	22.399	---	---	---	1015.68	58.186	22.399	---	---	39.254	---	---	---	399.497	---	---	---	5.478	---	---	---	
2022-10-26	13:00:21	56.00		54.335	---	---	---	22.406	---	---	---	1015.67	58.186	22.406	---	---	39.254	---	---	---	399.485	---	---	---	5.479	---	---	---	
2022-10-26	13:00:22	57.00		54.384	---	---	---	22.386	---	---	---	1015.61	58.186	22.386	---	---	39.250	---	---	---	399.521	---	---	---	5.492	---	---	---	
2022-10-26	13:00:23	58.00		54.378	---	---	---	22.385	---	---	---	1015.61	58.186	22.385	---	---	39.252	---	---	---	399.545	---	---	---	5.496	---	---	---	
2022-10-26	13:00:24	59.00		54.416	---	---	---	22.370	---	---	---	1015.59	58.186	22.370	---	---	39.249	---	---	---	399.615	---	---	---	5.510	---	---	---	
2022-10-26	13:00:25	60.00		54.383	---	---	---	22.370	---	---	---	1015.62	58.186	22.370	---	---	39.255	---	---	---	399.563	---	---	---	5.522	---	---	---	
2022-10-26	13:00:26	61.00		54.410	---	---	---	22.370	---	---	---	1015.60	58.186	22.370	---	---	39.250	---	---	---	399.491	---	---	---	5.517	---	---	---	
2022-10-26	13:00:27	62.00		54.338	---	---	---	22.385	---	---	---	1015.61	58.186	22.385	---	---	39.259	---	---	---	399.411	---	---	---	5.507	---	---	---	
2022-10-26	13:00:28	63.00		54.341	---	---	---	22.399	---	---	---	1015.59	58.186	22.399	---	---	39.255	---	---	---	399.464	---	---	---	5.486	---	---	---	
2022-10-26	13:00:29	64.00		54.383	---	---	---	22.384	---	---	---	1015.60	58.186	22.384	---	---	39.251	---	---	---	399.459	---	---	---	5.488	---	---	---	
2022-10-26	13:00:30	65.00		54.407	---	---	---	22.377	---	---	---	1015.59	58.186	22.377	---	---	39.249	---	---	---	399.483	---	---	---	5.495	---	---	---	
2022-10-26	13:00:31	66.00		54.422	---	---	---	22.356	---	---	---	1015.60	58.186	22.356	---	---	39.252	---	---	---	399.467	---	---	---	5.495	---	---	---	
2022-10-26	13:00:32	67.00		54.404	---	---	---	22.363	---	---	---	1015.60	58.186	22.363	---	---	39.253	---	---	---	399.509	---	---	---	5.501	---	---	---	
2022-10-26	13:00:33	68.00		54.465	---	---	---	22.343	---	---	---	1015.60	58.186	22.343	---	---	39.247	---	---	---	399.486	---	---	---	5.503	---	---	---	
2022-10-26	13:00:34	69.00		54.425	---	---	---	22.371	---	---	---	1015.58	58.186	22.371	---	---	39.247	---	---	---	399.503	---	---	---	5.498	---	---	---	
2022-10-26	13:00:35	70.00		54.421	---	---	---	22.379	---	---	---	1015.57	58.186	22.379	---	---	39.246	---	---	---	399.465	---	---	---	5.494	---	---	---	
2022-10-26	13:00:36	71.00		54.392	---	---	---	22.394	---	---	---	1015.58	58.186	22.394	---	---	39.247	---	---	---	399.505	---	---	---	5.494	---	---	---	
