----,
DateTime:        , 2021/12/10, 12:24:24, 1639153463990,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -604.76,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,              5,       5, 
Sio:,    193.10,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    953.606,
    1,        0.8,     90.310,     965.906,    963.541,
    2,        3.3,     91.192,     969.768,    967.804,
    3,        5.8,     90.457,     973.623,    974.347,
    4,        8.3,     89.575,     987.451,    982.366,
    5,       10.8,     89.428,     993.770,    991.327,
    6,       13.3,     89.428,    1000.256,   1000.898,
    7,       15.8,     89.281,    1006.831,   1010.860,
    8,       18.3,     88.399,    1022.305,   1021.053,
    9,       20.8,     88.105,    1029.801,   1031.352,
   10,       23.3,     87.591,    1040.416,   1041.690,
   11,       25.8,     87.224,    1048.926,   1052.014,
   12,       28.3,     86.856,    1060.041,   1062.293,
   13,       30.8,     86.930,    1064.897,   1072.508,
   14,       33.3,     86.268,    1079.785,   1082.653,
   15,       35.8,     86.342,    1085.815,   1092.705,
   16,       38.3,     85.901,    1098.839,   1102.667,
   17,       40.8,     85.533,    1109.171,   1112.523,
   18,       43.3,     85.313,    1119.070,   1122.266,
   19,       45.8,     84.945,    1129.326,   1131.893,
   20,       48.3,     84.872,    1136.431,   1141.397,
   21,       50.8,     84.357,    1149.051,   1150.782,
   22,       53.3,     84.431,    1155.394,   1160.035,
   23,       55.8,     84.064,    1166.868,   1169.165,
   24,       58.3,     83.770,    1176.932,   1178.164,
   25,       60.8,     83.182,    1191.742,   1187.024,
   26,       63.3,     83.035,    1199.391,   1195.735,
   27,       65.8,     82.961,    1205.034,   1204.300,
   28,       68.3,     82.667,    1216.335,   1212.727,
