----,
DateTime:,      2021/07/09, 16:38:21, 1625859501001,
PIF:,           -297.37,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,          10,    2, 
S/N Ratio:,   110.71,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    176.922,     243.489,      0.000,
    2,        3.3,    182.118,     245.560,      0.000,
    3,        5.8,    184.648,     247.544,      0.000,
    4,        8.3,    184.538,     247.801,      0.000,
    5,       10.8,    184.534,     248.347,      0.000,
    6,       13.3,    184.329,     248.679,      0.000,
    7,       15.8,    184.211,     249.327,      0.000,
    8,       18.3,    184.023,     250.125,      0.000,
    9,       20.8,    184.226,     249.795,      0.000,
   10,       23.3,    183.645,     251.402,      0.000,
   11,       25.8,    183.618,     251.710,      0.000,
   12,       28.3,    184.210,     251.173,      0.000,
   13,       30.8,    184.067,     251.912,      0.000,
   14,       33.3,    183.704,     252.845,      0.000,
   15,       35.8,    183.431,     253.493,      0.000,
   16,       38.3,    183.688,     254.065,      0.000,
   17,       40.8,    183.465,     254.319,      0.000,
   18,       43.3,    183.405,     255.111,      0.000,
   19,       45.8,    184.181,     254.471,      0.000,
   20,       48.3,    183.923,     254.882,      0.000,
   21,       50.8,    183.724,     255.648,      0.000,
   22,       53.3,    183.973,     255.627,      0.000,
   23,       55.8,    183.691,     256.564,      0.000,
   24,       58.3,    183.834,     256.637,      0.000,
   25,       60.8,    183.506,     257.423,      0.000,
   26,       63.3,    183.620,     257.863,      0.000,
   27,       65.8,    184.090,     257.693,      0.000,
   28,       68.3,    183.866,     258.496,      0.000,
   29,       70.8,    183.725,     258.913,      0.000,
   30,       73.3,    183.809,     259.501,      0.000,
   31,       75.8,    183.344,     260.596,      0.000,
   32,       78.3,    183.912,     259.846,      0.000,
