----,
DateTime:,      2021/07/09, 15:28:20, 1625855299946,
PIF:,           -297.16,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,          10,    2, 
S/N Ratio:,   179.42,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,
    1,        0.8,    177.251,     309.155,
    2,        3.3,    182.550,     311.137,
    3,        5.8,    184.602,     313.040,
    4,        8.3,    184.395,     313.609,
    5,       10.8,    184.392,     313.614,
    6,       13.3,    183.897,     313.643,
    7,       15.8,    184.358,     313.944,
    8,       18.3,    184.266,     314.969,
    9,       20.8,    183.988,     316.206,
   10,       23.3,    184.176,     317.023,
   11,       25.8,    183.861,     317.729,
   12,       28.3,    183.973,     319.112,
   13,       30.8,    184.310,     318.908,
   14,       33.3,    184.042,     320.622,
   15,       35.8,    184.154,     320.699,
   16,       38.3,    183.450,     322.911,
   17,       40.8,    183.803,     323.161,
   18,       43.3,    183.935,     323.853,
   19,       45.8,    184.232,     324.417,
   20,       48.3,    183.973,     325.634,
   21,       50.8,    184.542,     325.497,
   22,       53.3,    184.600,     326.262,
   23,       55.8,    183.550,     328.619,
   24,       58.3,    184.269,     328.369,
   25,       60.8,    183.748,     330.496,
   26,       63.3,    184.054,     330.762,
   27,       65.8,    184.333,     331.238,
   28,       68.3,    184.301,     331.947,
   29,       70.8,    184.447,     332.714,
   30,       73.3,    183.572,     334.789,
   31,       75.8,    183.970,     335.153,
   32,       78.3,    183.963,     335.818,
   33,       80.8,    184.321,     336.522,
   34,       83.3,    184.047,     337.729,
   35,       85.8,    184.086,     338.418,
   36,       88.3,    184.177,     338.957,
   37,       90.8,    184.346,     339.623,
   38,       93.3,    184.047,     341.531,
   39,       95.8,    184.134,     341.914,
   40,       98.3,    183.914,     343.411,
   41,      100.8,    184.480,     342.899,
   42,      103.3,    184.181,     344.650,
   43,      105.8,    183.872,     346.263,
   44,      108.3,    184.034,     346.718,
   45,      110.8,    183.926,     348.282,
   46,      113.3,    183.932,     348.651,
   47,      115.8,    184.136,     349.405,
   48,      118.3,    184.556,     349.314,
   49,      120.8,    184.588,     350.608,
   50,      123.3,    184.274,     351.749,
   51,      125.8,    184.364,     353.041,
   52,      128.3,    183.658,     354.889,
   53,      130.8,    183.987,     355.178,
   54,      133.3,    184.036,     356.441,
   55,      135.8,    183.770,     357.392,
   56,      138.3,    183.768,     358.375,
   57,      140.8,    184.202,     358.292,
   58,      143.3,    184.022,     359.675,
   59,      145.8,    183.722,     361.460,
   60,      148.3,    183.981,     361.657,
   61,      150.8,    184.193,     362.055,
   62,      153.3,    184.074,     363.213,
   63,      155.8,    183.591,     365.420,
   64,      158.3,    183.963,     365.442,
   65,      160.8,    183.639,     366.960,
   66,      163.3,    183.532,     368.263,
   67,      165.8,    184.092,     367.849,
   68,      168.3,    184.008,     369.157,
   69,      170.8,    183.831,     370.383,
   70,      173.3,    183.908,     371.099,
   71,      175.8,    183.808,     372.224,
   72,      178.3,    183.893,     372.815,
   73,      180.8,    183.889,     374.291,
   74,      183.3,    184.149,     374.089,
   75,      185.8,    183.654,     376.077,
   76,      188.3,    183.775,     376.700,
   77,      190.8,    183.635,     378.022,
   78,      193.3,    183.677,     378.915,
   79,      195.8,    183.732,     380.109,
   80,      198.3,    183.839,     380.758,
   81,      200.8,    183.938,     381.584,
   82,      203.3,    183.858,     382.459,
   83,      205.8,    183.295,     384.615,
   84,      208.3,    183.424,     385.217,
   85,      210.8,    183.670,     385.844,
   86,      213.3,    183.389,     387.252,
   87,      215.8,    183.579,     387.997,
   88,      218.3,    182.983,     390.080,
   89,      220.8,    183.362,     390.037,
   90,      223.3,    183.479,     390.769,
   91,      225.8,    183.092,     392.197,
   92,      228.3,    183.736,     392.345,
   93,      230.8,    183.583,     393.216,
   94,      233.3,    183.540,     394.182,
   95,      235.8,    183.320,     395.746,
   96,      238.3,    183.646,     396.023,
   97,      240.8,    184.101,     395.913,
   98,      243.3,    183.331,     398.230,
   99,      245.8,    184.001,     397.921,
  100,      250.8,    182.153,     399.927,
  101,      273.3,    182.030,     402.670,
  102,      295.8,    181.962,     403.203,
  103,      318.3,    181.883,     402.877,
  104,      343.3,    182.586,     401.212,
  105,      368.3,    182.176,     400.859,
  106,      395.8,    181.909,     400.574,
  107,      423.3,    182.104,     399.767,
  108,      453.3,    181.603,     399.654,
  109,      483.3,    182.310,     397.996,
  110,      515.8,    181.627,     398.117,
  111,      550.8,    181.716,     396.548,
  112,      585.8,    182.092,     395.397,
  113,      623.3,    181.730,     395.306,
  114,      663.3,    181.755,     394.429,
  115,      705.8,    182.026,     392.795,
  116,      748.3,    181.753,     392.401,
  117,      793.3,    181.450,     392.284,
  118,      840.8,    181.529,     391.179,
  119,      890.8,    181.398,     390.084,
  120,      943.3,    181.530,     389.085,
  121,      998.3,    181.572,     387.889,
  122,     1055.8,    181.956,     386.533,
  123,     1115.8,    181.841,     385.839,
  124,     1178.3,    180.895,     386.307,
  125,     1245.8,    180.926,     385.301,
  126,     1315.8,    180.998,     384.929,
  127,     1388.3,    181.938,     381.568,
  128,     1465.8,    181.183,     382.383,
  129,     1545.8,    181.026,     381.606,
  130,     1630.8,    181.180,     380.839,
  131,     1720.8,    181.071,     379.904,
  132,     1815.8,    180.709,     379.449,
  133,     1913.3,    180.757,     378.566,
  134,     2015.8,    181.119,     377.195,
  135,     2123.3,    181.024,     376.020,
  136,     2238.3,    181.186,     375.349,
  137,     2358.3,    180.934,     374.605,
  138,     2483.3,    180.304,     374.854,
  139,     2615.8,    181.161,     372.027,
  140,     2753.3,    180.616,     372.088,
  141,     2898.3,    180.320,     372.030,
  142,     3050.8,    180.598,     370.518,
  143,     3210.8,    180.214,     370.368,
  144,     3378.3,    180.845,     368.635,
  145,     3555.8,    180.285,     368.171,
  146,     3740.8,    180.473,     367.007,
  147,     3935.8,    180.402,     366.097,
  148,     4140.8,    180.457,     365.216,
  149,     4355.8,    180.526,     364.304,
  150,     4580.8,    180.431,     363.438,
  151,     4818.3,    180.319,     362.670,
  152,     5068.3,    180.373,     361.894,
  153,     5330.8,    180.112,     361.196,
  154,     5605.8,    180.090,     360.352,
  155,     5895.8,    179.512,     360.453,
  156,     6200.8,    179.883,     359.040,
  157,     6520.8,    180.178,     357.281,
  158,     6855.8,    180.219,     356.605,
  159,     7208.3,    179.606,     356.658,
  160,     7578.3,    180.018,     355.358,
  161,     7965.8,    179.570,     354.532,
  162,     8373.3,    179.753,     353.681,
  163,     8800.8,    179.478,     353.161,
  164,     9250.8,    179.495,     351.904,
  165,     9723.3,    179.209,     352.080,
  166,    10220.8,    179.596,     349.699,
  167,    10743.3,    179.521,     349.380,
  168,    11290.8,    179.524,     348.631,
  169,    11865.8,    179.133,     348.038,
  170,    12470.8,    178.998,     347.570,
  171,    13105.8,    179.418,     345.518,
  172,    13773.3,    179.073,     345.119,
  173,    14475.8,    179.170,     344.254,
  174,    15213.3,    179.051,     343.837,
  175,    15988.3,    179.365,     342.208,
  176,    16800.8,    179.072,     341.898,
  177,    17655.8,    179.398,     340.244,
  178,    18553.3,    179.512,     338.918,
  179,    19495.8,    179.080,     339.081,
  180,    20485.8,    178.291,     339.316,
  181,    21525.8,    178.721,     338.244,
  182,    22618.3,    178.954,     336.577,
  183,    23768.3,    178.414,     336.632,
  184,    24975.8,    178.595,     335.438,
  185,    26243.3,    178.728,     334.921,
  186,    27575.8,    178.253,     334.694,
  187,    28975.8,    177.645,     334.251,
  188,    30445.8,    178.511,     333.105,
  189,    31990.8,    178.602,     331.083,
  190,    33613.3,    177.680,     332.018,
  191,    35318.3,    178.367,     330.088,
  192,    37108.3,    177.861,     330.743,
  193,    38990.8,    178.535,     328.928,
  194,    40968.3,    177.987,     329.177,
  195,    43045.8,    178.184,     328.473,
  196,    45228.3,    178.535,     326.521,
  197,    47520.8,    177.711,     328.131,
  198,    49928.3,    177.508,     327.162,
  199,    52458.3,    178.071,     326.136,
  200,    55115.8,    177.872,     326.030,
  201,    57908.3,    177.645,     325.566,
  202,    60843.3,    177.735,     325.203,
  203,    63925.8,    177.142,     325.603,
  204,    67163.3,    177.416,     324.805,
  205,    70565.8,    177.591,     324.249,
  206,    74140.8,    178.096,     322.545,
  207,    77895.8,    177.875,     322.987,
  208,    81840.8,    177.834,     322.571,
  209,    85985.8,    177.581,     322.270,
  210,    90340.8,    177.792,     322.160,
  211,    94915.8,    177.176,     322.531,
  212,    99723.3,    177.691,     321.578,
