Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 11:54:45,    1638460485031,  -66.09,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.503,    84.660,    149.680,     65.020,  0.4344,  0.7680,    96.48,  0.3730,     0.000,    3.035,  0.000,     1346,  0.000,     3598,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.655,   642.69,   420.98,  0.531,       2.00,    0.000,    600.00,  313.05,   0.010,     0.0,     0.0,     0.0,     0.0,    1186,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 11:54:47,    1638460487670,  -65.97,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.319,    84.920,    151.400,     66.480,  0.4391,  0.7829,    90.39,  0.3270,     0.000,    3.291,  0.000,     1201,  0.000,     3162,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.598,   824.89,   493.23,  0.000,       2.00,    0.000,    600.00,  291.15,   0.010,     0.0,     0.0,     0.0,     0.0,     961,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 11:57:49,    1638460669265,  -54.82,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   20.00,    0.00,     24.963,    88.460,    162.950,     74.490,  0.4571,  0.8421,    81.62,  0.0690,     0.000,    3.405,  0.000,     1279,  0.000,     3784,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.500,   846.92,   423.69,  0.000,       2.00,    0.000,    600.00,  245.73,   0.010,     0.0,     0.0,     0.0,     0.0,    1111,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 11:57:52,    1638460671822,  -65.57,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     14.955,    84.070,    163.220,     79.150,  0.4849,  0.9415,    81.04,  0.1520,     0.000,    3.349,  0.000,     1318,  0.000,     3649,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.508,   841.01,   427.29,  0.000,       2.00,    0.000,    600.00,  292.98,   0.010,     0.0,     0.0,     0.0,     0.0,    1090,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 12:00:53,    1638460853387,  -41.57,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,     10.766,    91.400,    168.250,     76.850,  0.4568,  0.8408,    89.96,  0.0000,     0.000,    3.486,  0.000,     1260,  0.000,     3509,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.542,   814.58,   441.29,  0.000,       2.00,    0.000,    600.00,  241.11,   0.010,     0.0,     0.0,     0.0,     0.0,    1007,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 12:00:56,    1638460856014,  -65.96,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     31.312,    85.330,    175.190,     89.860,  0.5129,  1.0531,    75.04,  0.0960,     0.000,    3.353,  0.000,     1366,  0.000,     3918,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.463,   867.39,   401.71,  0.000,       2.00,    0.000,    600.00,  255.80,   0.010,     0.0,     0.0,     0.0,     0.0,    1169,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 12:03:57,    1638461037574,  -11.89,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      9.896,   101.680,    178.800,     77.120,  0.4313,  0.7585,    96.08,  0.0000,     0.000,    3.891,  0.000,     1192,  0.000,     3545,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.579,   822.01,   475.61,  0.000,       2.00,    0.000,    600.00,  249.84,   0.010,     0.0,     0.0,     0.0,     0.0,     911,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 12:04:00,    1638461040208,  -65.98,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     27.941,    86.090,    189.720,    103.630,  0.5462,  1.2037,    75.96,  0.0750,     0.000,    3.183,  0.000,     1399,  0.000,     3613,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.466,   858.18,   400.14,  0.000,       2.00,    0.000,    600.00,  309.29,   0.010,     0.0,     0.0,     0.0,     0.0,    1135,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021151_SySl1021_long_data.csv                                                            ,2021/12/02, 12:07:01,    1638461221748,   52.53,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      4.844,   118.080,    185.950,     67.870,  0.3650,  0.5748,    95.33,  0.0000,     0.000,    4.742,  0.000,     1044,  0.000,     3751,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.574,   949.53,   545.10,  0.000,       2.00,    0.000,    600.00,  231.08,   0.010,     0.0,     0.0,     0.0,     0.0,     791,    1.5000,
