Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:25:06,    1638458706459,  -64.89,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      8.459,    95.270,    198.310,    103.040,  0.5196,  1.0816,    92.66,  0.1880,     0.000,    3.454,  0.000,     1503,  0.000,     4022,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.590,   654.95,   386.37,  0.000,       2.00,    0.000,    600.00,  343.70,   0.010,     0.0,     0.0,     0.0,     0.0,    1164,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:25:09,    1638458709014,  -64.49,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     10.453,    95.190,    197.040,    101.850,  0.5169,  1.0700,    90.47,  0.1360,     0.000,    3.632,  0.000,     1288,  0.000,     3603,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.565,   795.19,   449.40,  0.000,       2.00,    0.000,    600.00,  304.88,   0.010,     0.0,     0.0,     0.0,     0.0,     992,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:28:10,    1638458890556,  -49.37,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   20.00,    0.00,     42.581,   103.730,    197.630,     93.900,  0.4751,  0.9052,   116.02,  0.0000,     0.000,    3.655,  0.000,     1552,  0.000,     3539,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.699,   568.03,   396.87,  0.000,       2.00,    0.000,    600.00,  294.55,   0.010,     0.0,     0.0,     0.0,     0.0,     968,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:28:13,    1638458893116,  -65.00,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     34.789,    95.620,    205.610,    109.990,  0.5349,  1.1503,    92.20,  0.0000,     0.000,    3.300,  0.000,     1464,  0.000,     3578,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.555,   706.93,   392.51,  0.000,       2.00,    0.000,    600.00,  323.20,   0.010,     0.0,     0.0,     0.0,     0.0,    1084,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:31:14,    1638459074668,  -31.74,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,     19.316,   110.750,    203.050,     92.300,  0.4546,  0.8334,   117.14,  0.0000,     0.000,    3.934,  0.000,     1411,  0.000,     3693,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.705,   603.43,   425.67,  0.000,       2.00,    0.000,    600.00,  261.53,   0.010,     0.0,     0.0,     0.0,     0.0,     939,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:31:17,    1638459077248,  -64.65,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     22.674,    95.350,    215.070,    119.720,  0.5567,  1.2556,    89.19,  0.0000,     0.000,    3.502,  0.000,     1397,  0.000,     3805,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.537,   749.84,   402.74,  0.000,       2.00,    0.000,    600.00,  303.88,   0.010,     0.0,     0.0,     0.0,     0.0,    1087,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:34:18,    1638459258786,    5.93,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      8.991,   124.700,    208.440,     83.740,  0.4017,  0.6715,   113.04,  0.0000,     0.000,    4.784,  0.000,     1254,  0.000,     3799,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.681,   717.44,   488.38,  0.000,       2.00,    0.000,    600.00,  234.27,   0.010,     0.0,     0.0,     0.0,     0.0,     794,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:34:21,    1638459261366,  -65.14,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     50.730,    96.970,    217.460,    120.490,  0.5541,  1.2425,    90.74,  0.1300,     0.000,    3.613,  0.000,     1394,  0.000,     4132,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.567,   710.45,   402.66,  0.000,       2.00,    0.000,    600.00,  383.72,   0.010,     0.0,     0.0,     0.0,     0.0,    1144,    1.5000,
C:\LIFT\DATA\PICO\20211202\PICO_202112021121_SySl1020_long_data.csv                                                            ,2021/12/02, 11:37:23,    1638459442897,   86.17,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      3.530,   143.540,    209.510,     65.970,  0.3149,  0.4596,   110.47,  0.0000,     0.000,    5.969,  0.000,     1089,  0.000,     4423,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.665,   821.65,   546.60,  0.000,       2.00,    0.000,    600.00,  178.33,   0.010,     0.0,     0.0,     0.0,     0.0,     741,    1.5000,
