----,
DateTime:,      2021/11/25, 13:47:45, 1637862465417,
PIF:,            -65.05,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,          50,    2, 
S/N Ratio:,   238.90,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    176.760,     132.643,      0.000,
    2,        3.3,    182.628,     134.461,      0.000,
    3,        5.8,    184.488,     136.203,      0.000,
    4,        8.3,    184.474,     136.723,      0.000,
    5,       10.8,    184.664,     137.677,      0.000,
    6,       13.3,    184.555,     138.885,      0.000,
    7,       15.8,    184.051,     140.254,      0.000,
    8,       18.3,    183.959,     141.324,      0.000,
    9,       20.8,    183.970,     142.066,      0.000,
   10,       23.3,    183.677,     143.599,      0.000,
   11,       25.8,    184.132,     143.983,      0.000,
   12,       28.3,    183.667,     145.382,      0.000,
   13,       30.8,    183.812,     146.312,      0.000,
   14,       33.3,    184.025,     147.360,      0.000,
   15,       35.8,    184.041,     148.293,      0.000,
   16,       38.3,    184.009,     149.688,      0.000,
   17,       40.8,    184.170,     150.394,      0.000,
   18,       43.3,    183.918,     151.687,      0.000,
   19,       45.8,    183.734,     152.840,      0.000,
   20,       48.3,    183.668,     154.049,      0.000,
   21,       50.8,    183.661,     154.981,      0.000,
   22,       53.3,    183.623,     155.775,      0.000,
   23,       55.8,    183.916,     156.593,      0.000,
   24,       58.3,    183.675,     157.691,      0.000,
   25,       60.8,    183.443,     158.905,      0.000,
   26,       63.3,    183.557,     159.776,      0.000,
   27,       65.8,    183.740,     160.509,      0.000,
   28,       68.3,    183.708,     161.397,      0.000,
   29,       70.8,    183.470,     162.925,      0.000,
   30,       73.3,    183.843,     163.564,      0.000,
   31,       75.8,    183.952,     164.227,      0.000,
   32,       78.3,    183.753,     165.526,      0.000,
