----,
DateTime:        , 2022/04/22, 15:49:51, 1650653391272,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -298.30,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,             10,       5, 
Sio:,      0.80,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    664.693,
    1,        0.8,     90.679,     666.191,    670.823,
    2,        3.3,     91.139,     665.434,    667.892,
    3,        5.8,     90.450,     664.676,    665.734,
    4,        8.3,     89.914,     661.519,    664.178,
    5,       10.8,     89.608,     661.883,    663.086,
    6,       13.3,     89.301,     662.809,    662.358,
    7,       15.8,     89.378,     660.898,    661.898,
    8,       18.3,     88.766,     662.304,    661.677,
    9,       20.8,     88.536,     660.859,    661.624,
   10,       23.3,     87.541,     665.173,    661.735,
   11,       25.8,     87.311,     663.716,    661.935,
   12,       28.3,     86.852,     664.463,    662.213,
   13,       30.8,     86.928,     662.267,    662.523,
   14,       33.3,     86.086,     667.816,    662.897,
   15,       35.8,     86.316,     663.490,    663.268,
   16,       38.3,     85.780,     666.352,    663.667,
   17,       40.8,     85.704,     665.431,    664.063,
   18,       43.3,     85.244,     666.905,    664.471,
   19,       45.8,     85.091,     665.284,    664.870,
   20,       48.3,     85.168,     663.982,    665.247,
   21,       50.8,     84.555,     666.071,    665.636,
   22,       53.3,     84.555,     665.243,    666.001,
   23,       55.8,     83.790,     669.530,    666.381,
   24,       58.3,     83.943,     666.760,    666.724,
   25,       60.8,     83.407,     668.526,    667.068,
   26,       63.3,     83.024,     669.320,    667.402,
   27,       65.8,     83.024,     669.079,    667.707,
   28,       68.3,     82.795,     668.399,    667.996,
   29,       70.8,     82.871,     666.574,    668.255,
