----,
DateTime:        , 2022/04/09, 13:04:08, 1649520248195,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -295.91,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,             10,       5, 
Sio:,     73.77,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    504.500,
    1,        0.8,     88.778,     508.537,    512.836,
    2,        3.3,     91.142,     513.257,    514.509,
    3,        5.8,     90.379,     517.894,    516.931,
    4,        8.3,     89.769,     520.410,    519.894,
    5,       10.8,     89.388,     524.980,    523.235,
    6,       13.3,     89.388,     527.888,    526.826,
    7,       15.8,     88.854,     532.073,    530.580,
    8,       18.3,     88.473,     535.609,    534.418,
    9,       20.8,     88.473,     535.383,    538.276,
   10,       23.3,     87.634,     541.877,    542.129,
   11,       25.8,     87.176,     546.671,    545.932,
   12,       28.3,     86.719,     550.478,    549.659,
   13,       30.8,     86.337,     554.762,    553.292,
   14,       33.3,     86.337,     557.310,    556.809,
   15,       35.8,     86.109,     560.184,    560.212,
   16,       38.3,     85.804,     564.157,    563.498,
   17,       40.8,     85.651,     566.679,    566.660,
   18,       43.3,     85.194,     570.427,    569.707,
   19,       45.8,     85.346,     570.931,    572.618,
   20,       48.3,     84.812,     575.586,    575.423,
   21,       50.8,     84.736,     576.104,    578.103,
   22,       53.3,     84.050,     581.641,    580.685,
   23,       55.8,     84.126,     582.064,    583.140,
   24,       58.3,     83.668,     586.084,    585.495,
   25,       60.8,     83.745,     585.789,    587.731,
   26,       63.3,     83.287,     590.568,    589.877,
   27,       65.8,     83.058,     592.074,    591.924,
   28,       68.3,     83.058,     593.399,    593.867,
   29,       70.8,     82.677,     596.377,    595.728,
