Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:31:00,    1637865059972,  -69.54,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      5.952,   116.690,    222.080,    105.390,  0.4746,  0.9032,   102.16,  0.4300,     0.000,    2.804,  0.000,     1929,  0.000,     6618,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.728,   336.93,   245.40,  0.000,       2.00,    0.000,    600.00,  348.84,   0.010,     0.0,     0.0,     0.0,     0.0,    2360,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:31:02,    1637865062561,  -68.87,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      5.439,   120.650,    216.800,     96.150,  0.4435,  0.7969,   103.77,  0.3300,     0.000,    3.379,  0.000,     1622,  0.000,     6095,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.702,   433.99,   304.85,  0.000,       2.00,    0.000,    600.00,  263.56,   0.010,     0.0,     0.0,     0.0,     0.0,    1804,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:34:04,    1637865244155,  -50.11,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   20.00,    0.00,     16.405,   138.040,    243.560,    105.520,  0.4332,  0.7644,   104.57,  0.0000,     0.000,    3.722,  0.000,     1518,  0.000,     6036,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.630,   505.87,   318.56,  0.000,       2.00,    0.000,    600.00,  310.13,   0.010,     0.0,     0.0,     0.0,     0.0,    1622,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:34:06,    1637865246784,  -69.40,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     12.917,   126.510,    242.170,    115.660,  0.4776,  0.9142,    99.63,  0.2090,     0.000,    3.057,  0.000,     1842,  0.000,     6760,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.645,   391.95,   252.85,  0.000,       2.00,    0.000,    600.00,  248.96,   0.010,     0.0,     0.0,     0.0,     0.0,    2211,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:37:08,    1637865428347,  -23.37,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,      8.479,   173.140,    260.600,     87.460,  0.3356,  0.5051,   119.68,  0.0000,     0.000,    4.462,  0.000,     1444,  0.000,     5964,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.721,   499.10,   359.70,  0.000,       2.00,    0.000,    600.00,  232.02,   0.010,     0.0,     0.0,     0.0,     0.0,    1337,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:37:11,    1637865430936,  -70.33,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      6.322,   142.550,    260.700,    118.150,  0.4532,  0.8288,   109.32,  0.2170,     0.000,    2.684,  0.000,     2312,  0.000,     7645,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.714,   277.10,   197.89,  0.024,       2.00,    0.000,    600.00,  345.26,   0.010,     0.0,     0.0,     0.0,     0.0,    2848,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:40:12,    1637865612494,   36.69,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,     10.151,   213.880,    276.780,     62.900,  0.2273,  0.2941,   133.81,  0.0000,     0.000,    6.043,  0.000,     1356,  0.000,     6119,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.806,   524.07,   422.29,  0.388,       2.00,    0.000,    600.00,  177.81,   0.010,     0.0,     0.0,     0.0,     0.0,    1013,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:40:15,    1637865615104,  -71.05,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      5.014,   155.060,    275.430,    120.370,  0.4370,  0.7763,   112.03,  0.1400,     0.000,    2.616,  0.000,     2496,  0.000,     7830,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.710,   259.69,   184.50,  0.052,       2.00,    0.000,    600.00,  305.52,   0.010,     0.0,     0.0,     0.0,     0.0,    2993,    1.5000,
C:\LIFT\DATA\20211125\PICO_2021112511427_SySl1011_long_data.csv                                                                ,2021/11/25, 14:43:16,    1637865796656,  156.39,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      4.038,   240.790,    282.100,     41.310,  0.1464,  0.1716,   125.48,  0.0000,     0.000,    7.469,  0.000,     1272,  0.000,     7361,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.756,   586.35,   443.07,  0.243,       2.00,    0.000,    600.00,   90.61,   0.010,     0.0,     0.0,     0.0,     0.0,     986,    1.5000,
