Source DataFile                                                          ,    DATE   ,   TIME  ,    Time__mSec   , RFID_User_Data      , Barcode_Data        ,     PIF ,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Alp4QA,   Tau4QA, Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_raw,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------,-----------,---------,-----------------,---------------------,---------------------,---------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:49:35,    1638910175591,--Not Acquired--     ,--Not Acquired--     ,  -68.71,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     22.043,   128.620,    256.760,    128.140,  0.4991,  0.9963,    82.40,  0.2480,     0.000,    0.000,  0.646,      564,  0.302,     3679,  0.052,   135206,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.549,   217.68,   119.55,  0.000,       5.00,    0.023,    600.00,  658.59,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:49:37,    1638910177644,--Not Acquired--     ,--Not Acquired--     ,  -68.33,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      6.514,   133.920,    249.860,    115.940,  0.4640,  0.8657,    84.61,  0.1370,     0.000,    0.000,  0.565,      414,  0.379,     1848,  0.057,    16057,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.526,  1062.99,   559.56,  0.028,      37.52,    0.017,    600.00,  403.83,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:52:38,    1638910358626,--Not Acquired--     ,--Not Acquired--     ,  -51.66,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   20.00,    0.00,     16.540,   142.080,    286.320,    144.240,  0.5038,  1.0152,    94.25,  0.0560,     0.000,    0.000,  0.462,      350,  0.464,     1286,  0.075,     8365,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.574,  1276.78,   733.20,  0.000,       5.00,    0.000,    600.00,  514.88,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:52:40,    1638910360676,--Not Acquired--     ,--Not Acquired--     ,  -68.04,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     13.782,   135.260,    311.960,    176.700,  0.5664,  1.3064,    87.43,  0.2180,     0.000,    0.000,  0.471,      320,  0.443,     1227,  0.086,     8136,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.552,  1379.12,   760.76,  0.081,      37.42,    0.029,    600.00,  585.57,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:55:41,    1638910541658,--Not Acquired--     ,--Not Acquired--     ,  -31.85,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   40.00,    0.00,     25.063,   147.090,    299.580,    152.490,  0.5090,  1.0367,   100.60,  0.0220,     0.000,    0.000,  0.449,      367,  0.467,     1203,  0.084,     7689,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.609,  1204.62,   733.21,  0.000,       5.00,    0.000,    600.00,  575.12,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:55:43,    1638910543671,--Not Acquired--     ,--Not Acquired--     ,  -67.96,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     13.841,   133.850,    343.070,    209.220,  0.6098,  1.5631,    84.75,  0.2540,     0.000,    0.000,  0.492,      256,  0.442,     1190,  0.066,     9750,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.537,  1551.12,   833.44,  0.232,      28.32,    0.040,    600.00,  680.08,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:58:44,    1638910724655,--Not Acquired--     ,--Not Acquired--     ,   11.48,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,     19.239,   161.480,    309.440,    147.960,  0.4782,  0.9163,   105.22,  0.0000,     0.000,    0.000,  0.560,      456,  0.358,     1269,  0.082,     8307,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.634,  1137.69,   720.89,  0.000,       5.00,    0.013,    600.00,  460.79,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 16:58:46,    1638910726663,--Not Acquired--     ,--Not Acquired--     ,  -67.28,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     18.185,   132.120,    350.310,    218.190,  0.6228,  1.6515,    77.34,  0.1610,     0.000,    0.000,  0.551,      228,  0.404,     1304,  0.045,    14383,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.480,  1687.26,   809.41,  0.427,      19.83,    0.011,    600.00,  654.78,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 17:01:47,    1638910907697,--Not Acquired--     ,--Not Acquired--     ,  104.67,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,     25.275,   189.950,    314.630,    124.680,  0.3963,  0.6564,   124.49,  0.0000,     0.000,    0.000,  0.542,      296,  0.393,     1062,  0.065,     9833,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.750,  1096.24,   821.84,  0.090,      72.47,    0.000,    600.00,  470.92,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 17:01:49,    1638910909705,--Not Acquired--     ,--Not Acquired--     ,  -67.45,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      9.613,   131.800,    353.350,    221.550,  0.6270,  1.6810,    83.20,  0.3040,     0.000,    0.000,  0.539,      241,  0.417,     1278,  0.045,    14938,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.534,  1538.92,   821.56,  0.374,      22.88,    0.049,    600.00,  629.52,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
C:\LIFT\DATA\PICO\20211207_SySl\PICO_202112071646_SySl1031_long_data.csv , 2021/12/07, 17:04:50,    1638911090690,--Not Acquired--     ,--Not Acquired--     ,  -67.85,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,     11.364,   127.900,    260.060,    132.160,  0.5082,  1.0333,    75.81,  0.1380,     0.000,    0.000,  0.661,      560,  0.295,     3965,  0.044,   131262,  0.000,        0,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.481,   288.08,   138.65,  0.000,       5.00,    0.004,    600.00,  383.49,   0.000,     0.0,     0.0,     0.0,     0.0, ------ ,    1.5000,
