Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:10:13,    1620843013406,-1526.50,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.880,  2525.860,   3970.060,   1444.200,  0.3638,  0.5718,   324.96,  0.5000,     0.000,    3.661,  0.000,     1310,  0.000,     4295,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.456,   171.23,   420.61,  1.216,       2.00,    0.000,    600.00,   58.92,   0.010,     0.0,     0.0,     0.0,     0.0,    1173,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:10:16,    1620843016092,-1529.65,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.683,  2661.610,   3812.140,   1150.530,  0.3018,  0.4323,   353.69,  0.4170,     0.000,    5.178,  0.000,     1295,  0.000,     4749,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.552,   183.56,   468.53,  1.341,       2.00,    0.000,    600.00,   50.17,   0.010,     0.0,     0.0,     0.0,     0.0,     917,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:12:17,    1620843137746,-1227.13,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      0.660,  3630.390,   5129.820,   1499.430,  0.2923,  0.4130,   441.85,  0.1520,     0.000,    8.024,  0.000,      759,  0.000,     1492,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.803,   384.28,  1077.05,  1.027,       2.00,    0.000,    600.00,   44.79,   0.010,     0.0,     0.0,     0.0,     0.0,     186,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:12:20,    1620843139982,-1523.70,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.688,  3217.810,   5110.280,   1892.470,  0.3703,  0.5881,   374.59,  0.2900,     0.000,    3.381,  0.000,      832,  0.000,     1288,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.511,   339.18,   851.78,  1.998,       2.00,    0.000,    600.00,   55.29,   0.010,     0.0,     0.0,     0.0,     0.0,     381,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:14:21,    1620843261234, -888.98,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      0.903,  3905.110,   5162.770,   1257.660,  0.2436,  0.3221,   370.24,  0.0700,     0.000,    3.521,  0.000,      617,  0.000,      617,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.277,   560.07,  1275.20,  0.411,       2.00,    0.000,    600.00,   34.97,   0.010,     0.0,     0.0,     0.0,     0.0,     175,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:14:23,    1620843263444,-1525.16,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.807,  3321.590,   5047.580,   1725.990,  0.3419,  0.5196,   403.74,  0.4150,     0.000,    2.995,  0.000,      798,  0.000,     1065,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.864,   317.42,   909.19,  1.719,       2.02,    0.000,    600.00,   60.49,   0.010,     0.0,     0.0,     0.0,     0.0,     356,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:16:24,    1620843384658, -200.63,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      1.281,  4356.550,   5076.100,    719.550,  0.1418,  0.1652,   494.92,  0.2620,     0.000,   50.000,  0.000,      584,  0.000,      584,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.245,   537.64,  1744.89,  0.649,       2.00,    0.000,    600.00,   23.50,   0.010,     0.0,     0.0,     0.0,     0.0,      12,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:16:27,    1620843386916,-1524.25,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.788,  3293.370,   4999.870,   1706.500,  0.3413,  0.5182,   393.97,  0.3230,     0.000,    1.596,  0.000,      493,  0.000,      690,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.661,   423.48,  1127.07,  1.661,       2.00,    0.000,    600.00,   53.23,   0.010,     0.0,     0.0,     0.0,     0.0,     432,    1.5000,
C:\LIFT\DATA\MURIS_202105121507_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 15:18:28,    1620843508192,-1534.02,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.842,  2602.440,   4094.140,   1491.700,  0.3644,  0.5732,   337.78,  0.4930,     0.000,    3.889,  0.000,     1235,  0.000,     3846,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.537,   185.26,   470.06,  1.188,       2.00,    0.000,    600.00,   64.04,   0.010,     0.0,     0.0,     0.0,     0.0,     989,    1.5000,
