----,
DateTime:,      2021/05/13, 15:58:08, 1620932288296,
PIF:,           -294.91,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,          10,    2, 
S/N Ratio:,   218.09,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    176.434,     213.818,      0.000,
    2,        3.3,    182.460,     215.789,      0.000,
    3,        5.8,    184.796,     217.672,      0.000,
    4,        8.3,    184.397,     218.467,      0.000,
    5,       10.8,    184.298,     219.453,      0.000,
    6,       13.3,    183.901,     220.851,      0.000,
    7,       15.8,    184.166,     221.456,      0.000,
    8,       18.3,    184.553,     222.130,      0.000,
    9,       20.8,    184.085,     223.401,      0.000,
   10,       23.3,    183.698,     224.961,      0.000,
   11,       25.8,    183.958,     225.458,      0.000,
   12,       28.3,    184.068,     226.409,      0.000,
   13,       30.8,    183.639,     228.245,      0.000,
   14,       33.3,    183.373,     229.667,      0.000,
   15,       35.8,    183.771,     230.041,      0.000,
   16,       38.3,    183.644,     231.289,      0.000,
   17,       40.8,    183.803,     231.850,      0.000,
   18,       43.3,    183.457,     233.759,      0.000,
   19,       45.8,    183.370,     234.688,      0.000,
   20,       48.3,    183.495,     235.727,      0.000,
   21,       50.8,    183.965,     236.158,      0.000,
   22,       53.3,    184.022,     237.335,      0.000,
   23,       55.8,    183.837,     238.444,      0.000,
   24,       58.3,    183.597,     239.681,      0.000,
   25,       60.8,    183.556,     240.715,      0.000,
   26,       63.3,    183.860,     241.949,      0.000,
   27,       65.8,    183.661,     243.083,      0.000,
   28,       68.3,    183.914,     243.944,      0.000,
   29,       70.8,    183.773,     245.328,      0.000,
   30,       73.3,    183.857,     245.869,      0.000,
   31,       75.8,    183.776,     247.284,      0.000,
   32,       78.3,    183.769,     248.653,      0.000,
