----,
DateTime:,      2021/05/13, 14:09:08, 1620925748542,
PIF:,          -1527.99,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #00001,
Gain:,           2,    2, 
S/N Ratio:,    54.75,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,     89.321,    2374.707,      0.000,
    2,        3.3,     90.463,    2388.813,      0.000,
    3,        5.8,     89.605,    2402.874,      0.000,
    4,        8.3,     88.223,    2442.790,      0.000,
    5,       10.8,     88.150,    2451.052,      0.000,
    6,       13.3,     88.771,    2447.423,      0.000,
    7,       15.8,     88.044,    2476.162,      0.000,
    8,       18.3,     87.786,    2491.979,      0.000,
    9,       20.8,     87.517,    2504.217,      0.000,
   10,       23.3,     86.997,    2522.614,      0.000,
   11,       25.8,     86.935,    2532.460,      0.000,
   12,       28.3,     86.888,    2542.480,      0.000,
   13,       30.8,     85.641,    2588.245,      0.000,
   14,       33.3,     85.340,    2609.673,      0.000,
   15,       35.8,     84.691,    2639.129,      0.000,
   16,       38.3,     85.137,    2637.047,      0.000,
   17,       40.8,     85.422,    2638.194,      0.000,
   18,       43.3,     85.058,    2661.238,      0.000,
   19,       45.8,     84.567,    2686.764,      0.000,
   20,       48.3,     84.123,    2713.998,      0.000,
   21,       50.8,     83.980,    2726.975,      0.000,
   22,       53.3,     84.473,    2720.521,      0.000,
   23,       55.8,     83.933,    2749.947,      0.000,
   24,       58.3,     83.788,    2764.851,      0.000,
   25,       60.8,     83.320,    2792.982,      0.000,
   26,       63.3,     83.536,    2799.532,      0.000,
   27,       65.8,     83.995,    2794.922,      0.000,
   28,       68.3,     83.106,    2833.875,      0.000,
   29,       70.8,     82.240,    2871.589,      0.000,
   30,       73.3,     83.027,    2856.429,      0.000,
   31,       75.8,     81.935,    2903.666,      0.000,
