Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:35:19,    1620927319469, -297.76,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      3.273,   261.200,    404.490,    143.290,  0.3542,  0.5486,    80.73,  0.5220,     0.000,    3.241,  0.000,      905,  0.000,     4014,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.569,   924.06,   526.13,  0.966,       2.25,    0.000,    600.00,  207.82,   0.010,     0.0,     0.0,     0.0,     0.0,    1239,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:35:22,    1620927322105, -296.58,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.250,   275.950,    395.240,    119.290,  0.3018,  0.4323,    81.04,  0.4080,     0.000,    3.337,  0.000,      933,  0.000,     3314,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.545,  1050.21,   571.96,  0.634,       2.66,    0.000,    600.00,  146.66,   0.010,     0.0,     0.0,     0.0,     0.0,     993,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:38:23,    1620927503457, -281.22,     0.0000,      0.0000,  NO DATA,    '10000,    80.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.302,   287.610,    445.780,    158.170,  0.3548,  0.5499,    79.55,  0.4790,     0.000,    2.363,  0.000,      571,  0.000,      918,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.519,  2457.05,  1275.09,  1.189,       4.97,    0.000,    600.00,  210.52,   0.010,     0.0,     0.0,     0.0,     0.0,     388,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:38:25,    1620927505685, -295.31,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.377,   269.430,    446.250,    176.820,  0.3962,  0.6563,    76.42,  0.4490,     0.000,    2.925,  0.000,      721,  0.000,     1432,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.502,  1931.11,   969.95,  0.286,       7.86,    0.000,    600.00,  224.69,   0.010,     0.0,     0.0,     0.0,     0.0,     490,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:41:27,    1620927686919, -267.73,     0.0000,      0.0000,  NO DATA,    '10000,   160.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.052,   285.140,    421.390,    136.250,  0.3233,  0.4778,    81.83,  0.4670,     0.000,    3.143,  0.000,      648,  0.000,     1232,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.537,  2143.98,  1150.94,  1.152,       4.90,    0.000,    600.00,  174.54,   0.010,     0.0,     0.0,     0.0,     0.0,     392,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:41:29,    1620927689145, -296.41,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.956,   261.780,    420.900,    159.120,  0.3780,  0.6078,    75.80,  0.4570,     0.000,    3.038,  0.000,      761,  0.000,     1577,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.501,  1827.21,   915.21,  0.336,       5.59,    0.000,    600.00,  233.17,   0.010,     0.0,     0.0,     0.0,     0.0,     519,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:44:30,    1620927870403, -235.73,     0.0000,      0.0000,  NO DATA,    '10000,   320.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.437,   291.510,    417.950,    126.440,  0.3025,  0.4337,    81.23,  0.4440,     0.000,    2.867,  0.000,      631,  0.000,     1072,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.529,  2240.03,  1184.21,  1.231,       5.10,    0.000,    600.00,  193.42,   0.010,     0.0,     0.0,     0.0,     0.0,     374,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:44:32,    1620927872631, -296.17,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.226,   259.720,    414.170,    154.450,  0.3729,  0.5947,    71.87,  0.4470,     0.000,    3.049,  0.000,      770,  0.000,     1558,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.472,  1941.44,   916.33,  0.548,       3.19,    0.000,    600.00,  249.15,   0.010,     0.0,     0.0,     0.0,     0.0,     511,    1.5000,
C:\LIFT\DATA\MURIS_202105131430_MaBe3413_445_caloxy_data.csv                                                                   ,2021/05/13, 14:47:34,    1620928053882, -297.10,     0.0000,      0.0000,  NO DATA,    '10000,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      2.862,   253.260,    404.390,    151.130,  0.3737,  0.5967,    79.18,  0.5050,     0.000,    3.508,  0.000,      957,  0.000,     4274,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    0.554,   930.90,   516.18,  0.908,       2.85,    0.000,    600.00,  226.62,   0.010,     0.0,     0.0,     0.0,     0.0,    1218,    1.5000,
