Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:36:16,    1620930976002, -315.29,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.840,  1561.920,   2028.530,    466.610,  0.2300,  0.2987,   321.71,  0.3390,     0.000,   50.000,  0.000,     1964,  0.000,     1964,  0.000,     5745, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.242,   152.34,   341.55,  1.255,       3.09,    0.000,    600.00,   34.21,   0.000,     0.0,     0.0,     0.0,     0.0,     115,    2.0000,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:36:19,    1620930978914, -314.72,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.750,  1602.940,   2026.740,    423.800,  0.2091,  0.2644,   234.52,  0.0000,     0.000,    4.624,  0.000,     1541,  0.000,     1541,  0.000,     2588, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.412,   273.31,   385.98,  1.239,       3.06,    0.000,    600.00,   26.01,   0.006,     0.0,     0.0,     0.0,     0.0,     560,    2.0000,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:39:20,    1620931160400, -189.46,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      0.857,  1903.270,   2595.560,    692.290,  0.2667,  0.3637,   270.02,  0.0510,     0.000,   20.080,  0.000,      902,  0.000,      902,  0.000,     2917, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.653,   427.01,   705.83,  1.064,       3.25,    0.000,    600.00,   33.97,   0.000,     0.0,     0.0,     0.0,     0.0,     145,    2.0000,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:39:23,    1620931162821, -321.42,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.485,  1948.450,   2746.150,    797.700,  0.2905,  0.4094,   319.89,  0.0180,     0.000,   50.000,  0.000,     1952,  0.000,     1952,  0.000,     1952, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.940,   155.33,   301.31,  1.194,       2.20,    0.000,    600.00,   47.49,   0.191,     0.0,     0.0,     0.0,     0.0,      39,    1.4520,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:42:24,    1620931344317,  -33.57,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      1.362,  2066.180,   2765.380,    699.200,  0.2528,  0.3384,   244.98,  0.0840,     0.000,   24.371,  0.000,      812,  0.000,      812,  0.000,496417154822446340, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    5.706,     3.05,    17.42,  1.058,       2.00,    0.000,    600.00,   43.18,   0.037,     0.0,     0.0,     0.0,     0.0,20369174626500608,    2.0000,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:42:27,    1620931347353, -322.28,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.982,  1985.180,   2938.990,    953.810,  0.3245,  0.4805,   298.75,  0.1920,     0.000,   50.000,  0.000,     2143,  0.000,     2143,  0.000,     2143, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.946,   149.82,   291.56,  1.295,       2.00,    0.000,    600.00,   59.21,   0.079,     0.0,     0.0,     0.0,     0.0,      43,    1.6400,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:45:29,    1620931528810,  307.10,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      1.220,  2211.540,   2693.440,    481.900,  0.1789,  0.2179,   316.71,  0.0110,     0.000,   50.000,  0.000,      542,  0.000,      542,  0.000,     1506, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.913,   632.57,  1210.24,  1.010,       2.00,    0.000,    600.00,   28.51,   0.000,     0.0,     0.0,     0.0,     0.0,      30,    2.0000,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:45:31,    1620931531179, -321.48,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.573,  1946.950,   2924.840,    977.890,  0.3343,  0.5023,   261.10,  0.2170,     0.000,    3.585,  0.000,     1100,  0.000,     1100,  0.000,     3062, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.712,   213.84,   366.12,  1.056,       2.17,    0.000,    600.00,   61.51,   0.184,     0.0,     0.0,     0.0,     0.0,     854,    1.1620,
C:\LIFT\DATA\MURIS_202105131532_MaBe3416_590_caloxy_data.csv                                                                   ,2021/05/13, 15:48:32,    1620931712732, -317.20,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.162,  1657.190,   2399.780,    742.590,  0.3094,  0.4481,   245.07,  0.2780,     0.000,    4.697,  0.000,     1380,  0.000,     2111,  0.000,     3269, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    1.649,   223.35,   368.21,  1.502,       2.56,    0.000,    600.00,   58.65,   0.000,     0.0,     0.0,     0.0,     0.0,     696,    2.0000,
