Source DataFile                                                                                                                ,      DATE,     TIME,       Time__mSec,     PIF,        Lon,         Lat, GPS_stat,    LEDSel,  Light_1, Light_2, Light_3, Light_4, Light_5, Light_6,      ChiSq,        Fo,         Fm,         Fv,   Fv/Fm,   Fv/Fo,      Sig,       p,      fmPQ, PQP_Size, Alp1QA,   Tau1QA, Alp2QA,   Tau2QA, Alp3QA,   Tau3QA, Cx    ,   TauQx , Alp1PQ,   Tau1PQ, Alp2PQ,   Tau2PQ, Alp3PQ,   Tau3PQ,      ETR,    Alpha,       Ek,     Pmax,   carQ,      carQt,    p680Q,    p680Qt, S/N_RAT,   fQB  ,   PAR_3,   PAR_4,   PAR_5,   PAR_6, TPQ_PSI,  QBP_Size, 
-------------------------------------------------------------------------------------------------------------------------------,----------,---------,-----------------,--------,-----------,------------,---------,----------,---------,--------,--------,--------,--------,--------,-----------,----------,-----------,-----------,--------,--------,---------,--------,----------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,-------,---------,---------,---------,---------,---------,-------,-----------,---------,----------,--------,--------,--------,--------,--------,--------,--------,----------,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:32:12,    1620840732511,-1526.57,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.089,  2566.970,   4080.440,   1513.470,  0.3709,  0.5896,   319.33,  0.4880,     0.000,    3.223,  0.000,     1223,  0.000,     4042,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.396,   175.84,   421.30,  0.929,       2.00,    0.000,    600.00,   68.94,   0.010,     0.0,     0.0,     0.0,     0.0,    1254,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:32:15,    1620840735421,-1528.46,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.877,  2711.240,   3871.660,   1160.420,  0.2997,  0.4280,   345.81,  0.4860,     0.000,    4.562,  0.000,     1370,  0.000,     4911,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.597,   163.99,   425.88,  0.914,       2.00,    0.000,    600.00,   61.59,   0.010,     0.0,     0.0,     0.0,     0.0,    1077,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:33:17,    1620840797102,-1235.98,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,   80.00,    0.00,      0.998,  3791.950,   5200.790,   1408.840,  0.2709,  0.3715,   467.43,  0.2350,     0.000,    9.563,  0.000,      872,  0.000,     1068,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.065,   340.41,  1043.35,  1.129,       2.00,    0.000,    600.00,   49.80,   0.010,     0.0,     0.0,     0.0,     0.0,     112,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:33:19,    1620840799387,-1518.43,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.823,  3193.960,   5042.120,   1848.160,  0.3665,  0.5786,   389.84,  0.3850,     0.000,    4.211,  0.000,     1112,  0.000,     1856,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.749,   243.25,   668.70,  0.893,       2.00,    0.000,    600.00,   65.98,   0.010,     0.0,     0.0,     0.0,     0.0,     441,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:34:20,    1620840860731, -872.68,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  160.00,    0.00,      0.834,  4224.790,   5343.040,   1118.250,  0.2093,  0.2647,   415.45,  0.0520,     0.000,   50.000,  0.000,      779,  0.000,     7367,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.544,   427.10,  1086.58,  1.069,       2.00,    0.000,    600.00,   30.38,   0.010,     0.0,     0.0,     0.0,     0.0,     147,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:34:23,    1620840863148,-1514.41,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      1.017,  3359.720,   5130.050,   1770.330,  0.3451,  0.5269,   414.64,  0.3950,     0.000,    2.121,  0.000,      767,  0.000,      801,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.916,   313.31,   913.49,  1.477,       2.00,    0.000,    600.00,   72.11,   0.010,     0.0,     0.0,     0.0,     0.0,     378,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:35:24,    1620840924387, -161.18,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,  320.00,    0.00,      1.089,  4658.430,   5396.770,    738.340,  0.1368,  0.1585,   654.26,  0.0000,     0.000,    1.215,  0.000,      150,  0.000,      300,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    3.941,   639.92,  2521.65,  0.818,       2.00,    0.000,    600.00,   21.36,   0.010,     0.0,     0.0,     0.0,     0.0,     247,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:35:27,    1620840926809,-1514.88,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.869,  3348.810,   4965.930,   1617.120,  0.3256,  0.4829,   416.71,  0.4260,     0.000,    3.066,  0.000,      832,  0.000,     1032,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.977,   301.52,   897.64,  1.120,       2.00,    0.000,    600.00,   60.14,   0.010,     0.0,     0.0,     0.0,     0.0,     337,    1.5000,
C:\LIFT\DATA\MURIS_202105121430_MaBe3414_590_caloxy_data.csv                                                                   ,2021/05/12, 14:35:58,    1620840958071,-1520.75,     0.0000,      0.0000,  NO DATA,    '00001,     0.00,    0.00,    0.00,    0.00,    0.00,    0.00,      0.853,  2914.640,   4477.830,   1563.190,  0.3491,  0.5363,   346.58,  0.3540,     0.000,    2.401,  0.000,      927,  0.000,     1549,  0.000,    10000, 0.0000,   300000,  0.000,        0,  0.000,        0,  0.000,        0,    0.000,    2.401,   274.75,   659.65,  1.174,       2.00,    0.000,    600.00,   59.17,   0.010,     0.0,     0.0,     0.0,     0.0,     645,    1.5000,
