----,
DateTime:,      2021/06/09, 12:41:43, 1623253303320,
PIF:,           -287.11,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,          10,    2, 
S/N Ratio:,    85.91,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    177.216,      57.624,      0.000,
    2,        3.3,    182.409,      58.075,      0.000,
    3,        5.8,    184.447,      58.509,      0.000,
    4,        8.3,    184.618,      58.455,      0.000,
    5,       10.8,    184.331,      59.306,      0.000,
    6,       13.3,    184.315,      59.365,      0.000,
    7,       15.8,    184.759,      59.439,      0.000,
    8,       18.3,    184.573,      59.336,      0.000,
    9,       20.8,    184.113,      59.810,      0.000,
   10,       23.3,    184.106,      59.650,      0.000,
   11,       25.8,    184.080,      60.147,      0.000,
   12,       28.3,    184.186,      60.275,      0.000,
   13,       30.8,    184.232,      60.694,      0.000,
   14,       33.3,    183.783,      60.788,      0.000,
   15,       35.8,    183.986,      61.047,      0.000,
   16,       38.3,    184.328,      61.151,      0.000,
   17,       40.8,    183.923,      61.340,      0.000,
   18,       43.3,    184.143,      61.267,      0.000,
   19,       45.8,    183.965,      61.978,      0.000,
   20,       48.3,    184.178,      62.124,      0.000,
   21,       50.8,    184.078,      62.592,      0.000,
   22,       53.3,    183.947,      62.854,      0.000,
   23,       55.8,    183.766,      62.644,      0.000,
   24,       58.3,    183.996,      63.164,      0.000,
   25,       60.8,    183.955,      63.341,      0.000,
   26,       63.3,    184.720,      63.079,      0.000,
   27,       65.8,    184.058,      63.523,      0.000,
   28,       68.3,    183.933,      64.055,      0.000,
   29,       70.8,    184.073,      64.224,      0.000,
   30,       73.3,    183.782,      64.489,      0.000,
   31,       75.8,    184.262,      64.592,      0.000,
   32,       78.3,    184.348,      64.779,      0.000,
