----,
DateTime:,      2021/06/09, 15:51:26, 1623264686341,
PIF:,           -594.07,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           5,    2, 
S/N Ratio:,   213.28,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    177.180,     160.976,      0.000,
    2,        3.3,    182.853,     162.023,      0.000,
    3,        5.8,    184.520,     163.027,      0.000,
    4,        8.3,    184.221,     163.835,      0.000,
    5,       10.8,    184.309,     164.732,      0.000,
    6,       13.3,    184.482,     165.012,      0.000,
    7,       15.8,    184.364,     166.202,      0.000,
    8,       18.3,    183.990,     167.083,      0.000,
    9,       20.8,    183.623,     168.398,      0.000,
   10,       23.3,    184.180,     167.997,      0.000,
   11,       25.8,    184.435,     169.283,      0.000,
   12,       28.3,    183.792,     170.202,      0.000,
   13,       30.8,    184.026,     171.072,      0.000,
   14,       33.3,    183.950,     171.795,      0.000,
   15,       35.8,    183.966,     172.867,      0.000,
   16,       38.3,    184.216,     173.285,      0.000,
   17,       40.8,    184.372,     174.114,      0.000,
   18,       43.3,    183.656,     175.773,      0.000,
   19,       45.8,    183.852,     175.803,      0.000,
   20,       48.3,    184.066,     176.250,      0.000,
   21,       50.8,    183.966,     177.434,      0.000,
   22,       53.3,    183.834,     178.105,      0.000,
   23,       55.8,    184.214,     178.823,      0.000,
   24,       58.3,    183.978,     180.031,      0.000,
   25,       60.8,    184.030,     180.088,      0.000,
   26,       63.3,    183.581,     181.837,      0.000,
   27,       65.8,    183.853,     182.329,      0.000,
   28,       68.3,    183.540,     183.294,      0.000,
   29,       70.8,    184.149,     183.231,      0.000,
   30,       73.3,    183.576,     184.674,      0.000,
   31,       75.8,    183.684,     184.784,      0.000,
   32,       78.3,    183.490,     185.633,      0.000,
