----,
DateTime:,      2021/06/09, 12:59:00, 1623254340221,
PIF:,           -292.78,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #00001,
Gain:,          10,    2, 
S/N Ratio:,    45.19,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,     89.772,     238.816,      0.000,
    2,        3.3,     90.489,     240.609,      0.000,
    3,        5.8,     89.680,     242.404,      0.000,
    4,        8.3,     89.565,     243.162,      0.000,
    5,       10.8,     89.182,     245.664,      0.000,
    6,       13.3,     88.750,     248.100,      0.000,
    7,       15.8,     88.934,     249.724,      0.000,
    8,       18.3,     88.531,     251.763,      0.000,
    9,       20.8,     87.436,     256.175,      0.000,
   10,       23.3,     87.635,     256.049,      0.000,
   11,       25.8,     87.075,     258.961,      0.000,
   12,       28.3,     86.698,     261.932,      0.000,
   13,       30.8,     86.221,     264.075,      0.000,
   14,       33.3,     86.459,     264.737,      0.000,
   15,       35.8,     85.518,     269.756,      0.000,
   16,       38.3,     86.111,     270.219,      0.000,
   17,       40.8,     85.184,     273.513,      0.000,
   18,       43.3,     84.501,     277.142,      0.000,
   19,       45.8,     85.077,     275.502,      0.000,
   20,       48.3,     84.671,     278.711,      0.000,
   21,       50.8,     84.885,     279.307,      0.000,
   22,       53.3,     83.976,     283.758,      0.000,
   23,       55.8,     83.990,     284.306,      0.000,
   24,       58.3,     84.202,     284.421,      0.000,
   25,       60.8,     84.117,     286.016,      0.000,
   26,       63.3,     83.803,     287.327,      0.000,
   27,       65.8,     83.201,     291.088,      0.000,
   28,       68.3,     83.757,     289.635,      0.000,
   29,       70.8,     83.647,     290.614,      0.000,
   30,       73.3,     82.826,     294.701,      0.000,
   31,       75.8,     83.194,     293.879,      0.000,
   32,       78.3,     82.680,     297.157,      0.000,
