----,
DateTime:,      2021/06/09, 17:29:05, 1623270545309,
PIF:,           -594.53,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           5,    2, 
S/N Ratio:,   147.50,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    176.554,     185.707,      0.000,
    2,        3.3,    182.767,     187.165,      0.000,
    3,        5.8,    183.955,     188.564,      0.000,
    4,        8.3,    183.941,     189.557,      0.000,
    5,       10.8,    184.224,     189.265,      0.000,
    6,       13.3,    184.211,     189.714,      0.000,
    7,       15.8,    184.284,     190.289,      0.000,
    8,       18.3,    183.905,     191.225,      0.000,
    9,       20.8,    184.011,     191.767,      0.000,
   10,       23.3,    184.006,     192.751,      0.000,
   11,       25.8,    183.884,     192.769,      0.000,
   12,       28.3,    183.995,     194.175,      0.000,
   13,       30.8,    183.947,     193.899,      0.000,
   14,       33.3,    183.872,     194.740,      0.000,
   15,       35.8,    183.792,     196.130,      0.000,
   16,       38.3,    184.142,     195.323,      0.000,
   17,       40.8,    184.301,     196.674,      0.000,
   18,       43.3,    183.860,     197.472,      0.000,
   19,       45.8,    184.154,     197.808,      0.000,
   20,       48.3,    183.802,     198.513,      0.000,
   21,       50.8,    183.700,     199.277,      0.000,
   22,       53.3,    183.757,     199.650,      0.000,
   23,       55.8,    183.953,     200.308,      0.000,
   24,       58.3,    183.904,     200.687,      0.000,
   25,       60.8,    183.578,     201.589,      0.000,
   26,       63.3,    184.262,     201.166,      0.000,
   27,       65.8,    183.587,     202.995,      0.000,
   28,       68.3,    184.221,     202.730,      0.000,
   29,       70.8,    183.890,     203.422,      0.000,
   30,       73.3,    183.879,     204.413,      0.000,
   31,       75.8,    183.607,     204.498,      0.000,
   32,       78.3,    184.171,     204.849,      0.000,
