----,
DateTime:        , 2022/05/15, 13:44:24, 1652633064705,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -300.04,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,             10,       5, 
Sio:,     67.89,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    724.474,
    1,        0.8,     88.489,     733.335,    741.560,
    2,        3.3,     90.960,     736.849,    741.903,
    3,        5.8,     90.482,     740.285,    743.702,
    4,        8.3,     89.844,     742.867,    746.559,
    5,       10.8,     89.366,     749.640,    750.157,
    6,       13.3,     89.207,     754.903,    754.246,
    7,       15.8,     88.888,     759.973,    758.660,
    8,       18.3,     88.330,     766.358,    763.273,
    9,       20.8,     88.091,     769.573,    767.963,
   10,       23.3,     87.692,     774.667,    772.665,
   11,       25.8,     87.134,     779.512,    777.330,
   12,       28.3,     87.134,     781.808,    781.881,
   13,       30.8,     86.258,     792.420,    786.349,
   14,       33.3,     86.337,     792.615,    790.642,
   15,       35.8,     85.540,     802.923,    794.814,
   16,       38.3,     85.780,     802.201,    798.778,
   17,       40.8,     85.540,     805.495,    802.575,
   18,       43.3,     85.222,     808.156,    806.211,
   19,       45.8,     84.903,     813.075,    809.685,
   20,       48.3,     84.664,     814.899,    812.991,
   21,       50.8,     84.345,     818.691,    816.141,
   22,       53.3,     84.186,     820.003,    819.126,
   23,       55.8,     83.867,     824.432,    821.965,
   24,       58.3,     84.026,     822.987,    824.622,
   25,       60.8,     83.149,     832.627,    827.200,
   26,       63.3,     83.309,     830.433,    829.600,
   27,       65.8,     83.149,     830.823,    831.866,
   28,       68.3,     82.990,     832.659,    834.003,
   29,       70.8,     82.831,     834.020,    836.020,
