
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	8.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2022-04-21	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2022-04-21	10:11:18	0.00		250.40	---	---	---	21.630	---	---	---	1033.64	22.892	21.630	---	---	23.336	---	---	---	275.205	---	---	---	5.531	---	---	---	
2022-04-21	10:11:19	1.00		250.68	---	---	---	21.637	---	---	---	1033.60	22.892	21.637	---	---	23.320	---	---	---	275.187	---	---	---	5.534	---	---	---	
2022-04-21	10:11:20	2.00		250.55	---	---	---	21.645	---	---	---	1033.63	22.892	21.645	---	---	23.323	---	---	---	275.205	---	---	---	5.528	---	---	---	
2022-04-21	10:11:21	3.00		250.44	---	---	---	21.645	---	---	---	1033.59	22.892	21.645	---	---	23.328	---	---	---	275.193	---	---	---	5.516	---	---	---	
2022-04-21	10:11:22	4.00		250.31	---	---	---	21.624	---	---	---	1033.62	22.892	21.624	---	---	23.341	---	---	---	275.266	---	---	---	5.510	---	---	---	
2022-04-21	10:11:23	5.00		250.48	---	---	---	21.624	---	---	---	1033.59	22.892	21.624	---	---	23.333	---	---	---	275.248	---	---	---	5.505	---	---	---	
2022-04-21	10:11:24	6.00		250.66	---	---	---	21.610	---	---	---	1033.63	22.892	21.610	---	---	23.329	---	---	---	275.278	---	---	---	5.515	---	---	---	
2022-04-21	10:11:25	7.00		250.62	---	---	---	21.625	---	---	---	1033.61	22.892	21.625	---	---	23.327	---	---	---	275.239	---	---	---	5.518	---	---	---	
2022-04-21	10:11:26	8.00		250.53	---	---	---	21.617	---	---	---	1033.61	22.892	21.617	---	---	23.333	---	---	---	275.272	---	---	---	5.540	---	---	---	
2022-04-21	10:11:27	9.00		250.35	---	---	---	21.624	---	---	---	1033.58	22.892	21.624	---	---	23.340	---	---	---	275.251	---	---	---	5.525	---	---	---	
2022-04-21	10:11:28	10.00		250.09	---	---	---	21.623	---	---	---	1033.60	22.892	21.623	---	---	23.352	---	---	---	275.268	---	---	---	5.517	---	---	---	
