
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	33.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2021-12-13	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2021-12-13	14:24:23	0.00		158.75	---	---	---	22.907	---	---	---	1010.29	22.419	22.907	---	---	26.658	---	---	---	315.702	---	---	---	5.506	---	---	---	
2021-12-13	14:24:24	1.00		158.71	---	---	---	22.908	---	---	---	1010.30	22.419	22.908	---	---	26.661	---	---	---	315.754	---	---	---	5.505	---	---	---	
2021-12-13	14:24:25	2.00		158.67	---	---	---	22.922	---	---	---	1010.29	22.419	22.922	---	---	26.660	---	---	---	315.774	---	---	---	5.502	---	---	---	
2021-12-13	14:24:26	3.00		158.52	---	---	---	22.928	---	---	---	1010.28	22.419	22.928	---	---	26.669	---	---	---	315.753	---	---	---	5.517	---	---	---	
2021-12-13	14:24:27	4.00		158.51	---	---	---	22.927	---	---	---	1010.26	22.406	22.927	---	---	26.670	---	---	---	315.730	---	---	---	5.527	---	---	---	
2021-12-13	14:24:28	5.00		158.42	---	---	---	22.934	---	---	---	1010.28	22.394	22.934	---	---	26.674	---	---	---	315.704	---	---	---	5.537	---	---	---	
2021-12-13	14:24:29	6.00		158.49	---	---	---	22.927	---	---	---	1010.26	22.381	22.927	---	---	26.671	---	---	---	315.757	---	---	---	5.533	---	---	---	
2021-12-13	14:24:30	7.00		158.55	---	---	---	22.926	---	---	---	1010.23	22.381	22.926	---	---	26.667	---	---	---	315.771	---	---	---	5.536	---	---	---	
2021-12-13	14:24:31	8.00		158.56	---	---	---	22.927	---	---	---	1010.21	22.381	22.927	---	---	26.666	---	---	---	315.794	---	---	---	5.531	---	---	---	
2021-12-13	14:24:32	9.00		158.52	---	---	---	22.935	---	---	---	1010.21	22.381	22.935	---	---	26.667	---	---	---	315.795	---	---	---	5.532	---	---	---	
2021-12-13	14:24:33	10.00		158.40	---	---	---	22.950	---	---	---	1010.24	22.381	22.950	---	---	26.671	---	---	---	315.800	---	---	---	5.526	---	---	---	
2021-12-13	14:24:34	11.00		158.46	---	---	---	22.958	---	---	---	1010.27	22.381	22.958	---	---	26.664	---	---	---	315.790	---	---	---	5.516	---	---	---	
2021-12-13	14:24:35	12.00		158.46	---	---	---	22.949	---	---	---	1010.27	22.381	22.949	---	---	26.667	---	---	---	315.800	---	---	---	5.514	---	---	---	
2021-12-13	14:24:36	13.00		158.41	---	---	---	22.949	---	---	---	1010.26	22.381	22.949	---	---	26.671	---	---	---	315.823	---	---	---	5.530	---	---	---	
2021-12-13	14:24:37	14.00		158.28	---	---	---	22.940	---	---	---	1010.23	22.381	22.940	---	---	26.684	---	---	---	315.842	---	---	---	5.531	---	---	---	
2021-12-13	14:24:38	15.00		158.35	---	---	---	22.940	---	---	---	1010.22	22.381	22.940	---	---	26.678	---	---	---	315.803	---	---	---	5.511	---	---	---	
2021-12-13	14:24:39	16.00		158.44	---	---	---	22.926	---	---	---	1010.21	22.381	22.926	---	---	26.676	---	---	---	315.807	---	---	---	5.492	---	---	---	
2021-12-13	14:24:40	17.00		158.45	---	---	---	22.933	---	---	---	1010.22	22.381	22.933	---	---	26.673	---	---	---	315.801	---	---	---	5.498	---	---	---	
2021-12-13	14:24:41	18.00		158.50	---	---	---	22.926	---	---	---	1010.24	22.381	22.926	---	---	26.671	---	---	---	315.816	---	---	---	5.525	---	---	---	
2021-12-13	14:24:42	19.00		158.37	---	---	---	22.941	---	---	---	1010.23	22.381	22.941	---	---	26.676	---	---	---	315.810	---	---	---	5.536	---	---	---	
2021-12-13	14:24:43	20.00		158.48	---	---	---	22.928	---	---	---	1010.22	22.381	22.928	---	---	26.672	---	---	---	315.840	---	---	---	5.538	---	---	---	
2021-12-13	14:24:44	21.00		158.35	---	---	---	22.948	---	---	---	1010.22	22.381	22.948	---	---	26.675	---	---	---	315.885	---	---	---	5.519	---	---	---	
2021-12-13	14:24:45	22.00		158.39	---	---	---	22.947	---	---	---	1010.23	22.381	22.947	---	---	26.673	---	---	---	315.901	---	---	---	5.533	---	---	---	
2021-12-13	14:24:46	23.00		158.24	---	---	---	22.953	---	---	---	1010.26	22.381	22.953	---	---	26.682	---	---	---	315.918	---	---	---	5.532	---	---	---	
2021-12-13	14:24:47	24.00		158.15	---	---	---	22.955	---	---	---	1010.25	22.381	22.955	---	---	26.689	---	---	---	315.906	---	---	---	5.534	---	---	---	
2021-12-13	14:24:48	25.00		158.18	---	---	---	22.955	---	---	---	1010.26	22.381	22.955	---	---	26.686	---	---	---	315.901	---	---	---	5.518	---	---	---	
2021-12-13	14:24:49	26.00		158.30	---	---	---	22.956	---	---	---	1010.23	22.381	22.956	---	---	26.677	---	---	---	315.909	---	---	---	5.521	---	---	---	
2021-12-13	14:24:50	27.00		158.39	---	---	---	22.950	---	---	---	1010.23	22.381	22.950	---	---	26.672	---	---	---	315.933	---	---	---	5.536	---	---	---	
2021-12-13	14:24:51	28.00		158.22	---	---	---	22.958	---	---	---	1010.23	22.381	22.958	---	---	26.682	---	---	---	315.951	---	---	---	5.545	---	---	---	
2021-12-13	14:24:52	29.00		158.20	---	---	---	22.965	---	---	---	1010.22	22.356	22.965	---	---	26.682	---	---	---	315.953	---	---	---	5.537	---	---	---	
2021-12-13	14:24:53	30.00		158.12	---	---	---	22.965	---	---	---	1010.22	22.356	22.965	---	---	26.688	---	---	---	315.965	---	---	---	5.513	---	---	---	
2021-12-13	14:24:54	31.00		158.35	---	---	---	22.949	---	---	---	1010.21	22.356	22.949	---	---	26.675	---	---	---	315.999	---	---	---	5.499	---	---	---	
2021-12-13	14:24:55	32.00		158.35	---	---	---	22.934	---	---	---	1010.22	22.381	22.934	---	---	26.680	---	---	---	316.049	---	---	---	5.503	---	---	---	
2021-12-13	14:24:56	33.00		158.39	---	---	---	22.941	---	---	---	1010.23	22.356	22.941	---	---	26.675	---	---	---	316.059	---	---	---	5.520	---	---	---	
2021-12-13	14:24:57	34.00		158.24	---	---	---	22.942	---	---	---	1010.21	22.330	22.942	---	---	26.686	---	---	---	316.098	---	---	---	5.531	---	---	---	
2021-12-13	14:24:58	35.00		158.23	---	---	---	22.949	---	---	---	1010.23	22.305	22.949	---	---	26.685	---	---	---	316.088	---	---	---	5.534	---	---	---	
2021-12-13	14:24:59	36.00		158.25	---	---	---	22.935	---	---	---	1010.19	22.305	22.935	---	---	26.687	---	---	---	316.073	---	---	---	5.539	---	---	---	
2021-12-13	14:25:00	37.00		158.28	---	---	---	22.942	---	---	---	1010.23	22.305	22.942	---	---	26.683	---	---	---	316.056	---	---	---	5.524	---	---	---	
2021-12-13	14:25:01	38.00		158.20	---	---	---	22.948	---	---	---	1010.19	22.305	22.948	---	---	26.687	---	---	---	316.066	---	---	---	5.528	---	---	---	
2021-12-13	14:25:02	39.00		158.16	---	---	---	22.948	---	---	---	1010.21	22.305	22.948	---	---	26.690	---	---	---	316.050	---	---	---	5.519	---	---	---	
