----,,,,,,
DateTime:,      2021/06/11, 15:18:27,1.62344E+12,,,
PIF:,-603.9,,,,,
PARs:,0,0,0,0,0,0
Light:,0,0,0,0,0,0
Lamps:,    #10000,,,,,
Gain:,5,2, ,,,
S/N Ratio:,269.93,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
4,8.3,184.349,333.442,0,,
5,10.8,184.633,332.711,0,,
6,13.3,184.332,334.34,0,,
7,15.8,183.735,337.822,0,,
8,18.3,183.739,339.882,0,,
9,20.8,183.654,341.564,0,,
10,23.3,184.415,341.565,0,,
11,25.8,183.814,344.857,0,,
12,28.3,183.543,346.892,0,,
13,30.8,184.26,347.495,0,,
14,33.3,183.516,350.322,0,,
15,35.8,184.009,351.99,0,,
16,38.3,183.882,353.539,0,,
17,40.8,183.755,355.416,0,,
18,43.3,183.791,357.741,0,,
19,45.8,183.8,359.356,0,,
20,48.3,183.924,360.744,0,,
21,50.8,183.917,362.823,0,,
22,53.3,183.975,364.667,0,,
23,55.8,183.789,366.885,0,,
24,58.3,183.931,369.103,0,,
25,60.8,184.272,369.831,0,,
26,63.3,183.908,371.759,0,,
27,65.8,184.281,372.96,0,,
28,68.3,183.963,375.562,0,,
29,70.8,183.535,378.507,0,,
30,73.3,184.001,379.288,0,,
31,75.8,184.11,380.802,0,,
32,78.3,184.676,382.018,0,,
33,80.8,183.887,384.853,0,,
34,83.3,184.378,385.998,0,,
35,85.8,183.94,388.44,0,,
36,88.3,184.03,390.097,0,,
37,90.8,184.484,391.089,0,,
38,93.3,184.092,394.203,0,,
39,95.8,183.987,395.949,0,,
40,98.3,183.672,397.499,0,,
41,100.8,184.331,399.007,0,,
42,103.3,184.129,400.532,0,,
43,105.8,183.821,402.617,0,,
44,108.3,184.078,404.228,0,,
45,110.8,184.256,405.901,0,,
46,113.3,184.167,407.509,0,,
47,115.8,184.275,409.549,0,,
48,118.3,184.502,410.78,0,,
49,120.8,184.438,412.656,0,,
50,123.3,184.316,414.775,0,,
51,125.8,183.739,417.056,0,,
52,128.3,184.084,418.665,0,,
53,130.8,184.316,419.548,0,,
54,133.3,184.46,420.955,0,,
55,135.8,184.387,422.425,0,,
56,138.3,184.194,425.364,0,,
57,140.8,183.863,427.435,0,,
58,143.3,184.256,427.936,0,,
59,145.8,183.862,430.593,0,,
60,148.3,184.024,431.517,0,,
61,150.8,184.235,433.194,0,,
62,153.3,182.974,437.819,0,,
63,155.8,183.542,437.555,0,,
64,158.3,184.007,437.971,0,,
65,160.8,183.779,440.147,0,,
66,163.3,184.053,441.12,0,,
67,165.8,183.849,443.351,0,,
68,168.3,183.766,444.966,0,,
69,170.8,183.875,446.007,0,,
70,173.3,183.761,447.917,0,,
71,175.8,184.043,449.296,0,,
72,178.3,183.841,450.442,0,,
73,180.8,183.932,452.501,0,,
74,183.3,184.095,453.186,0,,
75,185.8,183.698,455.582,0,,
76,188.3,184.199,456.514,0,,
77,190.8,184.44,457.219,0,,
78,193.3,184.102,459.362,0,,
79,195.8,183.68,461.506,0,,
80,198.3,184.072,462.045,0,,
81,200.8,183.601,464.43,0,,
82,203.3,183.901,465.52,0,,
83,205.8,183.721,467.282,0,,
84,208.3,183.659,469.073,0,,
85,210.8,183.809,469.996,0,,
86,213.3,183.72,471.422,0,,
87,215.8,183.813,471.944,0,,
88,218.3,183.696,474.097,0,,
89,220.8,183.883,474.485,0,,
90,223.3,183.619,476.8,0,,
91,225.8,184.185,477.616,0,,
92,228.3,183.78,479.104,0,,
93,230.8,183.913,480.279,0,,
94,233.3,183.964,481.123,0,,
95,235.8,183.65,483.036,0,,
96,238.3,183.594,485.252,0,,
97,240.8,183.857,485.212,0,,
98,243.3,183.662,487.143,0,,
99,245.8,183.853,488.16,0,,
100,250.8,182.771,487.548,0,,
101,273.3,182.081,488.626,0,,
102,295.8,182.105,485.178,0,,
103,318.3,182.04,481.185,0,,
104,343.3,182.092,476.543,0,,
105,368.3,181.972,472.134,0,,
106,395.8,181.987,468.249,0,,
107,423.3,181.999,463.624,0,,
108,453.3,181.89,458.526,0,,
109,483.3,181.844,454.795,0,,
110,515.8,181.468,451.775,0,,
111,550.8,181.648,448.251,0,,
112,585.8,181.835,444.054,0,,
113,623.3,182.421,439.229,0,,
114,663.3,181.49,437.296,0,,
115,705.8,181.111,433.805,0,,
116,748.3,180.941,431.672,0,,
117,793.3,181.499,427.818,0,,
118,840.8,181.58,424.655,0,,
119,890.8,181.736,421.321,0,,
120,943.3,181.482,418.831,0,,
121,998.3,181.523,416.975,0,,
122,1055.8,181.346,414.876,0,,
123,1115.8,181.333,412.255,0,,
124,1178.3,181.446,409.685,0,,
125,1245.8,181.189,407.413,0,,
126,1315.8,181.27,405.26,0,,
127,1388.3,181.058,404.072,0,,
128,1465.8,180.503,402.332,0,,
129,1545.8,180.815,399.75,0,,
130,1630.8,181.444,396.597,0,,
131,1720.8,181.051,395.347,0,,
132,1815.8,181.06,392.991,0,,
133,1913.3,180.748,391.577,0,,
134,2015.8,180.818,389.538,0,,
135,2123.3,180.808,388.249,0,,
136,2238.3,180.763,386.023,0,,
137,2358.3,180.593,383.936,0,,
138,2483.3,181.008,382.065,0,,
139,2615.8,180.326,381.182,0,,
140,2753.3,181.287,378.387,0,,
141,2898.3,180.814,376.608,0,,
142,3050.8,180.431,375.963,0,,
143,3210.8,180.614,374.482,0,,
144,3378.3,180.669,372.494,0,,
145,3555.8,180.773,370.955,0,,
146,3740.8,180.207,370.458,0,,
147,3935.8,180.034,369.473,0,,
148,4140.8,180.459,367.038,0,,
149,4355.8,180.23,366.386,0,,
150,4580.8,179.935,364.88,0,,
151,4818.3,179.729,363.749,0,,
152,5068.3,180.253,362.923,0,,
153,5330.8,179.808,362.387,0,,
154,5605.8,180.158,360.71,0,,
155,5895.8,180.251,360.096,0,,
156,6200.8,179.682,358.696,0,,
157,6520.8,179.882,357.987,0,,
158,6855.8,179.636,357.266,0,,
159,7208.3,179.895,355.967,0,,
160,7578.3,179.365,355.663,0,,
161,7965.8,180.231,353.949,0,,
162,8373.3,179.54,353.644,0,,
163,8800.8,179.369,353.96,0,,
164,9250.8,179.466,352.541,0,,
165,9723.3,179.378,352.158,0,,
166,10220.8,179.357,351.278,0,,
167,10743.3,178.757,351.261,0,,
168,11290.8,179.932,349.167,0,,
169,11865.8,179.532,349.351,0,,
170,12470.8,179.486,349.207,0,,
171,13105.8,179.502,347.147,0,,
172,13773.3,178.972,348.201,0,,
173,14475.8,179.04,347.728,0,,
174,15213.3,178.627,347.223,0,,
175,15988.3,179.061,346.793,0,,
176,16800.8,179.147,345.246,0,,
177,17655.8,179,345.499,0,,
178,18553.3,179.106,344.357,0,,
179,19495.8,179.295,343.907,0,,
180,20485.8,179.176,343.087,0,,
181,21525.8,178.942,343.385,0,,
182,22618.3,177.687,343.821,0,,
183,23768.3,178.681,342.07,0,,
184,24975.8,178.741,341.889,0,,
185,26243.3,178.699,341.406,0,,
186,27575.8,178.068,341.705,0,,
187,28975.8,178.445,340.654,0,,
188,30445.8,178.606,339.827,0,,
189,31990.8,178.584,339.305,0,,
190,33613.3,178.586,339.305,0,,
191,35318.3,178.295,339.794,0,,
192,37108.3,178.168,338.969,0,,
193,38990.8,177.856,338.394,0,,
194,40968.3,177.395,338.84,0,,
195,43045.8,178.17,338.27,0,,
196,45228.3,177.721,338.06,0,,
197,47520.8,177.829,337.127,0,,
198,49928.3,178.192,335.907,0,,
199,52458.3,177.928,336.319,0,,
200,55115.8,178.06,335.872,0,,
201,57908.3,177.65,336.1,0,,
202,60843.3,178.434,333.988,0,,
203,63925.8,177.522,336.198,0,,
204,67163.3,177.568,335.584,0,,
205,70565.8,177.623,334.972,0,,
206,74140.8,177.894,334.293,0,,
207,77895.8,177.687,333.902,0,,
208,81840.8,178.039,333.179,0,,
209,85985.8,177.278,334.332,0,,
210,90340.8,177.297,334.051,0,,
211,94915.8,177.82,333.024,0,,
212,99723.3,177.139,333.874,0,,
213,104773.3,177.806,332.43,0,,
214,110078.3,177.781,332.811,0,,
215,115653.3,177.258,332.556,0,,
216,121508.3,177.864,331.977,0,,
217,127660.8,177.488,332.131,0,,
218,134125.8,177.709,331.253,0,,
219,140915.8,177.57,332.137,0,,
220,148050.8,177.154,332.01,0,,
221,155545.8,177.252,332.051,0,,
222,163420.8,177.306,331.445,0,,
223,171695.8,177.69,330.159,0,,
224,180388.3,177.583,329.68,0,,
225,189520.8,177.522,329.97,0,,
226,199115.8,177.996,329.895,0,,
227,209195.8,177.37,329.872,0,,
----,,,,,,
DateTime:,      2021/06/11, 15:24:36,1.62344E+12,,,
PIF:,-522.57,,,,,
PARs:,0,0,0,0,0,0
Light:,320,0,0,0,0,0
Lamps:,    #10000,,,,,
Gain:,5,2, ,,,
S/N Ratio:,221.57,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,179.702,372.048,0,,
2,3.3,181.761,368.335,0,,
3,5.8,183.705,364.703,0,,
4,8.3,183.309,364.181,0,,
5,10.8,183.115,366.315,0,,
6,13.3,183.007,367.188,0,,
7,15.8,182.794,369.912,0,,
8,18.3,182.988,370.722,0,,
9,20.8,182.808,372.4,0,,
10,23.3,183.184,373.602,0,,
11,25.8,182.873,375.66,0,,
12,28.3,182.888,377.16,0,,
13,30.8,183.03,378.177,0,,
14,33.3,183.05,379.884,0,,
15,35.8,183.066,381.272,0,,
16,38.3,182.56,384.19,0,,
17,40.8,182.529,385.899,0,,
18,43.3,182.944,386.665,0,,
19,45.8,182.573,389.203,0,,
20,48.3,182.886,389.629,0,,
21,50.8,182.69,391.909,0,,
22,53.3,182.652,392.757,0,,
23,55.8,182.942,394.212,0,,
24,58.3,182.609,395.917,0,,
25,60.8,182.568,397.758,0,,
26,63.3,182.397,399.776,0,,
27,65.8,182.483,401.013,0,,
28,68.3,182.356,402.498,0,,
29,70.8,182.216,404.673,0,,
30,73.3,182.015,406.767,0,,
31,75.8,182.597,407.333,0,,
32,78.3,182.495,408.765,0,,
33,80.8,182.754,410.156,0,,
34,83.3,182.768,410.892,0,,
35,85.8,182.807,412.665,0,,
36,88.3,182.801,413.99,0,,
37,90.8,182.589,416.661,0,,
38,93.3,182.768,416.801,0,,
39,95.8,182.948,417.92,0,,
40,98.3,182.73,420.061,0,,
41,100.8,182.911,421.504,0,,
42,103.3,183.089,422.734,0,,
43,105.8,182.878,424.096,0,,
44,108.3,182.66,426.792,0,,
45,110.8,182.647,427.917,0,,
46,113.3,182.653,429.655,0,,
47,115.8,182.855,430.712,0,,
48,118.3,182.607,432.172,0,,
49,120.8,182.545,433.307,0,,
50,123.3,182.801,434.668,0,,
51,125.8,182.702,436.438,0,,
52,128.3,182.382,438.189,0,,
53,130.8,183.18,438.573,0,,
54,133.3,182.661,440.804,0,,
55,135.8,183.25,440.371,0,,
56,138.3,182.586,443.505,0,,
57,140.8,183.108,443.551,0,,
58,143.3,182.836,445.633,0,,
59,145.8,182.823,447.634,0,,
60,148.3,182.701,447.824,0,,
61,150.8,183.099,449.253,0,,
62,153.3,182.698,451.444,0,,
63,155.8,182.978,451.628,0,,
64,158.3,182.684,454.107,0,,
65,160.8,182.551,455.202,0,,
66,163.3,182.824,456.055,0,,
67,165.8,183.188,456.678,0,,
68,168.3,182.633,459.269,0,,
69,170.8,183.214,459.123,0,,
70,173.3,182.534,462.04,0,,
71,175.8,183.191,461.909,0,,
72,178.3,182.991,463.945,0,,
73,180.8,182.798,464.872,0,,
74,183.3,182.583,466.516,0,,
75,185.8,182.566,467.874,0,,
76,188.3,182.969,467.389,0,,
77,190.8,182.925,468.924,0,,
78,193.3,182.873,469.605,0,,
79,195.8,182.548,472.192,0,,
80,198.3,182.654,472.904,0,,
81,200.8,182.28,474.971,0,,
82,203.3,182.862,475.101,0,,
83,205.8,182.966,475.814,0,,
84,208.3,182.527,478.272,0,,
85,210.8,182.676,479.197,0,,
86,213.3,182.682,479.838,0,,
87,215.8,182.68,480.828,0,,
88,218.3,182.469,481.604,0,,
89,220.8,182.372,483.177,0,,
90,223.3,182.582,484.045,0,,
91,225.8,182.482,485.185,0,,
92,228.3,182.458,485.689,0,,
93,230.8,182.496,486.903,0,,
94,233.3,182.264,488.291,0,,
95,235.8,182.707,488.53,0,,
96,238.3,182.84,488.939,0,,
97,240.8,182.252,492.165,0,,
98,243.3,182.624,492.146,0,,
99,245.8,182.436,492.873,0,,
100,250.8,181.739,493.663,0,,
101,273.3,181.243,499.868,0,,
102,295.8,181.543,495.426,0,,
103,318.3,181.077,493.952,0,,
104,343.3,181.117,491.652,0,,
105,368.3,181.178,487.187,0,,
106,395.8,181.285,483.488,0,,
107,423.3,181.482,479.772,0,,
108,453.3,181.553,476.391,0,,
109,483.3,181.316,473.597,0,,
110,515.8,181.213,471.245,0,,
111,550.8,181.192,467.232,0,,
112,585.8,181.277,464.043,0,,
113,623.3,181.669,459.858,0,,
114,663.3,181.777,457.606,0,,
115,705.8,181.389,455.844,0,,
116,748.3,181.41,453.163,0,,
117,793.3,180.922,450.749,0,,
118,840.8,180.911,448.916,0,,
119,890.8,180.687,446.385,0,,
120,943.3,181.097,443.067,0,,
121,998.3,180.854,441.796,0,,
122,1055.8,180.959,439.261,0,,
123,1115.8,181.875,436.18,0,,
124,1178.3,181.138,434.55,0,,
125,1245.8,180.873,433.988,0,,
126,1315.8,181.045,431.042,0,,
127,1388.3,181.224,428.992,0,,
128,1465.8,180.96,426.992,0,,
129,1545.8,180.238,427.283,0,,
130,1630.8,180.858,423.744,0,,
131,1720.8,180.571,422.228,0,,
132,1815.8,180.883,419.854,0,,
133,1913.3,180.851,418.286,0,,
134,2015.8,181.018,416.381,0,,
135,2123.3,180.551,416.159,0,,
136,2238.3,180.613,413.698,0,,
137,2358.3,180.659,412.071,0,,
138,2483.3,180.237,411.17,0,,
139,2615.8,180.905,408.447,0,,
140,2753.3,181.026,406.321,0,,
141,2898.3,180.551,406.296,0,,
142,3050.8,180.558,404.417,0,,
143,3210.8,180.856,402.23,0,,
144,3378.3,180.823,401.109,0,,
145,3555.8,180.656,400.289,0,,
146,3740.8,180.663,398.979,0,,
147,3935.8,180.96,397.018,0,,
148,4140.8,180.539,397.193,0,,
149,4355.8,180.216,395.472,0,,
150,4580.8,180.767,394.376,0,,
151,4818.3,180.934,392.906,0,,
152,5068.3,180.607,392.082,0,,
153,5330.8,181.211,390.583,0,,
154,5605.8,180.537,390.633,0,,
155,5895.8,180.532,388.885,0,,
156,6200.8,180.716,387.628,0,,
157,6520.8,180.721,386.961,0,,
158,6855.8,180.191,387.108,0,,
159,7208.3,180.353,386.903,0,,
160,7578.3,180.753,385.032,0,,
161,7965.8,180.499,384.69,0,,
162,8373.3,180.302,384.239,0,,
163,8800.8,180.321,384.314,0,,
164,9250.8,180.3,383.682,0,,
165,9723.3,180.768,382.033,0,,
166,10220.8,180.372,382.078,0,,
167,10743.3,180.121,382.275,0,,
168,11290.8,180.247,381.433,0,,
169,11865.8,180.689,380.034,0,,
170,12470.8,180.542,380.006,0,,
171,13105.8,180.476,379.77,0,,
172,13773.3,180.579,379.124,0,,
173,14475.8,180.069,380.309,0,,
174,15213.3,180.614,378.724,0,,
175,15988.3,180.186,379.316,0,,
176,16800.8,180.501,378.519,0,,
177,17655.8,179.823,379.754,0,,
178,18553.3,180.56,377.627,0,,
179,19495.8,180.052,378.9,0,,
180,20485.8,180.334,377.589,0,,
181,21525.8,180.083,377.922,0,,
182,22618.3,180.671,376.873,0,,
183,23768.3,180.704,376.784,0,,
184,24975.8,179.802,378.058,0,,
185,26243.3,180.467,376.775,0,,
186,27575.8,179.935,377.998,0,,
187,28975.8,179.846,376.989,0,,
188,30445.8,180.341,376.976,0,,
189,31990.8,180.182,376.208,0,,
190,33613.3,180.077,375.93,0,,
191,35318.3,180.372,375.619,0,,
192,37108.3,180.163,376.314,0,,
193,38990.8,179.998,376.868,0,,
194,40968.3,179.739,377.046,0,,
195,43045.8,180.337,376.022,0,,
196,45228.3,179.753,376.411,0,,
197,47520.8,180.338,374.456,0,,
198,49928.3,180.22,375.648,0,,
199,52458.3,179.547,376.357,0,,
200,55115.8,180.391,375.031,0,,
201,57908.3,179.781,376.214,0,,
202,60843.3,179.754,376.139,0,,
203,63925.8,179.742,375.213,0,,
204,67163.3,179.795,374.976,0,,
205,70565.8,179.023,375.99,0,,
206,74140.8,179.977,374.834,0,,
207,77895.8,179.596,375.205,0,,
208,81840.8,180.115,375.01,0,,
209,85985.8,180.478,372.833,0,,
210,90340.8,179.709,374.912,0,,
211,94915.8,180.026,374.251,0,,
212,99723.3,180.118,373.808,0,,
213,104773.3,179.932,374.312,0,,
214,110078.3,179.277,374.875,0,,
215,115653.3,179.676,374.169,0,,
216,121508.3,180.212,373.353,0,,
217,127660.8,179.382,374.469,0,,
218,134125.8,180.496,372.725,0,,
219,140915.8,179.983,374.361,0,,
220,148050.8,179.879,374.557,0,,
221,155545.8,179.606,374.736,0,,
222,163420.8,180.166,373.35,0,,
223,171695.8,179.94,373.476,0,,
224,180388.3,179.76,373.867,0,,
225,189520.8,179.5,373.549,0,,
226,199115.8,179.2,375.522,0,,
227,209195.8,179.643,374.364,0,,
----,,,,,,
DateTime:,      2021/06/11, 15:24:38,1.62344E+12,,,
PIF:,-598.64,,,,,
PARs:,0,0,0,0,0,0
Light:,0,0,0,0,0,0
Lamps:,    #10000,,,,,
Gain:,5,2, ,,,
S/N Ratio:,224.95,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,177.749,311.585,0,,
2,3.3,182.933,314.497,0,,
3,5.8,184.506,317.302,0,,
4,8.3,184.874,317.751,0,,
5,10.8,184.679,318.629,0,,
6,13.3,184.378,319.583,0,,
7,15.8,184.26,321.741,0,,
8,18.3,184.072,323.373,0,,
9,20.8,184.56,324.576,0,,
10,23.3,184.077,326.297,0,,
11,25.8,184.338,328.44,0,,
12,28.3,183.971,330.074,0,,
13,30.8,184.305,331.103,0,,
14,33.3,184.039,333.647,0,,
15,35.8,184.245,334.575,0,,
16,38.3,184.214,336.695,0,,
17,40.8,184.469,337.423,0,,
18,43.3,184.122,339.578,0,,
19,45.8,184.512,340.811,0,,
20,48.3,183.874,343.409,0,,
21,50.8,183.962,345.092,0,,
22,53.3,184.02,347.267,0,,
23,55.8,184.12,347.837,0,,
24,58.3,184.167,349.813,0,,
25,60.8,184.03,351.485,0,,
26,63.3,184.144,352.681,0,,
27,65.8,183.563,355.757,0,,
28,68.3,184.198,355.943,0,,
29,70.8,183.962,358.14,0,,
30,73.3,184.046,359.389,0,,
31,75.8,184.155,360.588,0,,
32,78.3,183.957,362.932,0,,
33,80.8,184.313,363.642,0,,
34,83.3,183.755,366.379,0,,
35,85.8,184.27,366.983,0,,
36,88.3,183.884,369.711,0,,
37,90.8,184.147,370.487,0,,
38,93.3,184.136,372.464,0,,
39,95.8,184.412,373.423,0,,
40,98.3,183.622,376.774,0,,
41,100.8,183.899,377.62,0,,
42,103.3,183.792,379.362,0,,
43,105.8,183.866,379.646,0,,
44,108.3,184.313,381.33,0,,
45,110.8,184.014,384.014,0,,
46,113.3,183.64,386.104,0,,
47,115.8,184.509,384.827,0,,
48,118.3,183.499,388.798,0,,
49,120.8,184.101,389.372,0,,
50,123.3,184.074,391.277,0,,
51,125.8,184.259,393.055,0,,
52,128.3,184.223,394.109,0,,
53,130.8,184.075,395.948,0,,
54,133.3,183.838,397.98,0,,
55,135.8,184.145,398.187,0,,
56,138.3,184.143,399.928,0,,
57,140.8,184.098,401.439,0,,
58,143.3,183.919,403.025,0,,
59,145.8,184.001,404.367,0,,
60,148.3,184.163,405.315,0,,
61,150.8,183.993,407.645,0,,
62,153.3,183.495,410.169,0,,
63,155.8,183.681,411.604,0,,
64,158.3,183.765,412.395,0,,
65,160.8,183.728,414.004,0,,
66,163.3,184.097,415.129,0,,
67,165.8,184.083,415.704,0,,
68,168.3,183.81,417.627,0,,
69,170.8,183.634,419.116,0,,
70,173.3,184.09,420.034,0,,
71,175.8,183.611,422.654,0,,
72,178.3,184.36,421.805,0,,
73,180.8,183.976,424.316,0,,
74,183.3,184.139,425.135,0,,
75,185.8,184.312,426.146,0,,
76,188.3,184.243,427.284,0,,
77,190.8,183.818,429.25,0,,
78,193.3,184.146,430.333,0,,
79,195.8,184.009,432.174,0,,
80,198.3,184.021,433.234,0,,
81,200.8,183.93,434.753,0,,
82,203.3,184.04,434.928,0,,
83,205.8,183.86,436.55,0,,
84,208.3,183.608,438.89,0,,
85,210.8,183.663,439.195,0,,
86,213.3,183.289,442.165,0,,
87,215.8,183.762,441.788,0,,
88,218.3,183.929,442.8,0,,
89,220.8,183.452,444.607,0,,
90,223.3,183.663,445.62,0,,
91,225.8,183.943,445.486,0,,
92,228.3,183.444,448.552,0,,
93,230.8,183.862,447.858,0,,
94,233.3,183.628,450.279,0,,
95,235.8,183.409,451.253,0,,
96,238.3,183.733,452.198,0,,
97,240.8,183.426,453.065,0,,
98,243.3,183.516,454.478,0,,
99,245.8,183.706,455.095,0,,
100,250.8,182.342,455.649,0,,
101,273.3,181.842,456.461,0,,
102,295.8,182.048,452.439,0,,
103,318.3,181.867,450.028,0,,
104,343.3,181.902,445.877,0,,
105,368.3,181.872,442.77,0,,
106,395.8,181.693,438.488,0,,
107,423.3,182.07,434.288,0,,
108,453.3,182.043,430.389,0,,
109,483.3,181.33,427.899,0,,
110,515.8,181.507,425.39,0,,
111,550.8,181.869,419.806,0,,
112,585.8,181.774,417.938,0,,
113,623.3,181.712,414.897,0,,
114,663.3,181.916,411.129,0,,
115,705.8,181.711,408.946,0,,
116,748.3,181.626,406.162,0,,
117,793.3,181.136,404.954,0,,
118,840.8,181.595,401.294,0,,
119,890.8,181.274,399.361,0,,
120,943.3,181.117,397.382,0,,
121,998.3,180.865,395.17,0,,
122,1055.8,181.152,393.134,0,,
123,1115.8,181.126,390.87,0,,
124,1178.3,181.422,388.599,0,,
125,1245.8,181.071,386.813,0,,
126,1315.8,180.566,385.662,0,,
127,1388.3,181.21,383.071,0,,
128,1465.8,180.752,381.054,0,,
129,1545.8,181.164,378.958,0,,
130,1630.8,180.747,377.494,0,,
131,1720.8,180.466,376.081,0,,
132,1815.8,180.673,373.767,0,,
133,1913.3,180.721,372.443,0,,
134,2015.8,181.069,370.515,0,,
135,2123.3,180.602,368.82,0,,
136,2238.3,180.476,367.874,0,,
137,2358.3,180.405,366.011,0,,
138,2483.3,180.257,364.967,0,,
139,2615.8,180.719,362.365,0,,
140,2753.3,180.451,360.901,0,,
141,2898.3,181.301,359.097,0,,
142,3050.8,180.169,358.345,0,,
143,3210.8,180.28,357.349,0,,
144,3378.3,180.707,355.384,0,,
145,3555.8,180.338,354.436,0,,
146,3740.8,180.348,352.856,0,,
147,3935.8,179.915,352.024,0,,
148,4140.8,180.259,350.807,0,,
149,4355.8,180.594,348.587,0,,
150,4580.8,180.495,347.772,0,,
151,4818.3,180.006,347.155,0,,
152,5068.3,180.42,346.223,0,,
153,5330.8,179.945,344.912,0,,
154,5605.8,179.74,344.552,0,,
155,5895.8,180.205,343.116,0,,
156,6200.8,179.913,342.675,0,,
157,6520.8,180.22,340.976,0,,
158,6855.8,179.694,340.538,0,,
159,7208.3,179.389,340.806,0,,
160,7578.3,180.093,338.908,0,,
161,7965.8,179.373,338.905,0,,
162,8373.3,180.006,337.247,0,,
163,8800.8,179.608,337.21,0,,
164,9250.8,179.502,336.745,0,,
165,9723.3,179.225,336.502,0,,
166,10220.8,179.436,334.879,0,,
167,10743.3,179.655,334.701,0,,
168,11290.8,179.657,334.439,0,,
169,11865.8,178.99,334.034,0,,
170,12470.8,179.572,332.972,0,,
171,13105.8,179.189,332.018,0,,
172,13773.3,179.109,331.546,0,,
173,14475.8,179.672,330.531,0,,
174,15213.3,178.986,330.983,0,,
175,15988.3,179.272,330.357,0,,
176,16800.8,179.307,329.868,0,,
177,17655.8,178.61,329.804,0,,
178,18553.3,179.41,328.033,0,,
179,19495.8,179.089,328.038,0,,
180,20485.8,178.603,329.19,0,,
181,21525.8,178.982,327.938,0,,
182,22618.3,178.744,327.122,0,,
183,23768.3,178.589,327.265,0,,
184,24975.8,178.307,327.047,0,,
185,26243.3,178.315,326.72,0,,
186,27575.8,178.381,326.132,0,,
187,28975.8,177.925,325.978,0,,
188,30445.8,178.323,324.861,0,,
189,31990.8,178.334,324.721,0,,
190,33613.3,178.534,323.714,0,,
191,35318.3,178.306,323.244,0,,
192,37108.3,178.851,322.716,0,,
193,38990.8,178.312,323.103,0,,
194,40968.3,178.819,321.6,0,,
195,43045.8,178.08,322.826,0,,
196,45228.3,177.629,322.433,0,,
197,47520.8,177.845,321.993,0,,
198,49928.3,177.855,321.345,0,,
199,52458.3,177.885,321.331,0,,
200,55115.8,177.957,320.119,0,,
201,57908.3,177.918,320.115,0,,
202,60843.3,177.432,321.428,0,,
203,63925.8,177.503,319.931,0,,
204,67163.3,177.949,318.513,0,,
205,70565.8,177.874,318.798,0,,
206,74140.8,177.448,319.495,0,,
207,77895.8,177.553,318.623,0,,
208,81840.8,177.65,318.274,0,,
209,85985.8,178.081,317.837,0,,
210,90340.8,177.751,317.658,0,,
211,94915.8,177.419,318.254,0,,
212,99723.3,178.005,316.748,0,,
213,104773.3,177.524,317.089,0,,
214,110078.3,177.784,316.696,0,,
215,115653.3,177.542,316.33,0,,
216,121508.3,177.219,317.106,0,,
217,127660.8,177.389,316.048,0,,
218,134125.8,177.917,316.005,0,,
219,140915.8,177.244,315.826,0,,
220,148050.8,177.951,315.754,0,,
221,155545.8,177.008,316.685,0,,
222,163420.8,177.794,315.616,0,,
223,171695.8,177.359,315.323,0,,
224,180388.3,177.165,316.137,0,,
225,189520.8,177.225,315.184,0,,
226,199115.8,177.767,314.334,0,,
227,209195.8,177.403,315.091,0,,
----,,,,,,
DateTime:,      2021/06/11, 15:27:40,1.62344E+12,,,
PIF:,-429.03,,,,,
PARs:,0,0,0,0,0,0
Light:,640,0,0,0,0,0
Lamps:,    #10000,,,,,
Gain:,5,2, ,,,
S/N Ratio:,165.31,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,179.817,393.137,0,,
2,3.3,181.594,389.521,0,,
3,5.8,183.156,385.971,0,,
4,8.3,183.237,384.381,0,,
5,10.8,183.234,386.024,0,,
6,13.3,183.316,387.378,0,,
7,15.8,183.008,389.78,0,,
8,18.3,182.726,392.133,0,,
9,20.8,183.309,393.067,0,,
10,23.3,183.209,394.374,0,,
11,25.8,182.992,395.934,0,,
12,28.3,182.912,397.638,0,,
13,30.8,183.437,397.7,0,,
14,33.3,183.076,399.358,0,,
15,35.8,182.901,401.817,0,,
16,38.3,182.679,403.4,0,,
17,40.8,183.124,404.167,0,,
18,43.3,182.969,405.493,0,,
19,45.8,182.978,407.66,0,,
20,48.3,183.007,409.671,0,,
21,50.8,182.62,411.417,0,,
22,53.3,183.057,412.509,0,,
23,55.8,182.777,414.016,0,,
24,58.3,182.158,416.632,0,,
25,60.8,182.688,416.737,0,,
26,63.3,182.706,417.9,0,,
27,65.8,182.888,419.235,0,,
28,68.3,182.57,421.059,0,,
29,70.8,182.62,422.259,0,,
30,73.3,182.609,423.708,0,,
31,75.8,182.622,425.867,0,,
