----,,,,,,
DateTime:,      2021/06/11, 15:00:55,1.62343E+12,,,
DateTime:,      2021/06/11, 15:04:02,1.62343E+12,,,
PIF:,-592.59,,,,,
PARs:,0,0,0,0,0,0
Light:,0,0,0,0,0,0
Lamps:,    #00001,,,,,
Gain:,5,2, ,,,
S/N Ratio:,49.13,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,89.262,6546.806,0,,
2,3.3,89.133,6655.385,0,,
3,5.8,87.401,6766.276,0,,
4,8.3,86.934,6830.961,0,,
5,10.8,87.398,6837.912,0,,
6,13.3,87.295,6895.969,0,,
7,15.8,87.117,6957.289,0,,
8,18.3,86.328,7060.533,0,,
9,20.8,85.526,7160.879,0,,
10,23.3,85.375,7204.489,0,,
11,25.8,84.596,7305.348,0,,
12,28.3,85.447,7273.056,0,,
13,30.8,84.763,7378.688,0,,
14,33.3,84.648,7435.234,0,,
15,35.8,84.012,7542.756,0,,
16,38.3,84.45,7549.28,0,,
17,40.8,84.551,7581.006,0,,
18,43.3,83.471,7716.45,0,,
19,45.8,83.531,7746.861,0,,
20,48.3,83.277,7804.546,0,,
21,50.8,83.499,7820.249,0,,
22,53.3,82.352,7966.267,0,,
23,55.8,83.092,7931.739,0,,
24,58.3,82.587,8014.867,0,,
25,60.8,81.401,8163.058,0,,
26,63.3,82.521,8086.161,0,,
27,65.8,81.882,8175.703,0,,
28,68.3,82.282,8161.708,0,,
29,70.8,81.98,8217.174,0,,
30,73.3,81.841,8256.972,0,,
31,75.8,80.951,8368.009,0,,
32,78.3,81.686,8320.178,0,,
33,80.8,81.268,8382.618,0,,
34,83.3,81.064,8421.021,0,,
35,85.8,81.722,8371.753,0,,
36,88.3,80.605,8506.154,0,,
37,90.8,81.729,8402.895,0,,
38,93.3,81.021,8489.199,0,,
39,95.8,81.621,8439.268,0,,
40,98.3,80.629,8556.217,0,,
41,100.8,80.938,8532.929,0,,
42,103.3,81.075,8529.153,0,,
43,105.8,80.758,8571.297,0,,
44,108.3,80.571,8601.906,0,,
45,110.8,80.051,8661.488,0,,
46,113.3,80.636,8605.059,0,,
47,115.8,80.619,8612.648,0,,
48,118.3,79.807,8706.243,0,,
49,120.8,80.74,8607.83,0,,
50,123.3,79.767,8715.338,0,,
51,125.8,80.058,8686.489,0,,
52,128.3,79.49,8750.237,0,,
53,130.8,79.445,8756.7,0,,
54,133.3,79.638,8736.042,0,,
55,135.8,79.854,8711.877,0,,
56,138.3,80.122,8681.282,0,,
57,140.8,80.291,8665.757,0,,
58,143.3,79.356,8764.309,0,,
59,145.8,79.415,8757.537,0,,
60,148.3,80.448,8641.336,0,,
61,150.8,79.534,8737.936,0,,
62,153.3,79.281,8762.015,0,,
63,155.8,79.364,8749.593,0,,
64,158.3,79.617,8716.786,0,,
65,160.8,79.422,8734.842,0,,
66,163.3,79.059,8769.886,0,,
67,165.8,79.525,8713.508,0,,
68,168.3,78.296,8844.857,0,,
69,170.8,78.901,8772.225,0,,
70,173.3,78.268,8838.045,0,,
71,175.8,78.856,8767.085,0,,
72,178.3,79.223,8720.431,0,,
73,180.8,78.734,8767.976,0,,
74,183.3,78.789,8754.752,0,,
75,185.8,78.106,8826.985,0,,
76,188.3,77.75,8858.911,0,,
77,190.8,77.619,8867.913,0,,
78,193.3,77.619,8857.585,0,,
79,195.8,78.229,8782.975,0,,
80,198.3,79.029,8687.717,0,,
81,200.8,77.512,8848.671,0,,
82,203.3,78.307,8749.897,0,,
83,205.8,77.845,8794.183,0,,
84,208.3,78.138,8753.507,0,,
85,210.8,77.781,8784.979,0,,
86,213.3,77.621,8795.024,0,,
87,215.8,77.354,8817.424,0,,
88,218.3,76.997,8847.578,0,,
89,220.8,76.471,8900.132,0,,
90,223.3,76.849,8847.511,0,,
91,225.8,77.413,8772.478,0,,
92,228.3,76.485,8871.038,0,,
93,230.8,77.255,8772.729,0,,
94,233.3,76.892,8808.712,0,,
95,235.8,76.771,8811.452,0,,
96,238.3,76.786,8800.259,0,,
97,240.8,76.044,8879.627,0,,
98,243.3,75.922,8881.966,0,,
99,245.8,76.51,8804.603,0,,
100,250.8,76.827,8855.218,0,,
101,273.3,79.518,8715.772,0,,
102,295.8,80.198,8697.271,0,,
103,318.3,81.132,8618.684,0,,
104,343.3,81.458,8590.814,0,,
105,368.3,80.63,8667.28,0,,
106,395.8,81.888,8525.613,0,,
107,423.3,82.607,8430.17,0,,
108,453.3,83.095,8358.537,0,,
109,483.3,82.743,8368.536,0,,
110,515.8,82.7,8350.663,0,,
111,550.8,82.333,8356.647,0,,
112,585.8,82.515,8311.805,0,,
113,623.3,83.019,8234.668,0,,
114,663.3,82.984,8209.532,0,,
115,705.8,83.201,8157.819,0,,
116,748.3,83.794,8078.193,0,,
117,793.3,83.296,8101.8,0,,
118,840.8,84.216,7992.9,0,,
119,890.8,83.256,8068.603,0,,
120,943.3,83.786,7997.986,0,,
121,998.3,84.051,7955.712,0,,
122,1055.8,84.773,7870.692,0,,
123,1115.8,85.033,7827.669,0,,
124,1178.3,84.05,7901.019,0,,
125,1245.8,85.063,7788.151,0,,
126,1315.8,85.259,7752.036,0,,
127,1388.3,84.651,7789.615,0,,
128,1465.8,85.298,7714.834,0,,
129,1545.8,84.978,7727.937,0,,
130,1630.8,85.176,7688.863,0,,
131,1720.8,85.508,7642.211,0,,
132,1815.8,85.675,7606.6,0,,
133,1913.3,85.957,7566.815,0,,
134,2015.8,84.866,7647.622,0,,
135,2123.3,86.103,7518.001,0,,
136,2238.3,86.306,7482.334,0,,
137,2358.3,85.145,7565.164,0,,
138,2483.3,86.605,7418.48,0,,
139,2615.8,86.774,7386.553,0,,
140,2753.3,86.196,7421.029,0,,
141,2898.3,86.666,7360.702,0,,
142,3050.8,87.001,7313.996,0,,
143,3210.8,87.617,7246.681,0,,
144,3378.3,87.319,7254.897,0,,
145,3555.8,86.982,7264.432,0,,
146,3740.8,87.2,7230.041,0,,
147,3935.8,88.185,7131.848,0,,
148,4140.8,88.241,7112.821,0,,
149,4355.8,86.757,7218.386,0,,
150,4580.8,88.544,7058.757,0,,
151,4818.3,88.716,7029.525,0,,
152,5068.3,87.352,7126.299,0,,
153,5330.8,88.108,7049.747,0,,
154,5605.8,87.657,7076.447,0,,
155,5895.8,87.968,7037.169,0,,
156,6200.8,88.907,6950.509,0,,
157,6520.8,88.266,6991.24,0,,
158,6855.8,88.465,6963.742,0,,
159,7208.3,88.317,6963.892,0,,
160,7578.3,88.617,6933.345,0,,
161,7965.8,89.425,6859.921,0,,
162,8373.3,89.592,6839.737,0,,
163,8800.8,88.747,6894.602,0,,
164,9250.8,89.357,6840.703,0,,
165,9723.3,89.909,6792.911,0,,
166,10220.8,89.22,6835.515,0,,
167,10743.3,88.929,6849.979,0,,
168,11290.8,89.069,6832.785,0,,
169,11865.8,89.162,6818.725,0,,
170,12470.8,90.161,6736.778,0,,
171,13105.8,89.588,6774.112,0,,
172,13773.3,89.829,6750.207,0,,
173,14475.8,89.333,6781.62,0,,
174,15213.3,89.216,6784.504,0,,
175,15988.3,89.15,6783.355,0,,
176,16800.8,90.073,6707.792,0,,
177,17655.8,89.51,6743.33,0,,
178,18553.3,90.125,6693.217,0,,
179,19495.8,90.319,6673.921,0,,
180,20485.8,89.907,6698.709,0,,
181,21525.8,89.992,6694.451,0,,
182,22618.3,90.119,6679.969,0,,
183,23768.3,90.015,6683.962,0,,
184,24975.8,89.16,6739.746,0,,
185,26243.3,88.586,6782.144,0,,
186,27575.8,90.363,6643.829,0,,
187,28975.8,89.971,6666.869,0,,
188,30445.8,89.618,6686.897,0,,
189,31990.8,90.451,6622.838,0,,
190,33613.3,89.393,6694.679,0,,
191,35318.3,89.945,6649.385,0,,
192,37108.3,89.934,6647.166,0,,
193,38990.8,91.206,6553.519,0,,
194,40968.3,89.915,6641.644,0,,
195,43045.8,90.723,6577.916,0,,
196,45228.3,89.903,6635.115,0,,
197,47520.8,89.391,6666.892,0,,
198,49928.3,90.146,6609.261,0,,
199,52458.3,89.991,6616.817,0,,
200,55115.8,90.494,6576.375,0,,
201,57908.3,89.372,6654.913,0,,
202,60843.3,89.68,6628.867,0,,
203,63925.8,90.915,6539.128,0,,
204,67163.3,89.896,6608.089,0,,
205,70565.8,90.432,6566.384,0,,
206,74140.8,89.741,6612.646,0,,
207,77895.8,90.903,6529.25,0,,
208,81840.8,90.511,6554.435,0,,
209,85985.8,89.509,6622.663,0,,
210,90340.8,90.452,6552.19,0,,
211,94915.8,89.212,6640.526,0,,
212,99723.3,90.278,6558.722,0,,
213,104773.3,90.058,6571.553,0,,
214,110078.3,89.538,6610.74,0,,
215,115653.3,89.924,6579.962,0,,
216,121508.3,88.954,6652.265,0,,
217,127660.8,89.858,6583.162,0,,
218,134125.8,89.022,6645.102,0,,
219,140915.8,89.776,6580.522,0,,
220,148050.8,90.122,6555.799,0,,
221,155545.8,89.204,6620.513,0,,
222,163420.8,89.665,6586.354,0,,
223,171695.8,89.676,6588.704,0,,
224,180388.3,90.815,6501.757,0,,
225,189520.8,89.327,6609.631,0,,
226,199115.8,90.384,6528.79,0,,
227,209195.8,91.112,6475.217,0,,
----,,,,,,
DateTime:,      2021/06/11, 15:07:04,1.62343E+12,,,
PIF:,850.21,,,,,
PARs:,0,0,0,0,0,0
Light:,0,0,0,0,160,0
Lamps:,    #00001,,,,,
Gain:,5,2, ,,,
S/N Ratio:,23.18,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,91.251,8799.216,0,,
2,3.3,90.584,8853.612,0,,
3,5.8,89.382,8909.146,0,,
4,8.3,89.446,8905.509,0,,
5,10.8,88.668,8994.626,0,,
6,13.3,88.387,9035.717,0,,
7,15.8,87.853,9097.67,0,,
8,18.3,87.78,9106.793,0,,
9,20.8,86.799,9206.291,0,,
10,23.3,85.75,9311.696,0,,
11,25.8,85.51,9330.615,0,,
12,28.3,86.003,9274.97,0,,
13,30.8,85.679,9311.48,0,,
14,33.3,85.204,9366.909,0,,
15,35.8,84.386,9460.278,0,,
16,38.3,84.284,9471.778,0,,
17,40.8,84.927,9396.077,0,,
18,43.3,84.026,9494.155,0,,
19,45.8,83.362,9563.324,0,,
20,48.3,83.108,9587.771,0,,
21,50.8,83.148,9578.789,0,,
22,53.3,82.544,9645.725,0,,
23,55.8,82.558,9641.698,0,,
24,58.3,82.052,9699.214,0,,
25,60.8,82.319,9665.772,0,,
26,63.3,81.804,9722.789,0,,
27,65.8,81.709,9730.165,0,,
28,68.3,81.745,9720.243,0,,
29,70.8,82.171,9664.687,0,,
30,73.3,81.668,9719.141,0,,
31,75.8,80.959,9803.748,0,,
32,78.3,80.782,9820.791,0,,
33,80.8,81.459,9734.713,0,,
34,83.3,80.523,9843.395,0,,
35,85.8,80.449,9847.916,0,,
36,88.3,79.88,9913.879,0,,
37,90.8,80.456,9837.93,0,,
38,93.3,80.662,9809.111,0,,
39,95.8,79.613,9933.258,0,,
40,98.3,80.269,9848.423,0,,
41,100.8,79.845,9894.648,0,,
42,103.3,80.347,9828.826,0,,
43,105.8,79.662,9907.385,0,,
44,108.3,79.842,9882.554,0,,
45,110.8,79.505,9918.643,0,,
46,113.3,79.171,9955.136,0,,
47,115.8,79.154,9952.008,0,,
48,118.3,79.996,9843.479,0,,
49,120.8,79.273,9929.426,0,,
50,123.3,78.481,10024.62,0,,
51,125.8,79.326,9912.551,0,,
52,128.3,80.048,9818.05,0,,
53,130.8,79.819,9841.812,0,,
54,133.3,79.827,9835.543,0,,
55,135.8,78.935,9939.002,0,,
56,138.3,78.278,10018.121,0,,
57,140.8,79.002,9919.979,0,,
58,143.3,78.99,9916.43,0,,
59,145.8,79.049,9901.716,0,,
60,148.3,79.157,9880.348,0,,
61,150.8,79.167,9873.809,0,,
62,153.3,79.284,9853.903,0,,
63,155.8,78.997,9883.706,0,,
64,158.3,78.693,9915.713,0,,
65,160.8,78.499,9932.897,0,,
66,163.3,77.764,10021.304,0,,
67,165.8,78.6,9909.643,0,,
68,168.3,78.483,9919.525,0,,
69,170.8,78.904,9860.092,0,,
70,173.3,77.713,10003.762,0,,
71,175.8,77.558,10017.776,0,,
72,178.3,78.483,9895.399,0,,
73,180.8,77.992,9949.669,0,,
74,183.3,77.117,10059.047,0,,
75,185.8,77.176,10042.269,0,,
76,188.3,77.936,9939.113,0,,
77,190.8,77.433,9996.795,0,,
78,193.3,77.06,10038.9,0,,
79,195.8,77.856,9931.86,0,,
80,198.3,77.351,9987.438,0,,
81,200.8,77.325,9985.855,0,,
82,203.3,77.375,9974.325,0,,
83,205.8,76.723,10052.77,0,,
84,208.3,77.578,9935.517,0,,
85,210.8,77.033,9999.552,0,,
86,213.3,77.247,9965.146,0,,
87,215.8,77.166,9971.006,0,,
88,218.3,76.622,10031.889,0,,
89,220.8,77.03,9973.5,0,,
90,223.3,77.409,9916.458,0,,
91,225.8,76.663,10007.201,0,,
92,228.3,76.67,9998.721,0,,
93,230.8,77.816,9843.721,0,,
94,233.3,75.766,10102.635,0,,
95,235.8,75.831,10086.1,0,,
96,238.3,76.222,10026.529,0,,
97,240.8,76.04,10042.271,0,,
98,243.3,76.294,10002.316,0,,
99,245.8,75.568,10089.383,0,,
100,250.8,76.076,10123.478,0,,
101,273.3,79.52,9829.228,0,,
102,295.8,79.312,9919.218,0,,
103,318.3,81.198,9728.726,0,,
104,343.3,81.138,9768.176,0,,
105,368.3,81.764,9713.463,0,,
106,395.8,81.711,9742.689,0,,
107,423.3,80.958,9845.019,0,,
108,453.3,80.925,9858.391,0,,
109,483.3,81.138,9837.107,0,,
110,515.8,81.664,9780.124,0,,
111,550.8,81.656,9784.268,0,,
112,585.8,82.557,9679.665,0,,
113,623.3,82.857,9643.183,0,,
114,663.3,82.292,9704.812,0,,
115,705.8,83.411,9571.926,0,,
116,748.3,82.712,9652.037,0,,
117,793.3,82.032,9730.595,0,,
118,840.8,83.135,9599.363,0,,
119,890.8,82.888,9629.582,0,,
120,943.3,84.343,9463.698,0,,
121,998.3,84.041,9498.235,0,,
122,1055.8,84.013,9499.858,0,,
123,1115.8,84.455,9448.292,0,,
124,1178.3,83.865,9511.584,0,,
125,1245.8,84.316,9458.077,0,,
126,1315.8,84.873,9395.12,0,,
127,1388.3,85.721,9304.494,0,,
128,1465.8,84.18,9473.38,0,,
129,1545.8,84.211,9469.871,0,,
130,1630.8,85.474,9328.946,0,,
131,1720.8,84.659,9418.253,0,,
132,1815.8,85.531,9321.379,0,,
133,1913.3,84.721,9411.238,0,,
134,2015.8,84.685,9415.484,0,,
135,2123.3,85.177,9362.259,0,,
136,2238.3,85.558,9322.16,0,,
137,2358.3,85.486,9329.94,0,,
138,2483.3,86.007,9275.248,0,,
139,2615.8,85.973,9280.7,0,,
140,2753.3,86.642,9210.596,0,,
141,2898.3,86.365,9242.101,0,,
142,3050.8,85.767,9309.951,0,,
143,3210.8,87.832,9092.132,0,,
144,3378.3,86.991,9183.425,0,,
145,3555.8,87.026,9180.708,0,,
146,3740.8,86.366,9253.795,0,,
147,3935.8,87.383,9148.934,0,,
148,4140.8,87.986,9088.654,0,,
149,4355.8,87.761,9116.326,0,,
150,4580.8,87.163,9181.688,0,,
151,4818.3,88.417,9055.126,0,,
152,5068.3,88.691,9030.422,0,,
153,5330.8,88.717,9030.168,0,,
154,5605.8,88.773,9026.978,0,,
155,5895.8,88.559,9052.243,0,,
156,6200.8,88.62,9048.368,0,,
157,6520.8,88.325,9081.63,0,,
158,6855.8,89.237,8993.393,0,,
159,7208.3,89.278,8990.849,0,,
160,7578.3,89.729,8948.405,0,,
161,7965.8,89.314,8991.446,0,,
162,8373.3,88.831,9042.918,0,,
163,8800.8,89.838,8943.42,0,,
164,9250.8,89.326,8997.612,0,,
165,9723.3,89.193,9012.665,0,,
166,10220.8,90.322,8901.436,0,,
167,10743.3,88.755,9058.632,0,,
168,11290.8,90.879,8848.154,0,,
169,11865.8,90.045,8931.719,0,,
170,12470.8,89.857,8952.843,0,,
171,13105.8,91.279,8812.151,0,,
172,13773.3,89.431,8994.613,0,,
173,14475.8,89.721,8966.364,0,,
174,15213.3,89.436,8995.129,0,,
175,15988.3,90.153,8923.254,0,,
176,16800.8,90.769,8863.354,0,,
177,17655.8,90.403,8899.13,0,,
178,18553.3,90.118,8926.91,0,,
179,19495.8,90.505,8886.535,0,,
180,20485.8,90.643,8874.647,0,,
181,21525.8,91.01,8843.503,0,,
182,22618.3,89.605,8981.19,0,,
183,23768.3,90.145,8920.029,0,,
184,24975.8,90.381,8895.311,0,,
185,26243.3,90.026,8934.417,0,,
186,27575.8,91.172,8816.499,0,,
187,28975.8,91.1,8828.044,0,,
188,30445.8,91.289,8802.13,0,,
189,31990.8,90.247,8903.211,0,,
190,33613.3,90.16,8911.422,0,,
191,35318.3,91.131,8813.874,0,,
192,37108.3,90.653,8860.127,0,,
193,38990.8,91.174,8807.69,0,,
194,40968.3,90.787,8843.852,0,,
195,43045.8,90.67,8856.771,0,,
196,45228.3,90.357,8886.785,0,,
197,47520.8,90.926,8833.428,0,,
198,49928.3,90.206,8900.991,0,,
199,52458.3,90.645,8856.949,0,,
200,55115.8,90.681,8852.355,0,,
201,57908.3,91.726,8752.275,0,,
202,60843.3,89.983,8920.593,0,,
203,63925.8,90.221,8896.419,0,,
204,67163.3,89.473,8969.554,0,,
205,70565.8,90.132,8904.7,0,,
206,74140.8,90.233,8892.169,0,,
207,77895.8,90.644,8852.781,0,,
208,81840.8,90.929,8823.389,0,,
209,85985.8,90.319,8884.506,0,,
210,90340.8,90.323,8882.531,0,,
211,94915.8,90.12,8902.78,0,,
212,99723.3,90.189,8896.498,0,,
213,104773.3,89.994,8915.597,0,,
214,110078.3,90.787,8838.291,0,,
215,115653.3,92.148,8708.007,0,,
216,121508.3,91.159,8801.845,0,,
217,127660.8,91.286,8789.053,0,,
218,134125.8,90.637,8853.047,0,,
219,140915.8,91.753,8746.362,0,,
220,148050.8,90.932,8823.313,0,,
221,155545.8,90.644,8852.651,0,,
222,163420.8,92.094,8714.328,0,,
223,171695.8,90.319,8884.469,0,,
224,180388.3,91.267,8792.529,0,,
225,189520.8,90.808,8837.946,0,,
226,199115.8,89.91,8925.794,0,,
227,209195.8,91.03,8816.311,0,,
----,,,,,,
DateTime:,      2021/06/11, 15:07:06,1.62343E+12,,,
PIF:,-587.06,,,,,
PARs:,0,0,0,0,0,0
Light:,0,0,0,0,0,0
Lamps:,    #00001,,,,,
Gain:,5,2, ,,,
S/N Ratio:,40.6,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,88.849,7028.411,0,,
2,3.3,88.721,7118.126,0,,
3,5.8,87.52,7209.204,0,,
4,8.3,87.051,7271.47,0,,
5,10.8,86.621,7347.68,0,,
6,13.3,87.233,7343.858,0,,
7,15.8,86.875,7417.633,0,,
8,18.3,86.262,7503.285,0,,
9,20.8,85.816,7571.822,0,,
10,23.3,85.305,7644.903,0,,
11,25.8,84.703,7728.751,0,,
12,28.3,85.196,7720.646,0,,
13,30.8,84.329,7841.999,0,,
14,33.3,84.936,7833.281,0,,
15,35.8,84.116,7953.834,0,,
16,38.3,84.556,7953.833,0,,
17,40.8,83.932,8051.38,0,,
18,43.3,83.573,8119.899,0,,
19,45.8,83.633,8148.783,0,,
20,48.3,82.833,8262.683,0,,
21,50.8,82.147,8363.639,0,,
22,53.3,82.086,8404.196,0,,
23,55.8,82.1,8440.8,0,,
24,58.3,81.957,8485.8,0,,
25,60.8,81.677,8547.872,0,,
26,63.3,82.801,8457.177,0,,
27,65.8,82.16,8551.236,0,,
28,68.3,81.1,8688.347,0,,
29,70.8,81.527,8667.412,0,,
30,73.3,81.57,8686.317,0,,
31,75.8,81.409,8726.893,0,,
32,78.3,80.866,8809.022,0,,
33,80.8,81.178,8794.129,0,,
34,83.3,80.606,8876.554,0,,
35,85.8,80.899,8859.973,0,,
36,88.3,80.695,8898.975,0,,
37,90.8,80.356,8950.794,0,,
38,93.3,81.479,8842.592,0,,
39,95.8,80.429,8967.226,0,,
40,98.3,81.27,8886.952,0,,
41,100.8,80.294,9005.189,0,,
42,103.3,81.166,8914.397,0,,
43,105.8,79.375,9123.122,0,,
44,108.3,80.292,9025.182,0,,
45,110.8,79.77,9088.709,0,,
46,113.3,79.62,9109.341,0,,
47,115.8,79.787,9093.805,0,,
48,118.3,80.262,9044.414,0,,
49,120.8,80.092,9067.409,0,,
50,123.3,79.853,9096.512,0,,
51,125.8,80.145,9063.684,0,,
52,128.3,80.315,9045.439,0,,
53,130.8,80.64,9009.05,0,,
54,133.3,80.278,9049.881,0,,
55,135.8,79.57,9130.138,0,,
56,138.3,80.209,9058.721,0,,
57,140.8,80.563,9015.112,0,,
58,143.3,79.07,9184.625,0,,
59,145.8,79.87,9090.629,0,,
60,148.3,79.608,9116.748,0,,
61,150.8,79.061,9178.274,0,,
62,153.3,79.55,9116.879,0,,
63,155.8,78.519,9235.501,0,,
64,158.3,79.887,9075.438,0,,
65,160.8,78.949,9175.655,0,,
66,163.3,78.77,9193.661,0,,
67,165.8,79.237,9135.237,0,,
68,168.3,78.934,9165.435,0,,
69,170.8,79.169,9134.717,0,,
70,173.3,78.906,9158.312,0,,
71,175.8,78.938,9148.814,0,,
72,178.3,78.189,9230.531,0,,
73,180.8,79.188,9110.593,0,,
74,183.3,78.497,9184.862,0,,
75,185.8,78.371,9194.568,0,,
76,188.3,78.947,9119.148,0,,
77,190.8,78.069,9213.707,0,,
78,193.3,78.256,9184.799,0,,
79,195.8,78.307,9169.617,0,,
80,198.3,77.614,9245.057,0,,
81,200.8,77.588,9239.119,0,,
82,203.3,76.889,9314.493,0,,
83,205.8,78.483,9119.229,0,,
84,208.3,77.28,9251.59,0,,
85,210.8,77.109,9263.368,0,,
86,213.3,76.761,9294.869,0,,
87,215.8,77.803,9159.831,0,,
88,218.3,77.071,9239.878,0,,
89,220.8,77.105,9227.994,0,,
90,223.3,77.485,9174.048,0,,
91,225.8,76.737,9254.267,0,,
92,228.3,77.119,9197.509,0,,
93,230.8,76.391,9276.522,0,,
94,233.3,76.777,9219.197,0,,
95,235.8,76.843,9203,0,,
96,238.3,76.295,9259.377,0,,
97,240.8,76.49,9224.361,0,,
98,243.3,75.616,9321.705,0,,
99,245.8,76.958,9150.585,0,,
100,250.8,77.463,9180.514,0,,
101,273.3,79.6,9089.581,0,,
102,295.8,81.28,8946.633,0,,
103,318.3,81.298,8964.785,0,,
104,343.3,81.195,8981.134,0,,
105,368.3,82.585,8825.686,0,,
106,395.8,82.203,8861.712,0,,
107,423.3,81.984,8872.035,0,,
108,453.3,81.738,8885.023,0,,
109,483.3,82.339,8801.077,0,,
110,515.8,83.027,8710.899,0,,
111,550.8,83.578,8630.763,0,,
112,585.8,83.575,8611.755,0,,
113,623.3,83.508,8592.399,0,,
114,663.3,83.49,8567.7,0,,
115,705.8,83.345,8555.305,0,,
116,748.3,83.365,8531.642,0,,
117,793.3,84.335,8410.546,0,,
118,840.8,84.335,8392.547,0,,
119,890.8,83.716,8438.358,0,,
120,943.3,83.717,8421.634,0,,
121,998.3,84.152,8364.041,0,,
122,1055.8,84.486,8311.287,0,,
123,1115.8,84.921,8250.454,0,,
124,1178.3,85.408,8185.814,0,,
125,1245.8,84.947,8210.048,0,,
126,1315.8,85.136,8175.866,0,,
127,1388.3,86.358,8040.831,0,,
128,1465.8,86.07,8053.347,0,,
129,1545.8,85.195,8119.005,0,,
130,1630.8,85.742,8047.849,0,,
131,1720.8,84.585,8138.154,0,,
132,1815.8,84.377,8138.017,0,,
133,1913.3,86.664,7906.682,0,,
134,2015.8,86.107,7941.348,0,,
135,2123.3,85.667,7964.163,0,,
136,2238.3,86.932,7829.257,0,,
137,2358.3,87.022,7802.285,0,,
138,2483.3,85.557,7914.641,0,,
139,2615.8,86.809,7785.563,0,,
140,2753.3,86.052,7836.402,0,,
141,2898.3,86.662,7764.194,0,,
142,3050.8,86.433,7765.121,0,,
143,3210.8,86.493,7742.057,0,,
144,3378.3,86.582,7719.311,0,,
145,3555.8,87.324,7635.224,0,,
146,3740.8,87.707,7586.814,0,,
147,3935.8,86.708,7658.831,0,,
148,4140.8,87.691,7558.139,0,,
149,4355.8,86.896,7613.563,0,,
150,4580.8,87.965,7505.1,0,,
151,4818.3,87.597,7525.043,0,,
152,5068.3,88.227,7457.232,0,,
153,5330.8,88.624,7412.098,0,,
154,5605.8,87.246,7516.403,0,,
155,5895.8,89.351,7330.147,0,,
156,6200.8,87.609,7465.634,0,,
157,6520.8,89.685,7283.66,0,,
158,6855.8,88.594,7363.225,0,,
159,7208.3,88.685,7348.317,0,,
160,7578.3,88.943,7319.338,0,,
161,7965.8,88.888,7312.91,0,,
162,8373.3,88.361,7351.062,0,,
163,8800.8,89.31,7266.295,0,,
164,9250.8,88.793,7303.393,0,,
165,9723.3,89.415,7246.911,0,,
166,10220.8,89.507,7239.413,0,,
167,10743.3,89.222,7246.737,0,,
168,11290.8,89.707,7207.347,0,,
169,11865.8,89.615,7212.982,0,,
170,12470.8,88.662,7284.025,0,,
171,13105.8,89.69,7193.582,0,,
172,13773.3,88.924,7243.307,0,,
173,14475.8,89.867,7172.395,0,,
174,15213.3,89.309,7210.04,0,,
175,15988.3,89.364,7200.629,0,,
176,16800.8,89.415,7187.092,0,,
177,17655.8,89.813,7155.563,0,,
178,18553.3,89.646,7163.777,0,,
179,19495.8,90.777,7070.817,0,,
180,20485.8,89.666,7152.869,0,,
181,21525.8,90.59,7074.356,0,,
182,22618.3,88.945,7202.394,0,,
183,23768.3,90.251,7092.026,0,,
184,24975.8,90.317,7082.318,0,,
185,26243.3,90.654,7049.952,0,,
186,27575.8,88.532,7216.964,0,,
187,28975.8,89.268,7155.115,0,,
188,30445.8,89.965,7095.287,0,,
189,31990.8,88.478,7209.223,0,,
190,33613.3,90.324,7058.644,0,,
191,35318.3,90.564,7036.32,0,,
192,37108.3,89.608,7106.979,0,,
193,38990.8,90.314,7048.787,0,,
194,40968.3,90.165,7056.699,0,,
195,43045.8,90.299,7041.49,0,,
196,45228.3,90.046,7057.432,0,,
197,47520.8,90.174,7044.178,0,,
198,49928.3,89.423,7100.463,0,,
199,52458.3,90.309,7028.06,0,,
200,55115.8,90.642,6998.985,0,,
201,57908.3,89.889,7054.558,0,,
202,60843.3,90.618,6996.827,0,,
203,63925.8,89.956,7047.187,0,,
204,67163.3,89.519,7078.776,0,,
205,70565.8,90.134,7026.192,0,,
206,74140.8,89.939,7040.78,0,,
207,77895.8,89.836,7043.979,0,,
208,81840.8,91.033,6951.632,0,,
209,85985.8,90.067,7023.451,0,,
210,90340.8,90.642,6975.743,0,,
211,94915.8,89.145,7090.979,0,,
212,99723.3,90.527,6982.107,0,,
213,104773.3,89.409,7066.493,0,,
214,110078.3,90.306,6995.64,0,,
215,115653.3,90.509,6980.174,0,,
216,121508.3,89.972,7019.731,0,,
217,127660.8,90.726,6960.553,0,,
218,134125.8,89.82,7025.434,0,,
219,140915.8,89.901,7019.381,0,,
220,148050.8,91.932,6863.188,0,,
221,155545.8,89.261,7066.809,0,,
222,163420.8,91.161,6917.151,0,,
223,171695.8,89.936,7011.446,0,,
224,180388.3,90.543,6966.213,0,,
225,189520.8,90.093,7001.123,0,,
226,199115.8,91.11,6918.509,0,,
227,209195.8,90.297,6978.905,0,,
----,,,,,,
