----,
DateTime:,      2021/06/11, 13:46:05, 1623429964901,
PIF:,           -605.00,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           5,    2, 
S/N Ratio:,   229.36,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    176.196,     407.545,      0.000,
    2,        3.3,    182.644,     410.299,      0.000,
    3,        5.8,    184.408,     412.931,      0.000,
    4,        8.3,    184.491,     412.095,      0.000,
    5,       10.8,    183.715,     414.598,      0.000,
    6,       13.3,    184.185,     414.842,      0.000,
    7,       15.8,    184.454,     414.780,      0.000,
    8,       18.3,    184.265,     417.484,      0.000,
    9,       20.8,    183.697,     419.972,      0.000,
   10,       23.3,    184.175,     420.185,      0.000,
   11,       25.8,    183.860,     422.429,      0.000,
   12,       28.3,    183.876,     423.371,      0.000,
   13,       30.8,    183.829,     424.568,      0.000,
   14,       33.3,    184.042,     425.923,      0.000,
   15,       35.8,    183.865,     427.203,      0.000,
   16,       38.3,    184.411,     427.890,      0.000,
   17,       40.8,    184.765,     428.370,      0.000,
   18,       43.3,    184.320,     430.490,      0.000,
   19,       45.8,    184.521,     431.213,      0.000,
   20,       48.3,    184.358,     433.112,      0.000,
   21,       50.8,    183.774,     435.794,      0.000,
   22,       53.3,    184.121,     435.843,      0.000,
   23,       55.8,    184.126,     436.808,      0.000,
   24,       58.3,    184.269,     438.639,      0.000,
   25,       60.8,    184.036,     440.390,      0.000,
   26,       63.3,    184.343,     441.719,      0.000,
   27,       65.8,    184.142,     442.745,      0.000,
   28,       68.3,    184.494,     444.501,      0.000,
   29,       70.8,    184.256,     445.618,      0.000,
   30,       73.3,    184.148,     447.942,      0.000,
   31,       75.8,    184.066,     449.011,      0.000,
   32,       78.3,    184.251,     449.428,      0.000,
