----,
DateTime:,      2021/11/10, 14:49:11, 1636570151456,
PIF:,           -595.14,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           5,    2, 
S/N Ratio:,   272.92,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    176.365,     233.194,      0.000,
    2,        3.3,    182.451,     236.067,      0.000,
    3,        5.8,    184.019,     238.819,      0.000,
    4,        8.3,    184.103,     240.775,      0.000,
    5,       10.8,    184.101,     242.733,      0.000,
    6,       13.3,    184.477,     242.780,      0.000,
    7,       15.8,    183.971,     245.840,      0.000,
    8,       18.3,    183.976,     247.572,      0.000,
    9,       20.8,    183.988,     248.644,      0.000,
   10,       23.3,    183.984,     250.170,      0.000,
   11,       25.8,    184.055,     251.813,      0.000,
   12,       28.3,    184.071,     253.312,      0.000,
   13,       30.8,    183.927,     255.685,      0.000,
   14,       33.3,    184.141,     257.777,      0.000,
   15,       35.8,    183.867,     259.358,      0.000,
   16,       38.3,    184.222,     261.246,      0.000,
   17,       40.8,    183.804,     262.928,      0.000,
   18,       43.3,    183.938,     264.369,      0.000,
   19,       45.8,    183.946,     266.205,      0.000,
   20,       48.3,    184.170,     267.293,      0.000,
   21,       50.8,    183.776,     269.716,      0.000,
   22,       53.3,    183.835,     271.262,      0.000,
   23,       55.8,    183.454,     273.569,      0.000,
   24,       58.3,    183.502,     274.479,      0.000,
   25,       60.8,    183.750,     276.176,      0.000,
   26,       63.3,    183.865,     277.961,      0.000,
   27,       65.8,    184.339,     278.440,      0.000,
   28,       68.3,    183.921,     280.378,      0.000,
   29,       70.8,    183.682,     282.812,      0.000,
   30,       73.3,    183.671,     284.027,      0.000,
   31,       75.8,    183.877,     285.230,      0.000,
   32,       78.3,    184.063,     286.789,      0.000,
