----,
DateTime:,      2021/11/10, 13:19:34, 1636564774246,
PIF:,           -589.83,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           5,    2, 
S/N Ratio:,   239.10,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,
    1,        0.8,    177.354,     241.889,
    2,        3.3,    182.663,     244.623,
    3,        5.8,    184.427,     247.252,
    4,        8.3,    184.413,     248.030,
    5,       10.8,    184.991,     248.985,
    6,       13.3,    184.204,     252.002,
    7,       15.8,    184.569,     253.563,
    8,       18.3,    184.671,     254.615,
    9,       20.8,    184.102,     256.813,
   10,       23.3,    184.291,     257.527,
   11,       25.8,    184.458,     259.246,
   12,       28.3,    184.088,     261.505,
   13,       30.8,    184.137,     263.173,
   14,       33.3,    183.772,     265.437,
   15,       35.8,    183.403,     267.716,
   16,       38.3,    184.046,     269.063,
   17,       40.8,    183.822,     270.479,
   18,       43.3,    183.762,     271.873,
   19,       45.8,    183.867,     273.241,
   20,       48.3,    184.089,     274.975,
   21,       50.8,    184.660,     275.100,
   22,       53.3,    184.236,     277.469,
   23,       55.8,    183.857,     279.021,
   24,       58.3,    184.000,     280.760,
   25,       60.8,    183.863,     282.383,
   26,       63.3,    183.881,     284.096,
   27,       65.8,    183.584,     286.190,
   28,       68.3,    183.840,     287.096,
   29,       70.8,    183.987,     288.824,
   30,       73.3,    183.976,     290.364,
   31,       75.8,    184.182,     291.559,
   32,       78.3,    184.271,     293.155,
   33,       80.8,    184.534,     295.013,
   34,       83.3,    184.355,     296.275,
   35,       85.8,    184.683,     297.157,
   36,       88.3,    184.582,     299.163,
   37,       90.8,    184.078,     301.610,
   38,       93.3,    184.068,     302.932,
   39,       95.8,    183.963,     304.409,
   40,       98.3,    183.934,     306.741,
   41,      100.8,    184.405,     306.824,
   42,      103.3,    184.202,     308.357,
   43,      105.8,    184.180,     309.914,
   44,      108.3,    183.863,     311.753,
   45,      110.8,    184.138,     312.700,
   46,      113.3,    184.432,     314.153,
   47,      115.8,    183.869,     316.421,
   48,      118.3,    183.714,     317.885,
   49,      120.8,    183.938,     318.912,
   50,      123.3,    183.911,     319.937,
   51,      125.8,    184.001,     322.062,
   52,      128.3,    184.157,     321.898,
   53,      130.8,    184.199,     323.779,
   54,      133.3,    183.865,     325.456,
   55,      135.8,    184.270,     326.368,
   56,      138.3,    183.597,     328.110,
   57,      140.8,    184.415,     328.498,
   58,      143.3,    184.042,     329.923,
   59,      145.8,    183.934,     331.641,
   60,      148.3,    184.193,     331.608,
   61,      150.8,    184.022,     334.090,
   62,      153.3,    183.807,     336.113,
