----,
DateTime:,      2021/05/12, 14:21:42, 1620840102473,
PIF:,          -1505.83,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           2,    2, 
S/N Ratio:,   185.53,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    177.226,     350.860,      0.000,
    2,        3.3,    182.335,     353.134,      0.000,
    3,        5.8,    184.289,     355.320,      0.000,
    4,        8.3,    184.661,     354.875,      0.000,
    5,       10.8,    184.658,     353.526,      0.000,
    6,       13.3,    184.066,     358.466,      0.000,
    7,       15.8,    184.527,     358.926,      0.000,
    8,       18.3,    184.146,     360.755,      0.000,
    9,       20.8,    184.253,     360.817,      0.000,
   10,       23.3,    184.248,     364.353,      0.000,
   11,       25.8,    183.741,     367.264,      0.000,
   12,       28.3,    183.853,     367.312,      0.000,
   13,       30.8,    183.998,     368.110,      0.000,
   14,       33.3,    183.827,     369.813,      0.000,
   15,       35.8,    184.035,     371.569,      0.000,
   16,       38.3,    183.907,     373.730,      0.000,
   17,       40.8,    184.260,     374.099,      0.000,
   18,       43.3,    183.816,     375.004,      0.000,
   19,       45.8,    183.824,     379.066,      0.000,
   20,       48.3,    183.662,     380.218,      0.000,
   21,       50.8,    183.751,     381.121,      0.000,
   22,       53.3,    183.809,     382.906,      0.000,
   23,       55.8,    183.814,     384.526,      0.000,
   24,       58.3,    184.149,     383.827,      0.000,
   25,       60.8,    183.724,     386.892,      0.000,
   26,       63.3,    183.743,     389.847,      0.000,
   27,       65.8,    184.118,     389.596,      0.000,
   28,       68.3,    183.798,     391.362,      0.000,
   29,       70.8,    183.848,     393.159,      0.000,
   30,       73.3,    183.741,     396.382,      0.000,
   31,       75.8,    183.946,     396.211,      0.000,
   32,       78.3,    183.652,     398.208,      0.000,
