----,
DateTime:,      2021/05/12, 14:32:12, 1620840732511,
PIF:,          -1526.57,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #00001,
Gain:,           2,    2, 
S/N Ratio:,    68.94,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,
    1,        0.8,     89.937,    2502.007,
    2,        3.3,     90.163,    2526.473,
    3,        5.8,     88.611,    2551.305,
    4,        8.3,     88.497,    2559.099,
    5,       10.8,     88.432,    2575.668,
    6,       13.3,     87.440,    2623.203,
    7,       15.8,     87.442,    2637.999,
    8,       18.3,     87.906,    2634.328,
    9,       20.8,     87.287,    2667.911,
   10,       23.3,     86.778,    2693.326,
   11,       25.8,     86.183,    2725.868,
   12,       28.3,     85.779,    2752.109,
   13,       30.8,     85.456,    2781.235,
   14,       33.3,     85.701,    2789.603,
   15,       35.8,     85.247,    2823.815,
   16,       38.3,     85.506,    2835.728,
   17,       40.8,     84.887,    2874.672,
   18,       43.3,     84.711,    2896.586,
   19,       45.8,     84.230,    2931.513,
   20,       48.3,     83.979,    2958.163,
   21,       50.8,     84.020,    2973.985,
   22,       53.3,     84.324,    2981.024,
   23,       55.8,     83.615,    3027.857,
   24,       58.3,     83.473,    3050.355,
   25,       60.8,     84.104,    3046.510,
   26,       63.3,     83.953,    3069.830,
   27,       65.8,     84.225,    3078.352,
   28,       68.3,     83.535,    3123.498,
   29,       70.8,     82.872,    3163.603,
   30,       73.3,     83.279,    3163.117,
   31,       75.8,     82.392,    3217.213,
   32,       78.3,     83.671,    3181.198,
   33,       80.8,     82.711,    3235.636,
   34,       83.3,     83.053,    3238.567,
   35,       85.8,     81.525,    3313.994,
   36,       88.3,     82.598,    3283.048,
   37,       90.8,     82.261,    3309.872,
   38,       93.3,     81.554,    3352.033,
   39,       95.8,     81.606,    3362.777,
   40,       98.3,     81.531,    3378.761,
   41,      100.8,     81.290,    3401.051,
   42,      103.3,     81.611,    3401.798,
   43,      105.8,     81.112,    3432.582,
   44,      108.3,     80.925,    3451.017,
   45,      110.8,     81.139,    3451.760,
   46,      113.3,     80.991,    3469.809,
   47,      115.8,     81.339,    3462.314,
   48,      118.3,     81.081,    3486.289,
   49,      120.8,     80.729,    3511.430,
   50,      123.3,     80.677,    3520.499,
   51,      125.8,     80.598,    3531.378,
   52,      128.3,     80.402,    3548.091,
   53,      130.8,     80.908,    3530.842,
   54,      133.3,     80.181,    3572.842,
   55,      135.8,     80.029,    3585.242,
   56,      138.3,     79.376,    3622.310,
   57,      140.8,     79.360,    3629.946,
   58,      143.3,     80.084,    3600.868,
   59,      145.8,     79.591,    3628.198,
   60,      148.3,     79.516,    3636.045,
   61,      150.8,     79.157,    3660.117,
   62,      153.3,     79.642,    3640.328,
   63,      155.8,     79.172,    3666.375,
   64,      158.3,     78.685,    3694.762,
   65,      160.8,     79.230,    3674.404,
   66,      163.3,     79.052,    3683.285,
   67,      165.8,     78.593,    3707.374,
   68,      168.3,     77.922,    3745.718,
   69,      170.8,     77.787,    3749.651,
   70,      173.3,     78.449,    3722.459,
   71,      175.8,     78.110,    3737.318,
   72,      178.3,     77.736,    3758.526,
   73,      180.8,     78.544,    3722.425,
   74,      183.3,     78.784,    3714.251,
   75,      185.8,     77.731,    3763.899,
   76,      188.3,     77.933,    3759.947,
   77,      190.8,     76.874,    3813.669,
   78,      193.3,     77.246,    3795.328,
   79,      195.8,     77.482,    3784.406,
   80,      198.3,     76.421,    3838.262,
   81,      200.8,     76.953,    3813.674,
   82,      203.3,     76.444,    3839.059,
   83,      205.8,     76.911,    3814.429,
   84,      208.3,     77.205,    3801.235,
   85,      210.8,     77.034,    3807.706,
   86,      213.3,     77.247,    3795.909,
   87,      215.8,     76.048,    3855.096,
   88,      218.3,     76.252,    3848.087,
   89,      220.8,     75.912,    3863.959,
   90,      223.3,     76.290,    3840.930,
   91,      225.8,     75.733,    3870.475,
   92,      228.3,     75.180,    3898.260,
   93,      230.8,     75.949,    3860.141,
   94,      233.3,     75.959,    3857.626,
   95,      235.8,     76.211,    3842.920,
   96,      238.3,     75.666,    3869.261,
   97,      240.8,     76.420,    3831.763,
   98,      243.3,     75.738,    3863.601,
   99,      245.8,     75.202,    3891.139,
  100,      250.8,     76.268,    3870.861,
  101,      273.3,     79.325,    3807.391,
  102,      295.8,     79.837,    3806.248,
  103,      318.3,     80.410,    3789.749,
  104,      343.3,     81.633,    3729.323,
  105,      368.3,     81.689,    3721.278,
  106,      395.8,     82.205,    3687.748,
  107,      423.3,     83.082,    3640.993,
  108,      453.3,     82.293,    3661.316,
  109,      483.3,     83.431,    3596.439,
  110,      515.8,     82.245,    3638.007,
  111,      550.8,     82.769,    3599.861,
  112,      585.8,     82.940,    3577.967,
  113,      623.3,     83.974,    3519.676,
