----,
DateTime:,      2021/05/12, 14:13:42, 1620839622110,
PIF:,          -1507.91,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           2,    2, 
S/N Ratio:,   158.29,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    177.101,     357.536,      0.000,
    2,        3.3,    182.887,     359.567,      0.000,
    3,        5.8,    184.557,     361.516,      0.000,
    4,        8.3,    184.446,     361.733,      0.000,
    5,       10.8,    184.056,     362.770,      0.000,
    6,       13.3,    184.141,     363.690,      0.000,
    7,       15.8,    184.312,     366.607,      0.000,
    8,       18.3,    184.027,     366.902,      0.000,
    9,       20.8,    184.424,     367.739,      0.000,
   10,       23.3,    184.324,     370.110,      0.000,
   11,       25.8,    183.815,     373.038,      0.000,
   12,       28.3,    184.024,     375.060,      0.000,
   13,       30.8,    184.169,     375.579,      0.000,
   14,       33.3,    183.709,     376.521,      0.000,
   15,       35.8,    184.206,     377.947,      0.000,
   16,       38.3,    184.174,     380.455,      0.000,
   17,       40.8,    183.950,     380.918,      0.000,
   18,       43.3,    183.794,     383.419,      0.000,
   19,       45.8,    184.477,     383.356,      0.000,
   20,       48.3,    183.929,     386.400,      0.000,
   21,       50.8,    184.211,     386.894,      0.000,
   22,       53.3,    184.461,     387.996,      0.000,
   23,       55.8,    184.178,     390.221,      0.000,
   24,       58.3,    184.225,     391.750,      0.000,
   25,       60.8,    184.088,     393.128,      0.000,
   26,       63.3,    183.818,     395.338,      0.000,
   27,       65.8,    184.194,     397.517,      0.000,
   28,       68.3,    183.681,     399.172,      0.000,
   29,       70.8,    183.346,     400.445,      0.000,
   30,       73.3,    183.624,     402.563,      0.000,
   31,       75.8,    183.830,     401.840,      0.000,
   32,       78.3,    183.823,     404.031,      0.000,
