----,
DateTime:,      2021/05/12, 15:10:13, 1620843013406,
PIF:,          -1526.50,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #00001,
Gain:,           2,    2, 
S/N Ratio:,    58.92,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,     89.807,    2434.323,      0.000,
    2,        3.3,     90.038,    2448.358,      0.000,
    3,        5.8,     89.186,    2462.491,      0.000,
    4,        8.3,     87.991,    2499.905,      0.000,
    5,       10.8,     88.100,    2511.003,      0.000,
    6,       13.3,     87.271,    2548.594,      0.000,
    7,       15.8,     87.995,    2542.397,      0.000,
    8,       18.3,     87.376,    2572.991,      0.000,
    9,       20.8,     86.201,    2620.268,      0.000,
   10,       23.3,     87.137,    2601.857,      0.000,
   11,       25.8,     85.257,    2669.784,      0.000,
   12,       28.3,     86.119,    2659.323,      0.000,
   13,       30.8,     85.791,    2681.161,      0.000,
   14,       33.3,     85.492,    2706.320,      0.000,
   15,       35.8,     85.029,    2737.509,      0.000,
   16,       38.3,     85.291,    2750.216,      0.000,
   17,       40.8,     85.026,    2777.006,      0.000,
   18,       43.3,     84.664,    2806.595,      0.000,
   19,       45.8,     84.725,    2820.527,      0.000,
   20,       48.3,     84.652,    2837.737,      0.000,
   21,       50.8,     84.693,    2851.119,      0.000,
   22,       53.3,     84.818,    2867.555,      0.000,
   23,       55.8,     83.913,    2912.772,      0.000,
   24,       58.3,     84.320,    2915.890,      0.000,
   25,       60.8,     83.488,    2964.728,      0.000,
   26,       63.3,     82.966,    2999.636,      0.000,
   27,       65.8,     82.318,    3041.496,      0.000,
   28,       68.3,     82.907,    3035.550,      0.000,
   29,       70.8,     82.785,    3053.312,      0.000,
   30,       73.3,     83.199,    3054.363,      0.000,
   31,       75.8,     82.482,    3097.884,      0.000,
