----,
DateTime:,      2021/05/12, 13:59:42, 1620838782212,
PIF:,          -15890.00,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #10000,
Gain:,           2,    2, 
S/N Ratio:,    -0.00,
Position:,    0.0,        0.0,   NoData,
Cycles:,        1,
     1,        99,        100,        227,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,
    1,        0.8,    180.415,      -0.000,
    2,        3.3,    182.007,      -0.000,
    3,        5.8,    183.572,      -0.000,
    4,        8.3,    183.462,      -0.000,
    5,       10.8,    183.363,      -0.000,
    6,       13.3,    183.254,      -0.000,
    7,       15.8,    183.137,      -0.000,
    8,       18.3,    183.046,      -0.000,
    9,       20.8,    182.961,      -0.000,
   10,       23.3,    182.861,      -0.000,
   11,       25.8,    182.835,      -0.000,
   12,       28.3,    182.755,      -0.000,
   13,       30.8,    182.708,      -0.000,
   14,       33.3,    182.633,      -0.000,
   15,       35.8,    182.648,      -0.000,
   16,       38.3,    182.617,      -0.000,
   17,       40.8,    182.586,      -0.000,
   18,       43.3,    182.526,      -0.000,
   19,       45.8,    182.535,      -0.000,
   20,       48.3,    182.469,      -0.000,
   21,       50.8,    182.462,      -0.000,
   22,       53.3,    182.424,      -0.000,
   23,       55.8,    182.430,      -0.000,
   24,       58.3,    182.381,      -0.000,
   25,       60.8,    182.341,      -0.000,
   26,       63.3,    182.359,      -0.000,
   27,       65.8,    182.350,      -0.000,
   28,       68.3,    182.318,      -0.000,
   29,       70.8,    182.273,      -0.000,
   30,       73.3,    182.262,      -0.000,
   31,       75.8,    182.275,      -0.000,
   32,       78.3,    182.268,      -0.000,
   33,       80.8,    182.243,      -0.000,
   34,       83.3,    182.257,      -0.000,
   35,       85.8,    182.201,      -0.000,
   36,       88.3,    182.196,      -0.000,
   37,       90.8,    182.173,      -0.000,
   38,       93.3,    182.162,      -0.000,
   39,       95.8,    182.153,      -0.000,
   40,       98.3,    182.125,      -0.000,
   41,      100.8,    182.116,      -0.000,
   42,      103.3,    182.105,      -0.000,
