----,
DateTime:        , 2021/12/10, 15:50:03, 1639165803718,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -297.42,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,             10,       5, 
Sio:,    133.58,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    527.042,
    1,        0.8,     90.109,     531.657,    529.869,
    2,        3.3,     91.165,     535.802,    533.939,
    3,        5.8,     90.320,     539.937,    538.172,
    4,        8.3,     89.898,     542.583,    542.473,
    5,       10.8,     89.687,     546.536,    546.781,
    6,       13.3,     89.406,     549.374,    551.054,
    7,       15.8,     88.984,     552.879,    555.263,
    8,       18.3,     88.632,     556.879,    559.397,
    9,       20.8,     88.280,     560.796,    563.445,
   10,       23.3,     87.436,     567.240,    567.388,
   11,       25.8,     87.155,     570.678,    571.240,
   12,       28.3,     86.873,     573.217,    575.001,
   13,       30.8,     86.592,     577.851,    578.671,
   14,       33.3,     86.311,     582.400,    582.251,
   15,       35.8,     85.748,     587.972,    585.733,
   16,       38.3,     85.607,     589.756,    589.130,
   17,       40.8,     85.818,     590.985,    592.453,
   18,       43.3,     84.904,     598.529,    595.675,
   19,       45.8,     85.115,     597.632,    598.823,
   20,       48.3,     84.552,     603.384,    601.881,
   21,       50.8,     84.130,     606.768,    604.852,
   22,       53.3,     84.130,     609.026,    607.748,
   23,       55.8,     83.989,     610.404,    610.568,
   24,       58.3,     83.567,     615.162,    613.307,
   25,       60.8,     83.426,     617.398,    615.971,
   26,       63.3,     83.075,     621.216,    618.557,
   27,       65.8,     83.075,     622.179,    621.075,
   28,       68.3,     82.864,     624.488,    623.521,
   29,       70.8,     82.653,     626.687,    625.898,
