
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.316	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Robust Oxygen Probe (normal range)	umol/l	OFF	XB7-534-211	1	ON External	20.000	ON	1013	5.000	15%	400x	2	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	200	Offset ('C):	-0.200	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	Toffset(K)	
Ch 1	0% Calibration	Air with 100% Humidity or Air Saturated Water	22.272	22.106	1003	100.000	20.950	53.391	22.874	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	-0.200	
Data	Smoothing:	3	
Date:	2021-12-10	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
2021-12-10	14:02:44	0.00		210.75	---	---	---	22.304	---	---	---	1026.09	15.392	22.304	---	---	25.383	---	---	---	300.030	---	---	---	5.506	---	---	---	
2021-12-10	14:02:45	1.00		210.91	---	---	---	22.303	---	---	---	1026.09	15.392	22.303	---	---	25.374	---	---	---	300.025	---	---	---	5.500	---	---	---	
2021-12-10	14:02:46	2.00		210.89	---	---	---	22.303	---	---	---	1026.09	15.392	22.303	---	---	25.375	---	---	---	300.071	---	---	---	5.522	---	---	---	
2021-12-10	14:02:47	3.00		210.81	---	---	---	22.303	---	---	---	1026.09	15.392	22.303	---	---	25.380	---	---	---	300.088	---	---	---	5.527	---	---	---	
2021-12-10	14:02:48	4.00		210.64	---	---	---	22.304	---	---	---	1026.08	15.392	22.304	---	---	25.389	---	---	---	300.104	---	---	---	5.526	---	---	---	
2021-12-10	14:02:49	5.00		210.47	---	---	---	22.317	---	---	---	1026.04	15.392	22.317	---	---	25.394	---	---	---	300.062	---	---	---	5.507	---	---	---	
2021-12-10	14:02:50	6.00		210.27	---	---	---	22.326	---	---	---	1026.07	15.392	22.326	---	---	25.403	---	---	---	300.075	---	---	---	5.495	---	---	---	
2021-12-10	14:02:51	7.00		210.47	---	---	---	22.318	---	---	---	1026.08	15.392	22.318	---	---	25.394	---	---	---	300.071	---	---	---	5.498	---	---	---	
2021-12-10	14:02:52	8.00		210.59	---	---	---	22.298	---	---	---	1026.11	15.407	22.298	---	---	25.394	---	---	---	300.113	---	---	---	5.496	---	---	---	
2021-12-10	14:02:53	9.00		210.73	---	---	---	22.283	---	---	---	1026.05	15.423	22.283	---	---	25.391	---	---	---	300.125	---	---	---	5.511	---	---	---	
2021-12-10	14:02:54	10.00		210.58	---	---	---	22.284	---	---	---	1026.05	15.438	22.284	---	---	25.399	---	---	---	300.181	---	---	---	5.509	---	---	---	
2021-12-10	14:02:55	11.00		210.41	---	---	---	22.291	---	---	---	1026.01	15.438	22.291	---	---	25.407	---	---	---	300.168	---	---	---	5.502	---	---	---	
2021-12-10	14:02:56	12.00		210.47	---	---	---	22.291	---	---	---	1026.01	15.438	22.291	---	---	25.403	---	---	---	300.121	---	---	---	5.484	---	---	---	
2021-12-10	14:02:57	13.00		210.33	---	---	---	22.306	---	---	---	1026.05	15.438	22.306	---	---	25.407	---	---	---	300.109	---	---	---	5.487	---	---	---	
2021-12-10	14:02:58	14.00		210.42	---	---	---	22.304	---	---	---	1026.07	15.438	22.304	---	---	25.402	---	---	---	300.075	---	---	---	5.502	---	---	---	
2021-12-10	14:02:59	15.00		210.30	---	---	---	22.324	---	---	---	1026.09	15.438	22.324	---	---	25.402	---	---	---	300.111	---	---	---	5.510	---	---	---	
2021-12-10	14:03:00	16.00		210.37	---	---	---	22.323	---	---	---	1026.06	15.438	22.323	---	---	25.399	---	---	---	300.113	---	---	---	5.498	---	---	---	
2021-12-10	14:03:01	17.00		210.39	---	---	---	22.324	---	---	---	1026.11	15.438	22.324	---	---	25.397	---	---	---	300.164	---	---	---	5.498	---	---	---	
2021-12-10	14:03:02	18.00		210.46	---	---	---	22.312	---	---	---	1026.10	15.438	22.312	---	---	25.397	---	---	---	300.157	---	---	---	5.501	---	---	---	
2021-12-10	14:03:03	19.00		210.54	---	---	---	22.298	---	---	---	1026.11	15.438	22.298	---	---	25.397	---	---	---	300.140	---	---	---	5.517	---	---	---	
2021-12-10	14:03:04	20.00		210.42	---	---	---	22.312	---	---	---	1026.10	15.423	22.312	---	---	25.399	---	---	---	300.128	---	---	---	5.512	---	---	---	
2021-12-10	14:03:05	21.00		210.38	---	---	---	22.319	---	---	---	1026.08	15.407	22.319	---	---	25.399	---	---	---	300.142	---	---	---	5.500	---	---	---	
2021-12-10	14:03:06	22.00		210.36	---	---	---	22.325	---	---	---	1026.07	15.407	22.325	---	---	25.398	---	---	---	300.181	---	---	---	5.491	---	---	---	
2021-12-10	14:03:07	23.00		210.60	---	---	---	22.297	---	---	---	1026.01	15.423	22.297	---	---	25.394	---	---	---	300.185	---	---	---	5.494	---	---	---	
2021-12-10	14:03:08	24.00		210.55	---	---	---	22.297	---	---	---	1026.01	15.438	22.297	---	---	25.397	---	---	---	300.193	---	---	---	5.503	---	---	---	
2021-12-10	14:03:09	25.00		210.41	---	---	---	22.305	---	---	---	1025.99	15.438	22.305	---	---	25.402	---	---	---	300.195	---	---	---	5.517	---	---	---	
2021-12-10	14:03:10	26.00		210.15	---	---	---	22.319	---	---	---	1025.99	15.438	22.319	---	---	25.412	---	---	---	300.254	---	---	---	5.499	---	---	---	
