----,
DateTime:        , 2022/04/19, 12:34:39, 1650382479631,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -628.56,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00010,
Gain:,              5,       5, 
Sio:,    872.18,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,   1261.803,
    1,        0.8,    145.286,    1310.762,   1337.585,
    2,        3.3,    154.074,    1337.883,   1365.346,
    3,        5.8,    153.911,    1363.484,   1393.501,
    4,        8.3,    153.875,    1392.269,   1421.661,
    5,       10.8,    154.038,    1422.608,   1449.536,
    6,       13.3,    154.110,    1453.087,   1476.873,
    7,       15.8,    154.002,    1485.928,   1503.477,
    8,       18.3,    154.110,    1514.601,   1529.236,
    9,       20.8,    153.893,    1545.198,   1554.035,
   10,       23.3,    153.839,    1573.954,   1577.824,
   11,       25.8,    153.712,    1601.013,   1600.567,
   12,       28.3,    153.658,    1626.308,   1622.251,
   13,       30.8,    153.640,    1650.452,   1642.876,
   14,       33.3,    153.731,    1672.118,   1662.458,
   15,       35.8,    153.622,    1693.609,   1681.014,
   16,       38.3,    153.694,    1710.899,   1698.572,
   17,       40.8,    153.495,    1730.055,   1715.165,
   18,       43.3,    153.495,    1745.430,   1730.825,
   19,       45.8,    153.477,    1759.709,   1745.591,
   20,       48.3,    153.387,    1773.916,   1759.503,
   21,       50.8,    153.351,    1785.942,   1772.600,
   22,       53.3,    153.369,    1796.946,   1784.919,
   23,       55.8,    153.297,    1807.579,   1796.503,
   24,       58.3,    153.278,    1817.969,   1807.388,
   25,       60.8,    153.278,    1827.234,   1817.611,
   26,       63.3,    153.315,    1834.238,   1827.207,
   27,       65.8,    153.188,    1842.804,   1836.218,
