----,
DateTime:        , 2022/04/25, 16:09:43, 1650913782913,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -624.20,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00010,
Gain:,              5,       5, 
Sio:,   1325.72,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,   1114.051,
    1,        0.8,    144.123,    1163.865,   1208.616,
    2,        3.3,    153.870,    1191.981,   1218.429,
    3,        5.8,    153.834,    1218.323,   1238.703,
    4,        8.3,    153.742,    1249.750,   1264.901,
    5,       10.8,    153.907,    1281.028,   1294.199,
    6,       13.3,    153.980,    1313.019,   1324.902,
    7,       15.8,    153.980,    1346.140,   1355.958,
    8,       18.3,    153.944,    1378.291,   1386.717,
    9,       20.8,    153.815,    1410.906,   1416.787,
   10,       23.3,    153.724,    1442.321,   1445.918,
   11,       25.8,    153.651,    1472.687,   1473.970,
   12,       28.3,    153.632,    1501.763,   1500.866,
   13,       30.8,    153.614,    1530.846,   1526.582,
   14,       33.3,    153.596,    1557.592,   1551.115,
   15,       35.8,    153.651,    1581.375,   1574.468,
   16,       38.3,    153.522,    1606.146,   1596.697,
   17,       40.8,    153.486,    1627.509,   1617.805,
   18,       43.3,    153.431,    1648.557,   1637.829,
   19,       45.8,    153.339,    1666.759,   1656.811,
   20,       48.3,    153.284,    1685.101,   1674.779,
   21,       50.8,    153.247,    1701.687,   1691.771,
   22,       53.3,    153.302,    1716.341,   1707.813,
   23,       55.8,    153.302,    1731.083,   1722.968,
   24,       58.3,    153.266,    1743.633,   1737.284,
   25,       60.8,    153.174,    1756.949,   1750.807,
   26,       63.3,    153.174,    1768.048,   1763.550,
   27,       65.8,    153.101,    1778.561,   1775.572,
