----,
DateTime:        , 2022/05/18, 11:59:16, 1652885956737,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -294.15,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,             10,       5, 
Sio:,     34.59,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    477.355,
    1,        0.8,     90.435,     480.881,    481.225,
    2,        3.3,     91.261,     481.010,    482.909,
    3,        5.8,     90.885,     481.139,    484.542,
    4,        8.3,     89.760,     485.280,    486.113,
    5,       10.8,     89.384,     487.205,    487.636,
    6,       13.3,     89.234,     488.361,    489.114,
    7,       15.8,     88.709,     491.027,    490.543,
    8,       18.3,     88.484,     491.486,    491.929,
    9,       20.8,     88.109,     492.558,    493.270,
   10,       23.3,     87.358,     494.843,    494.564,
   11,       25.8,     87.058,     496.090,    495.816,
   12,       28.3,     86.758,     496.885,    497.027,
   13,       30.8,     86.157,     500.696,    498.196,
   14,       33.3,     85.857,     502.446,    499.326,
   15,       35.8,     86.007,     502.035,    500.420,
   16,       38.3,     85.932,     502.124,    501.478,
   17,       40.8,     85.482,     504.535,    502.499,
   18,       43.3,     85.482,     503.248,    503.484,
   19,       45.8,     85.031,     504.855,    504.435,
   20,       48.3,     84.506,     507.047,    505.351,
   21,       50.8,     84.056,     508.812,    506.234,
   22,       53.3,     84.131,     508.833,    507.084,
   23,       55.8,     83.981,     509.266,    507.904,
   24,       58.3,     83.455,     511.514,    508.693,
   25,       60.8,     83.605,     509.399,    509.452,
   26,       63.3,     83.455,     510.196,    510.181,
   27,       65.8,     83.305,     511.355,    510.883,
   28,       68.3,     83.155,     512.278,    511.556,
   29,       70.8,     83.005,     511.879,    512.202,
