----,
DateTime:        , 2022/04/25, 15:02:18, 1650909738431,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -622.10,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00010,
Gain:,              5,       5, 
Sio:,   1141.18,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,   1043.973,
    1,        0.8,    145.191,    1092.427,   1135.089,
    2,        3.3,    154.091,    1118.759,   1143.501,
    3,        5.8,    153.981,    1143.588,   1162.702,
    4,        8.3,    153.871,    1173.780,   1187.933,
    5,       10.8,    153.999,    1203.972,   1216.287,
    6,       13.3,    154.017,    1234.864,   1246.050,
    7,       15.8,    154.146,    1265.755,   1276.155,
    8,       18.3,    154.036,    1298.079,   1306.001,
    9,       20.8,    153.944,    1329.252,   1335.188,
   10,       23.3,    153.871,    1359.130,   1363.482,
   11,       25.8,    153.743,    1389.273,   1390.763,
   12,       28.3,    153.614,    1418.164,   1416.957,
   13,       30.8,    153.706,    1445.034,   1442.003,
   14,       33.3,    153.614,    1472.195,   1465.944,
   15,       35.8,    153.669,    1496.137,   1488.762,
   16,       38.3,    153.578,    1518.907,   1510.510,
   17,       40.8,    153.596,    1540.081,   1531.188,
   18,       43.3,    153.450,    1561.101,   1550.861,
   19,       45.8,    153.450,    1578.957,   1569.523,
   20,       48.3,    153.358,    1596.724,   1587.233,
   21,       50.8,    153.340,    1613.479,   1604.010,
   22,       53.3,    153.303,    1628.867,   1619.897,
   23,       55.8,    153.340,    1643.217,   1634.920,
   24,       58.3,    153.267,    1656.399,   1649.144,
   25,       60.8,    153.157,    1669.993,   1662.608,
   26,       63.3,    153.230,    1679.897,   1675.300,
   27,       65.8,    153.083,    1692.479,   1687.318,
