----,
DateTime:        , 2022/04/08, 12:10:47, 1649430647015,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -114.41,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00100,
Gain:,             25,       5, 
Sio:,    110.96,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,     71.798,
    1,        0.8,    175.574,      71.317,     72.109,
    2,        3.3,    182.701,      72.100,     72.272,
    3,        5.8,    182.414,      72.854,     72.436,
    4,        8.3,    182.222,      73.018,     72.601,
    5,       10.8,    182.462,      73.054,     72.767,
    6,       13.3,    182.605,      73.369,     72.935,
    7,       15.8,    182.892,      73.122,     73.103,
    8,       18.3,    182.605,      73.478,     73.272,
    9,       20.8,    182.749,      73.530,     73.442,
   10,       23.3,    182.557,      73.695,     73.612,
   11,       25.8,    182.414,      73.928,     73.781,
   12,       28.3,    182.270,      74.074,     73.951,
   13,       30.8,    182.414,      74.016,     74.121,
   14,       33.3,    182.414,      74.169,     74.292,
   15,       35.8,    182.318,      74.515,     74.462,
   16,       38.3,    182.270,      74.557,     74.631,
   17,       40.8,    182.366,      74.671,     74.801,
   18,       43.3,    182.462,      75.027,     74.971,
   19,       45.8,    182.175,      75.343,     75.140,
   20,       48.3,    182.270,      75.457,     75.308,
   21,       50.8,    182.270,      75.391,     75.477,
   22,       53.3,    182.127,      75.736,     75.645,
   23,       55.8,    182.031,      75.622,     75.812,
   24,       58.3,    182.127,      76.043,     75.979,
   25,       60.8,    182.031,      75.951,     76.145,
   26,       63.3,    181.983,      76.455,     76.311,
   27,       65.8,    182.175,      76.089,     76.476,
   28,       68.3,    182.079,      76.503,     76.641,
   29,       70.8,    182.079,      76.678,     76.805,
