----,
DateTime:        , 2022/05/10, 17:02:17, 1652212937543,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -291.97,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,             10,       5, 
Sio:,     91.06,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    400.778,
    1,        0.8,     88.408,     403.832,    412.788,
    2,        3.3,     90.960,     407.419,    412.078,
    3,        5.8,     90.435,     410.925,    412.990,
    4,        8.3,     89.984,     413.760,    414.834,
    5,       10.8,     89.759,     415.689,    417.190,
    6,       13.3,     89.384,     420.120,    419.821,
    7,       15.8,     89.083,     421.873,    422.576,
    8,       18.3,     88.933,     424.272,    425.360,
    9,       20.8,     88.183,     428.904,    428.152,
   10,       23.3,     87.807,     431.079,    430.891,
   11,       25.8,     87.207,     434.736,    433.572,
   12,       28.3,     87.132,     436.487,    436.158,
   13,       30.8,     87.057,     437.094,    438.656,
   14,       33.3,     86.606,     441.330,    441.090,
   15,       35.8,     86.831,     442.028,    443.421,
   16,       38.3,     86.306,     446.457,    445.701,
   17,       40.8,     86.081,     447.857,    447.906,
   18,       43.3,     85.630,     450.330,    450.049,
   19,       45.8,     85.330,     452.617,    452.119,
   20,       48.3,     85.180,     454.707,    454.112,
   21,       50.8,     84.955,     456.147,    456.039,
   22,       53.3,     84.579,     458.408,    457.911,
   23,       55.8,     84.129,     461.694,    459.728,
   24,       58.3,     84.354,     460.580,    461.455,
   25,       60.8,     83.754,     464.599,    463.153,
   26,       63.3,     83.829,     464.302,    464.774,
   27,       65.8,     83.603,     466.988,    466.347,
   28,       68.3,     83.003,     468.439,    467.892,
   29,       70.8,     83.153,     469.758,    469.359,
