----,
DateTime:        , 2022/05/18, 15:28:47, 1652898527555,
RFID_EPC:        ,--Not Acquired--,
RFID_UserData:   ,--Not Acquired--,
Barcode:         ,--Not Acquired--,
PIF:,         -296.27,
PARs:,            0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,           0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Cycles:,            1,
                    1,      99,     100,     227,
Lamps:,        #00001,
Gain:,             10,       5, 
Sio:,     85.62,
Position:,        0.0,              0.0,   NoData,
DataPt,      Time(us),   EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,    487.943,
    1,        0.8,     88.490,     494.336,    503.812,
    2,        3.3,     90.966,     500.235,    504.811,
    3,        5.8,     90.141,     506.027,    507.242,
    4,        8.3,     90.141,     506.582,    510.620,
    5,       10.8,     89.540,     513.440,    514.634,
    6,       13.3,     89.390,     518.665,    519.021,
    7,       15.8,     89.015,     523.773,    523.615,
    8,       18.3,     88.490,     528.464,    528.293,
    9,       20.8,     87.889,     533.667,    532.964,
   10,       23.3,     87.364,     538.478,    537.558,
   11,       25.8,     87.064,     543.207,    542.018,
   12,       28.3,     86.839,     546.918,    546.313,
   13,       30.8,     86.688,     550.518,    550.427,
   14,       33.3,     86.088,     556.797,    554.380,
   15,       35.8,     86.538,     556.904,    558.095,
   16,       38.3,     85.938,     562.540,    561.659,
   17,       40.8,     85.638,     565.796,    565.045,
   18,       43.3,     85.413,     568.107,    568.249,
   19,       45.8,     84.812,     574.015,    571.307,
   20,       48.3,     85.188,     572.661,    574.145,
   21,       50.8,     84.437,     578.580,    576.873,
   22,       53.3,     84.512,     579.012,    579.418,
   23,       55.8,     83.837,     584.512,    581.859,
   24,       58.3,     83.987,     584.301,    584.123,
   25,       60.8,     83.537,     588.049,    586.279,
   26,       63.3,     83.011,     592.011,    588.335,
   27,       65.8,     83.086,     590.754,    590.239,
   28,       68.3,     82.936,     593.150,    592.028,
   29,       70.8,     82.711,     594.160,    593.715,
